#/home/enes/bim/BIM.py trees/r8040170.trees,trees/r8040171.trees,trees/r8040172.trees,trees/r8040173.trees,trees/r8040174.trees,trees/r8040175.trees,trees/r8040176.trees,trees/r8040177.trees,trees/r8040178.trees,trees/r8040179.trees,trees/r8040180.trees,trees/r8040181.trees,trees/r8040182.trees,trees/r8040183.trees,trees/r8040184.trees,trees/r8040185.trees,trees/r8040186.trees 250 --stats=all --eta=etas/BC.json --out=outs/738929798.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,FerL,bsfs,TajD,ZngE,btree,Colless,path
0,10001.0,250,103,0.09429687170853364,-1.227818339727202,-0.0688413764584995,1.7726888569435346,1.3557022429148349,0.6622640564138794,0.20047780767649492,0.03280198593234419,r8040170.trees
0,10001.0,250,85,0.12027844003024551,-1.056923162531588,0.06118789532753854,1.2689177439227475,1.4443132339353513,0.593279626166027,0.529907578706381,0.02848211533564737,r8040171.trees
0,10001.0,250,104,0.08386225070848224,-1.0687398252641311,-1.0042459270533464,4.44808508686873,2.9093182299575333,2.113911142352873,0.5313274091684582,0.026748121518331395,r8040172.trees
0,10001.0,250,78,0.16355802988945994,-0.41503940492046953,0.8260425716924784,1.500253598599699,0.6017829251827083,-0.3998449404469884,-0.09848111498069287,0.037251884609055215,r8040173.trees
0,10001.0,250,84,0.10391301487998306,0.05006082317429599,-0.24873638020549912,1.8054945863406362,1.794462879960938,0.9991002856248575,1.0089937596460647,0.026137817398626764,r8040174.trees
0,10001.0,250,74,0.11717235067754561,1.9227711911361005,0.17456889109151927,1.7941062014169893,1.1847926197833714,0.3839405505417523,-0.23974294459158657,0.03561614880574931,r8040175.trees
0,10001.0,250,86,0.1201999793885296,-0.23240306161681196,0.5519921938771832,1.1136839344459042,0.5537856195826748,-0.1993305385133437,0.12921922043514256,0.034108084341275165,r8040176.trees
0,10001.0,250,73,0.0515841569940211,0.008441442860696856,-0.46449622251500866,3.283200069542836,1.5077261553780115,1.0424646145936813,0.46996176382089,0.028746120526988734,r8040177.trees
0,10001.0,250,100,0.13426073730932062,-1.7233245762528129,-0.07689003082792366,2.596490552734541,1.889753960901251,0.9070513222113203,1.0532432078922374,0.023628789350952206,r8040178.trees
0,10001.0,250,88,0.1185205602444748,-0.2953380397764255,-0.13594134569229782,1.585342424291805,1.7820532272078322,0.9036410806900044,0.23334039995707054,0.0318361001610127,r8040179.trees
0,10001.0,250,92,0.0458664470854973,-1.0095148062547443,-0.6625514429594744,1.9369535523252641,1.7957394600670586,1.3362858634871064,0.8882186581440792,0.024680904879117085,r8040180.trees
0,10001.0,250,87,0.12056432036589342,-1.5216642680239814,-0.29729734381576656,2.6450481282495586,2.100329480063326,1.1754246881808748,0.6099361489432552,0.02858623433827476,r8040181.trees
0,10001.0,250,75,0.12260137442041381,-1.7594947677879424,0.2369070456079601,2.3026066685762663,1.142329492880145,0.3150339790155874,-0.28423640884251006,0.039349047042058174,r8040182.trees
0,10001.0,250,114,0.0386331123100731,-1.081978453561315,-0.4658889998718625,0.828974302676431,1.3464949512783015,0.9808051571071936,0.1714218409387929,0.03259718189646632,r8040183.trees
0,10001.0,250,111,0.08567855845195319,-1.0284403548615733,-0.2690271189792571,2.414416882036803,1.6077472315641361,0.938319734176392,0.21553309966610112,0.03184647190914194,r8040184.trees
0,10001.0,250,95,0.13299231607034745,-1.266555972241009,0.28778330699087895,2.4573003272129537,1.2090164788412197,0.3072320863895232,0.6649926037054129,0.028544824459126827,r8040185.trees
0,10001.0,250,86,0.11810604974426275,-1.5037543848650903,0.15197937854564614,0.9563898148884691,1.252501245079794,0.4347918557870409,-0.016093522105425796,0.036249838061925124,r8040186.trees
