#/home/enes/bim/BIM.py trees/r8080102.trees,trees/r8080103.trees,trees/r8080104.trees,trees/r8080105.trees,trees/r8080106.trees,trees/r8080107.trees,trees/r8080108.trees,trees/r8080109.trees,trees/r8080110.trees,trees/r8080111.trees,trees/r8080112.trees,trees/r8080113.trees,trees/r8080114.trees,trees/r8080115.trees,trees/r8080116.trees,trees/r8080117.trees,trees/r8080118.trees 250 --stats=all --eta=etas/BC.json --out=outs/340665485.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,FerL,ZngE,FayH,TajD,btree,Colless,path
0,10001.0,250,102,2.3689093081253545,0.5906593277559575,-0.48958308529447053,1.4005174111229746,0.10431480055301959,2.2461540848389543,-0.8789410985366852,0.0454735069309496,r8080102.trees
0,10001.0,250,94,4.267263786263779,-0.6634802630363543,-0.5734501033636702,1.6193872621738796,0.11937676255986159,2.5901155793286734,0.8655466103201669,0.02382324998920414,r8080103.trees
0,10001.0,250,70,5.615921772312408,-0.12206448590580016,-0.3928262350499649,0.8529222605715358,0.0387538036891716,1.2122199177365816,-0.6535401332437737,0.03853518914367146,r8080104.trees
0,10001.0,250,73,2.6548762476561247,-0.7339578000348769,-0.6661070447492257,1.7808626073390161,0.1243643249995853,2.8079007823281628,0.40602506493232887,0.02950382173856717,r8080105.trees
0,10001.0,250,66,3.4058264052570313,-0.22268515806685937,-1.2195664823288177,2.1405392277958377,0.030805368219516027,2.622000688492868,-0.07538592527513974,0.03485717061795569,r8080106.trees
0,10001.0,250,74,2.0283207484121397,-1.008954610308774,-1.4773750604823088,2.373713015920183,-0.0019632353913715383,2.6666603100885293,-0.29043141051490745,0.04006347972535303,r8080107.trees
0,10001.0,250,57,6.27212853177282,-1.3549983302157256,-1.8622111102925933,3.1719055116514054,0.030784517018042107,3.8091878978341205,0.4587830470220167,0.02909419937815779,r8080108.trees
0,10001.0,250,75,3.9336823189281365,-2.0007289396427366,-0.562844734829396,1.467439874279011,0.09822358906830789,2.2860081070885676,0.2843809013792924,0.03147687524290711,r8080109.trees
0,10001.0,250,87,2.841834758474275,-2.1503891085721154,-0.4376047099366872,1.413795606513238,0.1225945270028346,2.381122875517551,-0.2354315586658206,0.04075929106645102,r8080110.trees
0,10001.0,250,80,5.0290038506399295,0.6551289321660196,-0.8583092754482288,1.6586905591892618,0.0476342143660979,2.174266630434491,0.4933825516133368,0.02880402063662621,r8080111.trees
0,10001.0,250,80,3.853157008497017,-0.9335039346803651,-0.5895076531188764,1.570444581855005,0.1080579448334368,2.4642563848686736,-0.2851253651553475,0.03964434588448671,r8080112.trees
0,10001.0,250,84,4.171889376437669,-0.16662232857704157,-1.2183575596093006,2.4073337694008026,0.07643876110647699,3.1998576192316572,-0.0639096219476413,0.031663427905169066,r8080113.trees
0,10001.0,250,88,2.4388625378774105,-1.5391871922508324,-0.3238871243039714,1.234458631775032,0.12322963240353937,2.1838814433726568,0.29899972119294527,0.030798130487209387,r8080114.trees
0,10001.0,250,76,2.5811255480813613,0.3674439872784929,-0.4442088854141554,1.2887969280722456,0.10035230218271968,2.0980023505294167,0.12760404238322923,0.035424430168491804,r8080115.trees
0,10001.0,250,77,4.570586156086411,-2.734651888388248,-1.5151641753953842,2.8573616798037813,0.07206631809907192,3.684129096002121,0.006784315071238224,0.03156982769788833,r8080116.trees
0,10001.0,250,52,3.831651160320149,-1.8762480989242567,-1.6384229157917625,2.963405811343517,0.059282641824983516,3.761188580388452,0.04252547882445773,0.0369424913731171,r8080117.trees
0,10001.0,250,79,4.187304971473744,-1.596049289109227,-1.1167857360751634,2.1429049844223163,0.059393964282142206,2.7958678972525277,0.41067934810446455,0.03210201509851723,r8080118.trees
