#/home/enes/bim/BIM.py trees/ir3100050.trees,trees/ir3100051.trees,trees/ir3100052.trees,trees/ir3100053.trees,trees/ir3100054.trees,trees/ir3100055.trees,trees/ir3100056.trees,trees/ir3100057.trees,trees/ir3100058.trees,trees/ir3100059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/195813020.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,TajD,FayH,bsfs,ZngE,FerL,FulD,Colless,btree,path
0,100001.0,50,394,0.14458715879103504,-0.0109804785100946,0.10501282304460255,0.2303754067488394,-0.1776998869860388,0.016119791981954276,0.16761237205162433,-0.9505161738837302,ir3100050.trees
0,100001.0,50,472,-0.0741976560756241,0.011775204106976939,0.03834764293049557,-0.16400444385865684,0.14328847742405804,0.6937241575077265,0.12925909494232474,0.005927544569152506,ir3100051.trees
0,100001.0,50,523,0.348938461206698,0.03323981559808943,0.5230400013926448,0.1144694755779169,0.07540943618654,-0.2904196340162481,0.12277738681679568,0.13375764279566513,ir3100052.trees
0,100001.0,50,450,-0.6556586281726586,-0.09584791628850153,-2.379424500016367,0.03204678094977753,-0.4230807784324436,1.250652975045587,0.16071428571428573,-1.1969437334026147,ir3100053.trees
0,100001.0,50,455,0.11979523465598475,0.036787874094653006,0.5166858840178753,-0.1486378574359666,0.24016150989733062,0.45174358071550996,0.11895810955961336,-0.12046246071200063,ir3100054.trees
0,100001.0,50,441,0.4645423812882452,0.033921644722978705,0.7284791159983667,0.22898152314561832,0.012628164701081657,-0.538106745044805,0.12238520408163267,-0.2583718290245153,ir3100055.trees
0,100001.0,50,370,0.9162569813715414,0.04519537688981101,0.8800874518125775,0.6116232128912404,-0.15868522196076434,-1.849363151285976,0.10645248198289209,0.6062266387021319,ir3100056.trees
0,100001.0,50,429,0.018576580208353503,0.0021174834355140544,0.20371458567581302,0.003525096720192829,0.006926016521955356,-0.7026808169979551,0.12486316365626714,0.14468609206727523,ir3100057.trees
0,100001.0,50,432,-0.20708386310510551,-0.023458697546476916,-0.48397452257933776,-0.040371862974541234,-0.07598908108338978,0.4452029259011281,0.13241304586350663,-0.3350095837959516,ir3100058.trees
0,100001.0,50,368,-0.5981308003072794,0.009407666880551002,-1.1320591067171495,-0.6863437200573822,0.4312020047096812,1.0539083698634042,0.17234445861678005,-1.2254697592925687,ir3100059.trees
