start,end,N,SS,TajD,FerL,ZngE,bsfs,FayH,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,49,0.10387713260908184,0.277626764709618,-0.17828664707253908,0.5015542066322636,0.04961725762573898,1.064943155552018,0.04230411381596769,-0.4438255901140634,9030022,0.04311871140475882,-0.6889319016691525
0,10001.0,250,79,0.5859669089418862,-1.3094697654713936,1.317388708789757,0.20484044827452136,-0.13943015610740844,-0.907046301418466,0.05209385930820054,-0.7528237471327422,9030023,0.05367363883687242,-1.1631058348753238
0,10001.0,250,62,-0.5247643020678763,-1.6528542900069711,1.1018611886160887,-0.606397644401113,-0.28036616584129376,-0.33543542270571336,0.07573914170004,-2.5113572254614045,9030024,0.05944010646692341,-1.4648252943382294
0,10001.0,250,49,-0.7043216279734861,-0.7306983923806795,0.2814269058000761,-0.9087415159584952,-0.16525362031842328,-0.011444795801529916,0.051897554375206933,-1.0785029133799595,9030025,0.06443336068287488,-1.5603433009594363
0,10001.0,250,35,-0.8672074880883007,-0.7162159561005832,0.20364797472998086,-1.5135182253821715,-0.1840846785423059,3.0494092982700347,0.06355838098939537,-1.825312803734588,9030026,0.05454722114263506,-1.3260413011907537
0,10001.0,250,60,-1.2790161193684717,0.7900429683294103,-1.1991788752412258,-1.830024486380736,0.013449334785879235,3.6182933421883416,0.03535288105828331,0.19405017912671854,9030027,0.04373947402513279,-0.4028034173929003
0,10001.0,250,43,-1.7080540556233048,0.18910038200843976,-0.8920788637177228,-1.4038355648386205,-0.1105154179401582,0.38477848151371613,0.0784245854385283,-1.6815082824598488,9030028,0.05919376430452995,-1.1411343932984053
0,10001.0,250,39,-1.438131270244087,-0.3757650426299976,-0.31787460365701964,-1.1552104427578718,-0.17601385874313796,-0.6152804950534945,0.0752375862898599,-2.2617089712143525,9030029,0.05676160864656784,-1.0859383198850179
0,10001.0,250,69,-0.2914501222982029,-0.9009118903152192,0.5981044047456389,-1.6768806595360377,-0.1516592595551135,3.0504665624818585,0.05506336195220767,-0.9467236336565388,9030030,0.056710713823034074,-1.4837967336875413
0,10001.0,250,55,-0.4533302508333146,1.1149099872553034,-1.0969923377199569,0.6598953074806212,0.12725560206194514,-0.3274609709916467,0.029970321167367427,0.4434456101431072,9030031,0.043377137582588425,-0.5910891171387285
0,10001.0,250,64,-0.02111801971093857,-1.793313318920319,1.4370382961324015,-0.5396253373078952,-0.26006131990284764,0.9827298813922388,0.06326048611318723,-1.5586350996689995,9030032,0.07186092038404515,-2.0266843510994033
0,10001.0,250,49,0.1658609399925145,-0.9787896814183724,0.8604650147461846,-0.08642765756500509,-0.13212722965867335,1.064943155552018,0.04910244061801202,-0.4624878299935187,9030033,0.06562270587727254,-2.03794357433252
0,10001.0,250,66,-0.6857824962933323,-1.7282853549503148,1.091576587478446,-1.115208529725989,-0.30211784619673177,0.5935350457327738,0.05681987208091626,-1.453699702637682,9030034,0.06440277237984195,-1.6260343087422362
0,10001.0,250,45,-0.20265936127064998,-0.14010978171906735,0.02477939641489892,-0.17110077441772514,-0.03749316372978715,1.4057540618439974,0.031197046249514186,0.4159331376611277,9030035,0.056555972995926365,-1.5154949926011785
0,10001.0,250,61,0.8497843500616977,-1.0883201758979757,1.2513049496538136,0.27740457942303404,-0.09047846953739694,0.0003241759764391313,0.04248973453420977,-0.3909294140703951,9030036,0.04832232154424148,-0.4857859115861867
0,10001.0,250,84,-0.6420373465079262,0.09066074910245184,-0.35881149587212263,-0.24680656484834465,-0.0369447906624911,-0.1666223285770411,0.07710334425258636,-1.6285593645126577,9030037,0.07781880209008074,-2.2695255280672137
0,10001.0,250,51,-0.5148390735537999,0.4083734297663217,-0.5537125732876668,-2.9050317334863222e-06,0.019118941332563,0.22141660071262015,0.07269096547480243,-1.5570652829031504,9030038,0.07171913460292784,-1.8148704394901196
0,10001.0,250,64,-1.0341878332202858,0.5645531788541353,-0.911060025810274,-0.9129940615713966,-7.366534097565905e-05,1.2627611239698229,0.040768810007053305,-0.3015483599632238,9030039,0.06026409786611885,-1.3984083738040218
0,10001.0,250,52,-0.5722865911411431,0.8756159786441651,-0.9554338706331744,0.18457744843126644,0.08337156398779573,-0.5175456139137311,0.04138732348749838,-0.36933379785411735,9030040,0.06426628171672867,-1.9275662566303848
0,10001.0,250,45,-1.2816611069452293,0.664502147296734,-1.0912226501879982,-1.0430357595019777,-0.004038347230841764,1.405754061843998,0.0552286565617308,-0.978545364112104,9030041,0.04677851189705057,-0.6762136459249243
0,10001.0,250,67,-0.9647429334933316,-0.9244970409475332,0.31994937137802376,-1.3865222458568185,-0.2082999007790517,-1.604848554541067,0.05505534683537015,-1.0990756364984229,9030042,0.049963294036360496,-0.9363151260639688
0,10001.0,250,39,-0.9364411127589354,0.6124365430559122,-0.8961315830685127,-0.44169732692718094,0.016931417531590283,0.2682766911472261,0.05381142251203139,-1.0801197789026311,9030043,0.045974219458479085,-0.3043143782643355
0,10001.0,250,44,-1.4888641617230924,0.3852153972608747,-0.9556715887939566,-1.9645627633129377,-0.06290575775982163,3.479628939110313,0.05676349364003205,-0.8198259734384495,9030044,0.07185732176015891,-2.304842265823135
0,10001.0,250,64,0.30192782112410405,-0.2993671710650265,0.3744965480857373,0.5394816496884389,-0.01936548482956337,-1.5375513018060092,0.04878579948269162,-0.7357450424328786,9030045,0.0428587800332845,-0.3272534674717716
0,10001.0,250,56,0.6139105870992541,0.1075820202054836,0.18240647142622707,0.4209519542741703,0.06455476988393398,-1.0083198550251773,0.034410888335124165,0.12179887912784686,9030046,0.06390683702552144,-1.5637243570451471
0,10001.0,250,54,-0.87305151431365,-1.3787581039639438,0.7287948850801802,-1.4366303057161869,-0.27210162402110666,1.3608206603823778,0.05580993328151314,-1.2299456049870081,9030047,0.0631259529432868,-1.844112046548124
0,10001.0,250,29,-1.9892937834877569,-3.4907933013729315,1.9566361652397584,-2.5781765495804088,-0.7333766646178366,3.017660148655181,0.08396720522643568,-3.2162340253360435,9030048,0.09471218206157964,-3.3842792613636625
0,10001.0,250,46,-0.4659737193769156,-1.1642031851020684,0.7345950520520382,-0.6454046743202642,-0.21217722117862395,-0.20536846665308608,0.046986332426480114,-0.467402261948055,9030049,0.07020555339638122,-1.9671866543466299
0,10001.0,250,62,-0.14259393098412892,0.6007167685469129,-0.5471668178096682,0.3705779380453316,0.0755949257766136,1.106913649682019,0.03370579090555772,0.18684486436225087,9030050,0.046994429330224116,-0.5422078185734043
0,10001.0,250,55,-0.9719556157653896,-0.3441093070856067,-0.14844678032888153,-1.0070249887665503,-0.12783327139246425,0.3175310170017541,0.05539699119056874,-1.5411092129873505,9030051,0.05200155460551885,-1.3351807910501865
0,10001.0,250,66,-0.16764984451266926,0.4100569222554173,-0.4047377670919519,0.5890329719815954,0.04572873563250135,0.5935350457327739,0.04478335176936032,-0.5643228812244618,9030052,0.04661461093641428,-0.7849530362129379
0,10001.0,250,50,0.5303825705085431,-2.5462361209308315,2.2820018021439377,-0.1474794500493629,-0.3348632512099912,-1.8298976208592184,0.044781275640195184,-0.5116551702499225,9030053,0.04767456924472082,-0.5141830873752337
0,10001.0,250,56,0.8241927367435611,-0.6745085698367708,0.9048796526475664,0.9898414831383842,-0.0330764183728678,-1.3254702115536972,0.05286542062678868,-1.4485352131016265,9030054,0.05363389040031092,-1.438872738824383
0,10001.0,250,49,-1.311467834236833,0.5426139421539721,-1.0085343477523168,-1.3587740501998273,-0.02485128400182784,1.4237391393365348,0.03679423576659579,-0.35592157027286586,9030055,0.04487304054929395,-0.6272014088999674
0,10001.0,250,61,-1.1718768514179618,-3.990405322888843,2.7020325864906627,-1.9039274686437482,-0.6704940498917211,0.00032417597643900117,0.07604330364938013,-2.4896082309207808,9030056,0.07544694908666925,-2.082821591861808
0,10001.0,250,83,0.003969733753849243,-1.1215049590587771,0.907462564664237,-0.8312756997506047,-0.15741480027948312,-1.0092480510360402,0.05822714822423335,-1.2459662810509209,9030057,0.06094465839899187,-1.8170805223825528
0,10001.0,250,62,0.649087725326619,-0.052259094250117925,0.3278276345795089,0.8537425764709429,0.04366432654083568,-0.04696560822816704,0.03387643315196269,0.1919793125385481,9030058,0.05853881475723685,-1.4444615545712365
0,10001.0,250,57,-0.7641867426526845,0.4002904303647116,-0.6578571248916478,-0.6346875496971557,-0.002279862865630757,1.1408380761972037,0.0474600012955046,-0.3297510920688106,9030059,0.047292858068217584,-0.6120968315717641
0,10001.0,250,46,-0.7686246869163172,0.6707494889966485,-0.8739406569027606,-0.5705319861233381,0.038330038185975725,1.3154599745260995,0.0638904591974938,-1.5109047818804806,9030060,0.0812188847556123,-2.7053815740826628
0,10001.0,250,68,0.06777902410475055,0.7378971802557241,-0.5653866400943212,1.0058164070704705,0.1109863383930062,-0.8323752647235949,0.03328637129161808,0.1475780340343414,9030061,0.04056548775748154,-0.3799282531206711
0,10001.0,250,76,-0.22186970856519414,0.1313819739723514,-0.20442919444293586,0.2243476984260543,0.001348834078257413,-0.1090250107637907,0.04974514297456791,-0.8487995454732792,9030062,0.05970888160938685,-1.5900940742570358
0,10001.0,250,80,-1.4923016719907791,-1.1063955939275771,0.2305629993945063,-2.017728775764262,-0.27188415479705924,1.7898666941991526,0.0724672885088742,-1.5507826092079446,9030063,0.06809496048710975,-1.958072201467966
0,10001.0,250,44,-2.1267360909196507,0.3773992424956412,-1.226014514043894,-2.330610134565793,-0.11591994488057585,4.2715620781706605,0.0854358293388608,-2.528565030420005,9030064,0.06235155676469317,-1.6140496737259475
0,10001.0,250,56,0.03198426223680454,-0.8961839458114866,0.7362653553300667,-1.1992684628782435,-0.12849365193066242,2.480334066788536,0.043940884505765,-0.7355069732523545,9030065,0.06856956361425852,-2.4098954593300115
0,10001.0,250,43,-1.1689090490513423,-0.41769085170900977,-0.17031356852782162,-1.6669990426591816,-0.15839372239954586,2.002174527830898,0.05165284795094357,-0.9981036695725244,9030066,0.05252191561946712,-0.9243047056687442
0,10001.0,250,62,0.008142552956844958,-0.3843925250511861,0.3135503358225761,-0.2189228867024493,-0.05492999192397639,0.8184438352044731,0.0675974197122193,-1.5500228714746431,9030067,0.04646739450470504,-0.455376566245553
0,10001.0,250,31,-1.0928586527310455,0.183523124976972,-0.6126897562113186,-0.9544481196132696,-0.06318867755891328,1.5829631528878731,0.06569334842877822,-1.4191707160796956,9030068,0.05571209569460639,-1.5600101497519243
0,10001.0,250,45,-1.897170575372326,-2.2542725529654297,0.9906284403839516,-2.316843431616004,-0.49268240455231604,1.4057540618439976,0.0582838265504414,-1.3423852117683237,9030069,0.06800589454592564,-1.4894360976558978
0,10001.0,250,41,-1.2284484931049435,-0.7522828084727401,0.07413625684006206,-1.0665073970889298,-0.21513828632329884,-1.5709410285802492,0.0465339619346953,-0.39397146545857664,9030070,0.06176780856143468,-1.8518135686248016
0,10001.0,250,51,-0.6927977119916903,0.19597055638145616,-0.4603301752301202,-0.3835951370454014,-0.02655349146505022,0.22141660071262048,0.05755926933540614,-1.3395763979670576,9030071,0.042292827222869984,-0.19498063737158436
0,10001.0,250,70,0.6871413911765862,-0.061905080355029535,0.3537519551761817,4.706960690066622,0.04492541811769432,1.1651562332886063,0.0369341660300825,-0.15276377427353388,9030072,0.0548276053522847,-1.2748743018870001
0,10001.0,250,57,-1.1800592426610077,-1.048046167797735,0.3270646094202281,-1.2469084985204508,-0.2466486835679103,0.5168789745939701,0.06211426350563545,-1.2802408091849196,9030073,0.054484801375590336,-0.8429517017460177
0,10001.0,250,72,-0.8079058394187796,-0.5251063246852135,0.06622291675732911,-0.9588027729879156,-0.13788478181757588,0.5510567706869546,0.061893849033508926,-1.0782246881470396,9030074,0.07654003109211037,-1.9926179601038991
0,10001.0,250,48,-1.8305490945062068,-1.1343266029774286,0.11621563482691495,-1.983788894747903,-0.3165643052970001,0.7795914774652165,0.05819892473118279,-1.6792972021188046,9030075,0.05184042622101308,-0.8642630978386232
0,10001.0,250,54,-0.3440478023032185,-1.1586646832531269,0.7829948097889519,-0.3469739874964963,-0.1975854783901952,-0.6073324070137395,0.057246908782081725,-0.9983387935016907,9030076,0.04435807747117503,-0.2470543356619921
0,10001.0,250,55,-0.5255693534885755,0.2758840609366435,-0.4525259781528145,-0.22909299276450615,-0.001435920907290237,-0.32746097099164645,0.04465464298344204,-0.3426864095764395,9030077,0.06724883404586086,-2.151300175838725
0,10001.0,250,52,-0.09222262637706267,-0.040572878370386735,-0.0076159372071113625,5.194758406141622e-06,-0.013364880538706431,1.8601837348546888,0.04944826745311417,-0.7004959146730182,9030078,0.05085827179686488,-0.6935709284020349
0,10001.0,250,48,0.09472562884229636,-0.3536057707299959,0.3259528135579147,-9.93631319928452e-06,-0.04506008164358167,0.4139326065583208,0.04292258640295951,-0.4673033554776178,9030079,0.04725757870190439,-0.5860103129288944
0,10001.0,250,55,-1.2811787625874786,-1.5316048257651669,0.6730209033447291,-1.5029920359391375,-0.3264590939981389,-0.9724529589850468,0.0534071770954787,-0.711119016918174,9030080,0.07767433369843008,-2.1592395797967736
0,10001.0,250,71,1.835980915377155,-0.5528691588668163,1.2582803482786975,1.423633572678695,0.06467932264124067,-0.4161151127860698,0.031887079108221736,0.3456927177665454,9030081,0.04206206546616573,-0.4734093785498526
0,10001.0,250,56,-0.3673347842530316,-0.03678935436674323,-0.1313724527209081,-0.2406877859722252,-0.03459344736135291,0.8945822841459387,0.04338597505679682,-0.310828335456945,9030082,0.07010569158353845,-1.7901986992792436
0,10001.0,250,60,-0.7990314572943661,0.3066846875676491,-0.5984916301559484,-0.6609744612752172,-0.01871054039006759,0.6439518181267541,0.04914673356181323,-0.5417843960877776,9030083,0.06681270536692224,-1.7699366270999948
0,10001.0,250,46,-0.2148843329637577,0.7207479658438736,-0.6735372806220885,0.22544601024955685,0.09062810369645397,0.9352528642313024,0.03890400310921105,-0.035941861291094016,9030084,0.06408699313382563,-1.5722609598232409
0,10001.0,250,42,-0.9786829570724214,1.033879629412366,-1.25518097490908,-1.1414182543859015,0.07702334432259858,2.9393903402514305,0.04010572444053915,-0.1756951709135533,9030085,0.06471045472211426,-2.1407509765058443
0,10001.0,250,54,-0.8521843492617391,-1.2557874529854458,0.6388460738613679,-0.9172755880194646,-0.2523797289793514,-1.5914089407117975,0.04566800928052386,-0.2777945153190658,9030086,0.06825285011011789,-2.2463314192874377
0,10001.0,250,56,-1.3564974512526309,-0.8075902791625925,0.05622491118200548,-1.3425727740806968,-0.2259660059557639,0.5774319276174196,0.05504814958759769,-0.7857752397514203,9030087,0.08203512976637732,-2.3986529701208297
0,10001.0,250,49,-1.258752202627304,-0.385018997520022,-0.23857694908861984,-1.8845881724963691,-0.15847700899434278,3.217719058259114,0.05154203150362361,-0.7813588151473048,9030088,0.048638100790257814,-0.9077270843578148
0,10001.0,250,40,-1.7471458586988928,0.42042302847184176,-1.0922763537382547,-1.942433595866118,-0.07910420359878008,1.0549958271873991,0.07005191983816159,-1.6910729622877292,9030089,0.06905849203264673,-2.1960751407711543
0,10001.0,250,77,-1.3132970318783872,-0.8350484849732038,0.09157782770837808,-1.4568185247641807,-0.2203407507846825,0.08905169129991769,0.06749828096505127,-2.441265449463751,9030090,0.07573438916958156,-2.3663195095084744
0,10001.0,250,34,-0.8737851841439228,-2.457286960949213,1.5997755325720824,-1.3567930174162848,-0.4586128644101185,0.7129477258274945,0.06311021210943481,-1.0986250015149024,9030091,0.0856458090426221,-2.7758192757227698
0,10001.0,250,41,-0.6798255628679921,0.8327689988173885,-0.9636224380145488,0.12957929285602107,0.07120495894496431,-1.570941028580249,0.03624983806192512,0.05385034429920164,9030092,0.07085690431978812,-2.3659981127707166
0,10001.0,250,63,0.8152710752642639,0.18513521999534044,0.20974837915569716,1.6080868177431982,0.09097809271046434,-0.09285144646115777,0.03714565004887585,-0.005539186880276285,9030093,0.050619143239625165,-0.8430127524695012
0,10001.0,250,47,-1.7772619574290134,-0.3806175740816083,-0.4667295135563694,-1.926697783411304,-0.2003898563698192,1.97427429436959,0.05378773157144708,-1.0184224043302819,9030094,0.07190860215053764,-2.229609040969777
0,10001.0,250,64,0.2932727189438749,-0.8792467242601131,0.8383673858523784,1.1003229392316851e-05,-0.10360180223523258,1.262761123969823,0.059455888068402636,-1.4027704773559435,9030095,0.04723913575448749,-0.7769618748550692
0,10001.0,250,48,-1.118380716855571,-0.3107830297685073,-0.23675669035452385,-1.0220537852038547,-0.1364451690582418,-0.6830440061623675,0.06462768637273109,-1.7836563164038337,9030096,0.09439190453570556,-2.675397751106064
0,10001.0,250,75,0.6806402275558643,-1.6474659053731584,1.6314559145139689,0.1820236362413336,-0.18072502808289975,0.17037860705041147,0.04542686876538411,-0.5563875311532887,9030097,0.04795094355918298,-0.6678453441002242
0,10001.0,250,57,-1.0080169290880292,-1.0717004956053071,0.4215995080260552,-2.422802796542482,-0.2364370631627737,3.0127153810069003,0.05110207236063274,-1.3811995528153644,9030098,0.04329929689432215,-0.9435495017622564
0,10001.0,250,71,-0.21318505007542304,-1.0386146398966545,0.7438212573336563,-0.32884165541261906,-0.16478119098404465,-1.1782046641698634,0.04448657752194478,-0.5728381652257221,9030099,0.06059722762015805,-1.5872299841725583
0,10001.0,250,42,0.20963956816686966,-1.5734225357063198,1.3564398776951994,4.967141530112327e-06,-0.22170760056842526,-1.1915683460804989,0.05555506483411653,-0.9802129682295632,9030100,0.08904434944077386,-2.7178299976372498
0,10001.0,250,69,-1.2331313775641959,-0.03108766715564376,-0.519831528795072,-0.9442817444619076,-0.10102475018216396,0.4409500007110063,0.04544522174720387,-0.4095064939882371,9030101,0.052310624988433,-0.8746702066919799
0,10001.0,250,58,0.7999020270800742,0.010333228613363922,0.3428105041877569,0.5252229171167054,0.06494473241920795,-1.0766060266679789,0.039325925402489734,-0.3000643692413841,9030102,0.05200731240373682,-0.9780003659994162
0,10001.0,250,63,-0.7558831492576082,0.4278297319161242,-0.6779199379132691,-0.4860107518358991,0.0021704629616734732,-0.0928514464611576,0.052720167080835566,-0.8993900679381214,9030103,0.06145549941702293,-1.4847932983215932
0,10001.0,250,45,-0.7953357154695719,0.8125469234603072,-0.9992370269528504,-0.7103354226527008,0.05764851837741185,1.4057540618439974,0.03370579090555771,0.2094739690121315,9030104,0.04507708252364297,-0.4985997159287809
0,10001.0,250,37,-1.7846593016814845,-0.6916400510229939,-0.21142326384577215,-2.2057058063292323,-0.25475173014671243,1.822876409297417,0.06848541117876525,-1.5354887702402804,9030105,0.09113065163881333,-2.7050043060780533
0,10001.0,250,50,-2.0299171466477537,-0.8470794458403008,-0.2033142829340474,-2.129612443616326,-0.2885629308269338,-0.7733369363253902,0.07802005986594937,-1.8694148031474571,9030106,0.07073455110765642,-2.3010109451877625
0,10001.0,250,52,-1.035685988077022,0.4584792371979393,-0.8219048032825848,-0.8176461749853521,-0.015244207702800537,0.8411568710967946,0.03576589235353324,0.07554011157861266,9030107,0.061838752860906,-1.6637290874832988
0,10001.0,250,55,-0.5718015502825763,-1.2192257613950963,0.7320213447135523,-1.383264381180188,-0.224188515723044,-0.0049649769949461275,0.04457923861343994,-0.6857155583341514,9030108,0.044033275960986815,-0.4649671883936565
0,10001.0,250,64,0.11089478100684066,0.5757317457143581,-0.4154715239228369,2.1654537032022683,0.09168784997359188,-0.6974575740732589,0.03843947217441193,-0.0701341555505981,9030109,0.04458778040200505,-0.6213254151210117
0,10001.0,250,36,-1.875913273175482,0.7954578632307931,-1.4445970880481238,-1.7864985375915996,-0.032142602086688496,2.420859628439933,0.05687804983374356,-1.1918205814117158,9030110,0.10666321198773587,-3.1486797135990936
0,10001.0,250,70,-1.0875813486995818,0.6787948818285614,-1.0285658136109526,-0.6241423012339613,0.01183583102651255,0.3928238017719624,0.0721781133751596,-1.622729096597331,9030111,0.07377696268946754,-1.9881591048289229
0,10001.0,250,59,-1.2782295609429395,-0.8101140011073534,0.0915772326576828,-1.5548985322233009,-0.2189955330501799,1.6100277943635763,0.061839652516877563,-1.78598116730669,9030112,0.06980790545695326,-2.0705263124846347
0,10001.0,250,49,-0.3198306643381847,-0.73160932284869,0.4497373322616349,-0.4325249316464074,-0.13446028303735244,0.7061471717675017,0.05208914198167143,-0.9725129776842252,9030113,0.054613615753335926,-0.9381190918057238
0,10001.0,250,39,-1.1316185403484311,-0.9515424325000554,0.2772099598114213,-1.2432796910512258,-0.23915627263371256,0.7100552842475861,0.05914169010005869,-1.0741890826390228,9030114,0.06275100401606426,-1.5341871657649118
0,10001.0,250,53,-1.4338525357243808,-0.3065739135298306,-0.38008902410368267,-1.2281872574168464,-0.15967230364058346,-0.8969703402437369,0.0372588873366176,-0.185639983750105,9030115,0.04890205985231248,-0.7696904127857009
0,10001.0,250,72,-0.7987717161940521,-3.095303832550678,2.1444641719732482,-1.2203188685276385,-0.5032196897219671,-1.203878941471341,0.07117569275991617,-1.5365260426134828,9030116,0.08750208206096274,-2.7022189031454955
0,10001.0,250,53,0.14853935050201755,-0.7659987655254664,0.6820864709051747,-0.15261405030330355,-0.10086730755122036,-0.22947315298874735,0.036352398842682536,0.12234275100759118,9030117,0.05507244029882974,-1.4572421821214894
0,10001.0,250,68,0.02094512769535542,-1.5491485076939713,1.2590755602024777,-0.5409298661117686,-0.22020815419862627,-0.5678189987086356,0.051369996113486215,-0.5931486374289233,9030118,0.0671866351034637,-1.484136060946107
0,10001.0,250,57,-0.5219803533974153,-0.6462390044354358,0.29188883319480385,-0.8943406601530319,-0.13575373381746028,2.7007358302052844,0.050238588763656784,-0.6336942936043054,9030119,0.04432649954657339,-0.4081677359328434
0,10001.0,250,64,-0.38929275091607457,-0.1068048047287661,-0.08540958166580417,-0.3317168240176431,-0.046038004827443364,1.8228236091249896,0.051483503405971985,-0.5928278235262832,9030120,0.08123739196417003,-2.417631000699008
0,10001.0,250,61,-1.1251660928948242,-3.3360932913186065,2.195002242660381,-2.538283893830904,-0.5720430313229113,0.5860906381169174,0.05281848456444376,-0.8848716133808082,9030121,0.05323876149760332,-0.9030839242802644
0,10001.0,250,72,-0.1671720650295384,-0.1417097469676661,0.04037857867788593,-0.2096136962871007,-0.03323880067576165,0.5510567706869545,0.03933167385363267,-0.20581408285970287,9030122,0.06652254178002333,-2.0689396300392766
0,10001.0,250,77,0.9047429202875348,-0.9341756843657492,1.155469827802063,0.5831500617084583,-0.06186352811461405,-0.6168742036221235,0.04508356004663816,-0.32712331012732043,9030123,0.05370560583347213,-1.0602742808112542
0,10001.0,250,34,-1.455919024505958,-0.6288639431041083,-0.1180401090409539,-1.985783680465924,-0.22039939940177675,2.2119479835023337,0.0812605259748672,-2.3316375510177987,9030124,0.098620287602021,-3.1613703107092794
