#/home/enes/bim/BIM.py trees/ir8000090.trees,trees/ir8000091.trees,trees/ir8000092.trees,trees/ir8000093.trees,trees/ir8000094.trees,trees/ir8000095.trees,trees/ir8000096.trees,trees/ir8000097.trees,trees/ir8000098.trees,trees/ir8000099.trees,trees/ir8000100.trees,trees/ir8000101.trees,trees/ir8000102.trees,trees/ir8000103.trees,trees/ir8000104.trees,trees/ir8000105.trees 250 --stats=all --eta=etas/BC.json --out=outs/170374582.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,bsfs,ZngE,FerL,FayH,btree,Colless,path
0,10001.0,250,52,0.5014812498441636,0.12198309551680554,0.9934116797004464,-0.25321404322694674,0.38050659915774393,0.06589172545782003,-0.7193896199108643,0.04701467158958414,ir8000090.trees
0,10001.0,250,55,-0.3274609709916464,0.9343505838649689,0.8012879333322656,0.6855017659419802,-0.34279702665148315,0.024189490594535415,-0.9901217487763194,0.051408398571243505,ir8000091.trees
0,10001.0,250,73,-0.9814242143334017,0.09442061729360476,-0.5651811938811687,0.4950467939886768,-0.5615831241677034,-0.07250966511360091,-0.8517560591975861,0.0442938005122226,ir8000092.trees
0,10001.0,250,93,-0.24470333336840205,0.17219919941481707,0.2622760865053184,0.21440621117000372,-0.1702682325672193,-0.01047705012500811,-0.24722596812453376,0.04536209353543205,ir8000093.trees
0,10001.0,250,74,0.701218773867402,-1.1283508115558372,-1.3394607185417917,-0.38884569747983994,-0.13751441251396573,-0.10750794503523271,-2.161657404848183,0.07250409261680152,ir8000094.trees
0,10001.0,250,54,2.01687168284775,-0.9808230445261944,-0.6493715422746319,-0.8948964764081311,0.5778606701294005,0.006617679359279506,-1.7719091309226944,0.06852814483741418,ir8000095.trees
0,10001.0,250,61,-2.3427416725854724,-0.32845783506273046,-0.09602430108917424,-0.13009404833277263,-0.017835426262294726,-0.028532863840508894,-0.682885593546409,0.052071187977717336,ir8000096.trees
0,10001.0,250,59,1.005769546475591,-0.44045098101573726,-1.6692835213947237e-05,-0.7623030360661393,0.7055983712796351,0.06767610869684398,-2.7246075243151244,0.0855232343767128,ir8000097.trees
0,10001.0,250,47,0.11032168173846947,-0.3601429519910115,-0.1865415242145269,-0.23747584779237027,0.100376002894007,-0.01408172121442771,-1.5002532711479473,0.06618409120352377,ir8000098.trees
0,10001.0,250,60,0.9413859705329131,-0.4931019165672735,-0.4507162088019589,-0.6320965109998797,0.5151645979544156,0.035736890250518585,-1.8115662802489303,0.06614846482705014,ir8000099.trees
0,10001.0,250,81,-0.5107601692080787,0.8806452510094517,-0.42220338477996855,1.6961114064094862,-1.6159271680987364,-0.15943588443928775,-2.3754458188982603,0.06673468065811634,ir8000100.trees
0,10001.0,250,54,1.3608206603823778,-0.5311250986852718,-1.852210744612908e-05,-0.9802325280772612,0.9280522306673284,0.09391186440343388,-1.3269178528079626,0.05529375566783262,ir8000101.trees
0,10001.0,250,83,-0.7900869655883193,0.17798187526933615,-0.13628190293782333,1.0068704393888444,-1.1487873662149755,-0.1477771594460454,-0.8611258029576647,0.054439532322839754,ir8000102.trees
0,10001.0,250,86,-1.079970610448997,1.0001711953009595,-0.19781146795784693,1.6462156413142983,-1.486923195473445,-0.13120836729723273,-0.8998931186978313,0.04914618150019432,ir8000103.trees
0,10001.0,250,69,0.17999834453392094,0.057323818166592044,1.166847893420057,-0.756015176726208,0.9683990527102794,0.14297327955219077,0.09047419683797069,0.03238437621453556,ir8000104.trees
0,10001.0,250,55,-0.004964976994946055,-0.9622367003479149,-0.5962730390208858,-0.5092571717766831,0.10892594424498146,-0.06067838647772237,-1.652622648318771,0.0698276978883275,ir8000105.trees
