start,end,N,SS,ZngE,FayH,TajD,FulD,FerL,bsfs,btree,Colless,path,iColless,ibtree
0,100001.0,50,344,0.27994934408642896,-0.053368705780926035,-0.10989999472688483,-0.6646678628328169,-0.38414115628779977,-0.18147390221552934,-0.1214663885963312,0.13292387018501664,3120000,0.15731292517006798,-0.765244899605229
0,100001.0,50,424,0.5017936986235545,-0.10408162253575322,-0.2596142621292773,0.09645813611625666,-0.7253935738373919,-0.9717963782494856,-0.5289480740875726,0.1491880288700846,3120001,0.16971938775510215,-0.983003558553836
0,100001.0,50,435,0.2201271702569234,0.03856653644110032,0.4892503733659623,-0.6022374307792098,0.03725229386067348,0.9568623816993506,0.985399013418574,0.10766347355268624,3120002,0.1197318771258503,0.4322096058492331
0,100001.0,50,354,-0.21573406922926688,0.0074615983500663655,-0.15590104046557818,0.01335016362699112,0.15448952013587836,-0.003838296811199328,0.4744537269742293,0.114021501457726,3120003,0.14145746794292938,-0.21179208980087674
0,100001.0,50,456,0.3748998859008808,-0.058937243914580675,-0.059641043252442176,0.5410249326547252,-0.4627638861211708,-0.8562715528110667,-0.28821065855424033,0.13757227891156462,3120004,0.15990230678737655,-0.9634199893074524
0,100001.0,50,449,-0.15383375628781604,-0.016650780215386175,-0.26810571729859073,-0.1252487702698383,0.017411291044147573,-0.5303754230743545,0.22248401676669602,0.1167664892043773,3120005,0.13285314125650252,-0.23595991270807326
0,100001.0,50,453,-0.2467399113666755,-0.016220337557796224,-0.3548862965833237,-0.18594046902176603,0.07220248365522769,-0.3554314875910967,-0.07319877734280532,0.132843030829353,3120006,0.14803953077293902,-0.30955403369584544
0,100001.0,50,483,0.12227730267516945,-0.029116448093671945,-0.09047880632825726,0.08125663701869315,-0.19281891816075825,-0.640797687053223,0.0958964555291907,0.1296768707482993,3120007,0.12937861711848922,0.039711033083005255
0,100001.0,50,488,0.4766875792366071,-0.023088858773745242,0.29528777299945186,0.2896835976626881,-0.3694373291776578,0.04161474345859018,0.19305739339200303,0.11436871399277405,3120008,0.15679860653938996,-0.723523852249168
0,100001.0,50,388,0.35469607497038136,-0.11699745822052547,-0.4936036923684105,0.6014088738940687,-0.6953237971649165,-1.7146438080152762,-0.07838314141553443,0.12866300366300365,3120009,0.16234955520669805,-0.7427723332528489
0,100001.0,50,391,0.4296496665134645,-0.06872115503968733,-0.07556272596414293,-0.5643257850254823,-0.5347022345273724,-0.3481200145088237,-0.5639885927259156,0.15172887336752866,3120010,0.1439771030363365,-0.49362996111462704
0,100001.0,50,449,-0.2603462720251153,-0.01904235569347686,-0.3882801168262674,1.1617568198298585,0.0680555179078174,-0.8759765190561765,-0.3898186281733171,0.14065239497861007,3120011,0.1532551617138083,-0.6319745698675836
0,100001.0,50,339,1.218332610827427,-0.16864890254927625,-0.0231364182461649,-0.8876812380058327,-1.404153440324104,-0.6329791001968192,-0.5937572441693608,0.1564923172066029,3120012,0.14919926303854872,-0.6124216460597776
0,100001.0,50,463,0.3049928973043303,-0.11389531105422444,-0.5211430154030919,0.6751383643250901,-0.655151678560683,-1.5205180666365017,-0.32503914175489645,0.1495080174927114,3120013,0.16555059523809532,-0.7247691745793167
0,100001.0,50,491,-0.4700589786689298,0.031254737768775284,-0.23031472393514746,-0.33604826156879697,0.4001926688973915,-0.05967785371188411,-0.04109443297852476,0.1199056895485467,3120014,0.13132543339916616,-0.3264967510442189
0,100001.0,50,421,-0.3315589075367838,0.03210179294477155,-0.0910931269407853,-0.5478515086239938,0.32455709523468473,0.1531553983594792,0.02586141257226016,0.12244897959183665,3120015,0.1367975761733264,-0.38422667737955374
0,100001.0,50,411,-0.20513957875274694,-0.0009285023643293373,-0.2052842472944012,1.248540350615346,0.11309783308350495,-0.43307030512608463,-0.5035884385795518,0.15195368270765106,3120016,0.1543633078231292,-0.5848857051784321
0,100001.0,50,420,0.5076551089167743,-0.10790428949182353,-0.2812132640566662,1.5745847196829503,-0.7448055852400961,-1.9942302910798617,-0.3522076218257893,0.13538978809914773,3120017,0.14521591245193732,-0.5575082997764761
0,100001.0,50,500,0.5858236051995835,-0.15550416059123198,-0.548637322241192,0.1740312768437569,-0.9917484118113509,-1.6560376268259216,-0.6721061778189003,0.15890361119572213,3120018,0.15411086309523814,-0.7953137385216769
0,100001.0,50,369,-0.2555570562179184,0.00023798595354526675,-0.24605828093944354,1.0822633895000455,0.14681097822562467,-0.474688696891627,-0.471727344928973,0.15254024144869216,3120019,0.1702380952380952,-0.8925351925520726
0,100001.0,50,355,0.3522934980246177,-0.11067582083238836,-0.4497552956509124,-0.3293552118850517,-0.6666282903614135,-1.3836233654021888,0.255164069917916,0.11527854384997235,3120020,0.13218923933209645,-0.3583838921548677
0,100001.0,50,407,-0.24272701586937134,0.014969025200770397,-0.12789480244796014,-0.08952053953574504,0.2015797508986817,-0.11133827481234404,0.13034971950960925,0.1296694978569463,3120021,0.12510629251700686,0.031232141007069333
0,100001.0,50,373,0.3205454518231502,-0.04478613048624363,-0.009678982629374984,0.043505985290640654,-0.3714640808737989,-0.4001776779191086,-0.1966628291677799,0.12879674162658686,3120022,0.14070793152425806,-0.3651540298212875
0,100001.0,50,449,0.25968542245699194,-0.07088990709585817,-0.2566297490854571,0.07275208974549975,-0.44748651303458137,-0.539383970159362,0.014617250494229829,0.1259781369195077,3120023,0.1434304782519068,-0.6214717956034365
0,100001.0,50,385,-0.17164375844415966,0.015772833965780934,-0.05345492703199513,0.5548025746389779,0.16437294413030173,-0.09209799395842833,0.20533856037625026,0.11447416804559665,3120024,0.12771931689342406,-0.18499088873830272
0,100001.0,50,442,0.5834680589724168,-0.027732884758549257,0.3658859775699813,-0.7789847825163471,-0.44986088115410905,0.128586805215119,0.045268000550735016,0.12757316468253976,3120025,0.1288056206088993,-0.09776157437394338
0,100001.0,50,439,0.41277610603407744,0.0018691995981884614,0.4128031171932579,-0.1543200688374836,-0.2275271797898049,0.6471336103518277,0.5270816655975894,0.11085858585858586,3120026,0.12946189711839795,-0.27354156015463577
0,100001.0,50,477,-0.14621104232074011,0.01958694692668128,-0.0009876122821639577,-0.8706363678783787,0.16616696200975944,0.22544889941566526,0.16130080499942534,0.12636632322832034,3120027,0.13747165532879824,-0.03408734185932516
0,100001.0,50,379,0.5751485476876477,-0.1974339903459556,-0.8552225774448962,0.029794575048379738,-1.159696373416631,-2.8209318349428667,-1.0196969542872591,0.16704785362420824,3120028,0.2093161940100716,-1.7539326339568226
0,100001.0,50,404,0.11980200174083093,-0.04662859803391503,-0.21776823986958066,0.5573550327811102,-0.2649427379553614,-0.6275701877206086,-0.34178477789384065,0.13098455598455586,3120029,0.14265508183471412,-0.5199107756541811
0,100001.0,50,427,0.3793411625537105,-0.0018901546711630973,0.3536303980139773,-0.5170806003346483,-0.22433894138363145,0.3309822532750957,0.3506875951893987,0.10707780379911544,3120030,0.1254646188372256,0.18921446881813933
0,100001.0,50,416,0.15866260778054306,-0.07090226853662387,-0.35405591742802783,0.054799467952206686,-0.3895915364339267,-0.6751175429526659,0.2586556526497002,0.12529983091502495,3120031,0.14907370715276402,-0.2107498729136779
0,100001.0,50,425,0.3537478927328413,-0.07866397501065207,-0.220918821364029,-0.05092389838329731,-0.5337107735528587,-0.6687726363688142,-0.006202003082361083,0.12930366591080875,3120032,0.14196779629282907,-0.24540390418731625
0,100001.0,50,462,0.2636032124360519,-0.0560733912146239,-0.14684263071887266,0.3629541592653455,-0.3872359877920236,-0.7484835928769195,-0.22410740406598406,0.128504955281605,3120033,0.1635508217885695,-1.0199075913383309
0,100001.0,50,489,0.6185242465639738,-0.10614877198916982,-0.16298676829817207,-0.05110652916371259,-0.8015214000125043,-0.9212293494843282,-1.0086282525840158,0.16081932773109248,3120034,0.1708084095707249,-0.9315771229689978
0,100001.0,50,408,-0.4294632732836407,0.04396914683929029,-0.10110288484663088,-0.13366526383799493,0.4303945631840633,0.2521435887962537,0.07556852320831703,0.12260731878958485,3120035,0.12667748917748914,-0.12342236140297855
0,100001.0,50,501,-0.00018551910479119342,0.02572405301936776,0.18423578744951047,-0.21759291957775176,0.10891113679101742,0.3250218041672848,0.4874017390421982,0.1149325801749272,3120036,0.11700556134862705,0.3065434410260384
