#/home/enes/bim/BIM.py trees/r8110187.trees,trees/r8110188.trees,trees/r8110189.trees,trees/r8110190.trees,trees/r8110191.trees,trees/r8110192.trees,trees/r8110193.trees,trees/r8110194.trees,trees/r8110195.trees,trees/r8110196.trees,trees/r8110197.trees,trees/r8110198.trees,trees/r8110199.trees,trees/r8110200.trees,trees/r8110201.trees,trees/r8110202.trees,trees/r8110203.trees 250 --stats=all --eta=etas/BC.json --out=outs/847641250.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,FayH,FerL,FulD,bsfs,btree,Colless,path
0,10001.0,250,90,3.7703170527565195,3.3933427380135686,-0.0055427376768010465,-2.1200244650087,-1.978959022097825,3.1973602969823545,-0.1776747056639292,0.03717866859141635,r8110187.trees
0,10001.0,250,63,4.3123462705541495,3.6970885738468,0.018126532187875126,-2.229399186082612,-1.2296024413818794,6.645148926570511,-0.4546445689037743,0.041812410934058825,r8110188.trees
0,10001.0,250,85,3.3855736958080884,2.7919108729166777,0.03843263045897927,-1.5914833412954097,-1.9139659655824837,6.171100547173251,0.706612256704707,0.026778080062184226,r8110189.trees
0,10001.0,250,78,3.3100927489013707,2.6939732354712276,0.04270153078434116,-1.517419896732594,-1.3448549032520563,3.9724177935019958,-0.4925317238678378,0.04093794532970592,r8110190.trees
0,10001.0,250,90,2.866045473209945,1.66929443264732,0.1532023148070175,-0.48489871499062287,-0.9643647842880031,1.6075914843312882,0.2936565229936071,0.033473304156316705,r8110191.trees
0,10001.0,250,75,3.60335982404148,3.021728004254269,0.030263327545793504,-1.7651235210619092,-0.5533239085139707,6.074962396205148,0.34660309045501914,0.03131882368182407,r8110192.trees
0,10001.0,250,86,2.509706019199773,2.107602186271209,0.022008358009791184,-1.2262123152132334,0.6151644872153738,5.06357366389046,0.19140863515544945,0.030697743535813084,r8110193.trees
0,10001.0,250,104,2.619991599168994,1.9302985200365468,0.07097093099532853,-0.9372970364464678,-1.2454701045947816,4.180883011190325,-0.06393565525170518,0.03794988796284301,r8110194.trees
0,10001.0,250,68,3.7421064425147357,3.2092980150464827,0.017074821291231727,-1.9293347805665837,-1.8906003287834332,4.45793187390103,-0.8038143479964448,0.044757979285563305,r8110195.trees
0,10001.0,250,80,3.828398930638907,2.9378524324748136,0.08085617629321101,-1.532677643298634,-1.6143465919002444,6.200878533226034,0.21179298684987058,0.03149335694030602,r8110196.trees
0,10001.0,250,80,2.4531951981377227,1.5955420616473166,0.1019562751450726,-0.6266748788261342,-1.1604514870869915,3.6528039160968158,0.4716272317685184,0.029655123038844683,r8110197.trees
0,10001.0,250,95,3.437556127214141,2.8283354825934266,0.04152035111860377,-1.6008961677589022,-1.4592746223732802,5.387683680054967,0.4851298080567702,0.03001379331367214,r8110198.trees
0,10001.0,250,82,2.742017490235746,1.8625016220993535,0.10025199662579362,-0.7971465253488426,-0.31949450264490536,2.756586570018305,0.12065520214365166,0.032915070419928555,r8110199.trees
0,10001.0,250,87,3.2675727173703213,2.528442007646019,0.0661980491946893,-1.3288597577769667,-1.9408141617227372,2.6519649651335158,0.08482162228437856,0.03442317657727685,r8110200.trees
0,10001.0,250,94,4.421455922659565,3.902214195349478,0.0076842825138884775,-2.387096444785307,-2.22088606121527,6.302363785447551,-0.6472027830648085,0.04011668794995651,r8110201.trees
0,10001.0,250,116,2.429420570395251,1.5881472214849333,0.10058478721116552,-0.6155450906832516,-0.9570592997958647,2.731801826417169,0.47068963394327895,0.030845964503173985,r8110202.trees
0,10001.0,250,95,2.5654833381625854,1.5083498776730713,0.1347307403834395,-0.44918757978005436,-0.8811186719764663,3.158192297880386,-0.17836126252524034,0.036350563544500586,r8110203.trees
