#/home/enes/bim/BIM.py trees/ir3010080.trees,trees/ir3010081.trees,trees/ir3010082.trees,trees/ir3010083.trees,trees/ir3010084.trees,trees/ir3010085.trees,trees/ir3010086.trees,trees/ir3010087.trees,trees/ir3010088.trees,trees/ir3010089.trees 50 --stats=all --eta=etas/Fn.json --out=outs/880897166.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,bsfs,FayH,ZngE,FerL,TajD,FulD,Colless,btree,path
0,100001.0,50,427,0.3025247857727506,0.011554460144641378,0.10944023726626644,-0.013660015826703538,0.18867474167739987,-0.2742488830666396,0.1256084330283838,-0.0026518047167347317,ir3010080.trees
0,100001.0,50,390,-0.7525426556924063,-0.009300653821830382,-0.10507912824651774,0.02075321313847121,-0.1683690014439383,1.8341476033771635,0.22012683578104136,-1.562655463419396,ir3010081.trees
0,100001.0,50,394,0.7473989000762191,0.013320580487655755,0.6594299691853545,-0.320040421921937,0.7341628011192393,-0.6226894042451445,0.14049969581328475,-0.7495191351304957,ir3010082.trees
0,100001.0,50,392,0.5215990727758955,0.0008443277763039709,0.43582025788028755,-0.24506497073291605,0.4282691607582547,0.4484323742527392,0.15075124538004184,-0.7419501196522463,ir3010083.trees
0,100001.0,50,475,-2.477459493967778,-0.1832384353135633,0.5946432632904148,-1.1135764708493627,-0.7382469206420466,1.2614269696985274,0.20003401360544223,-1.994643370407585,ir3010084.trees
0,100001.0,50,435,-0.6505265368650712,-0.02610693680584146,-0.09085515093149864,-0.05838607089981804,-0.2749106330408621,0.9983945022754311,0.19413035484464053,-1.5075147841997503,ir3010085.trees
0,100001.0,50,448,-0.5297219649974905,-0.11137384703149622,0.9201943698276331,-0.9951386680632639,0.0923599082516301,0.047191113197531324,0.14593091334894606,-0.9177118620809359,ir3010086.trees
0,100001.0,50,544,0.046848633214586696,-0.013256360823692272,0.3384376495215827,-0.24907242718419442,0.23175650194974626,0.24782573400704166,0.16395757020757018,-0.9586879457960075,ir3010087.trees
0,100001.0,50,444,0.17014299096267962,-0.01279999220720359,0.34945990859287607,-0.25335170346047803,0.2464173313903524,-0.3231546582453652,0.14456468071099415,-0.344289454813531,ir3010088.trees
0,100001.0,50,513,0.02661893548789723,-0.06391338014408793,1.1526362946200999,-0.9276039164742922,0.6554243231425692,-0.5208473720694321,0.15361261692176875,-0.7689852953788018,ir3010089.trees
