#/home/enes/bim/BIM.py trees/r8060238.trees,trees/r8060239.trees,trees/r8060240.trees,trees/r8060241.trees,trees/r8060242.trees,trees/r8060243.trees,trees/r8060244.trees,trees/r8060245.trees,trees/r8060246.trees,trees/r8060247.trees,trees/r8060248.trees,trees/r8060249.trees,trees/ir8060000.trees,trees/ir8060001.trees,trees/ir8060002.trees,trees/ir8060003.trees,trees/ir8060004.trees 250 --stats=all --eta=etas/BC.json --out=outs/802704626.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,TajD,FerL,FulD,FayH,bsfs,btree,Colless,path
0,10001.0,250,57,3.2653411672501886,3.7863043857223104,-1.9905914830544933,-1.3549983302157256,0.01023390956723078,4.244473018566537,-1.9091962425541442,0.056982769788832745,ir8060000.trees
0,10001.0,250,39,2.824294273885855,3.36790884985726,-1.7068226380131668,-1.9406162743545754,0.015198096365966692,6.056341447927986,-0.21275943283691268,0.03941572742583237,ir8060001.trees
0,10001.0,250,50,3.729507148616865,4.2776398164135845,-2.313828654340788,-1.8298976208592184,0.00047608649687441034,6.413201189094924,-0.37752167033146267,0.038881331778727816,ir8060002.trees
0,10001.0,250,49,2.531008799775087,3.083514950846446,-1.4741736355218034,-0.37024077958604656,0.028946182141830507,6.181755033302798,-1.147321654625843,0.05034654748024355,ir8060003.trees
0,10001.0,250,48,2.681659418573169,3.1722516633088205,-1.6150341075985288,-0.31738513525547174,0.014985942432648598,6.242465532614542,-1.5060608386564631,0.04893768622878611,ir8060004.trees
0,10001.0,250,69,3.7342527651175077,4.393355225127715,-2.2220569272282544,-1.646663248705676,0.026328474009463972,5.60090594544818,-0.020397733808836385,0.03544284665543897,r8060238.trees
0,10001.0,250,55,2.474803612838781,3.1862481532548754,-1.3391895950724824,-1.6174449469784478,0.05754906919011053,3.5094896782704823,0.25569083586022207,0.029246016323357948,r8060239.trees
0,10001.0,250,49,2.9580651057223246,3.436835333272001,-1.8132768611133985,-0.011444795801529836,0.006969486961109632,3.401353196916222,0.3748764264634608,0.032096126441248866,r8060240.trees
0,10001.0,250,39,2.0119808980459006,2.54341160665704,-1.1386101509985822,-1.0570590881538549,0.03455429471954792,3.373165022395973,-0.08357741058407005,0.03424666407565747,r8060241.trees
0,10001.0,250,48,2.9975440719058324,3.622520178818815,-1.7638526627232973,-1.4143617479761603,0.02909704213041171,5.651143855107902,0.3769690633255904,0.028551481913316343,r8060242.trees
0,10001.0,250,56,2.3844421953342354,2.8897102185600962,-1.386921363375435,0.577431927617419,0.02702775150852331,5.232621808761755,0.5824967275152645,0.027728425221623824,r8060243.trees
0,10001.0,250,49,2.3262729825121458,2.8425769634703766,-1.3503307666208364,-0.37024077958604623,0.027970676516087156,5.6831058764762,-0.28879231053661863,0.03589627326510342,r8060244.trees
0,10001.0,250,72,3.4420281803756403,3.9551125188102074,-2.0961678543458673,-0.7024687379975421,0.010364949654285895,6.7701746619389365,-0.717647655793814,0.04045617955693743,r8060245.trees
0,10001.0,250,51,2.2380573011080687,2.7460582623824066,-1.290066605160731,0.22141660071262,0.029349908261409808,6.0111253031464145,-0.11436011989879838,0.034764865915274,r8060246.trees
0,10001.0,250,43,2.8419661527228177,3.3281404897542384,-1.74031513567691,-0.4239195416448751,0.007813238157004044,3.791174237725318,-0.4794637064629453,0.035626376473636485,r8060247.trees
0,10001.0,250,60,3.44984635901144,4.091091804017967,-2.0484338842511502,-1.4380872487163567,0.026420927913447145,5.431886196867333,-0.029753567569726146,0.03234443148939845,r8060248.trees
0,10001.0,250,57,2.5244513805021924,3.0160030691245847,-1.490610130756523,-1.666977881017342,0.022015323816998642,6.382653488098659,-0.33766542644806546,0.03424990283715507,r8060249.trees
