#/home/enes/bim/BIM.py trees/ir8070218.trees,trees/ir8070219.trees,trees/ir8070220.trees,trees/ir8070221.trees,trees/ir8070222.trees,trees/ir8070223.trees,trees/ir8070224.trees,trees/ir8070225.trees,trees/ir8070226.trees,trees/ir8070227.trees,trees/ir8070228.trees,trees/ir8070229.trees,trees/ir8070230.trees,trees/ir8070231.trees,trees/ir8070232.trees,trees/ir8070233.trees 250 --stats=all --eta=etas/BC.json --out=outs/176916564.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,bsfs,FulD,FayH,FerL,ZngE,Colless,btree,path
0,10001.0,250,108,0.760222937348579,1.7335819608765317,-0.8016018721606404,0.13481188347585496,0.5563493731978921,-0.10919925516191432,0.03878254955305091,-0.022190087316307002,ir8070218.trees
0,10001.0,250,97,2.1225011450475306,1.7634402441510948,-0.7367665365394063,0.07045490750920301,-0.6661791187359047,1.4865218099259752,0.04822515869931338,-0.8551067614203747,ir8070219.trees
0,10001.0,250,123,1.9066576119874037,1.807645666912705,-1.0770879588552082,0.16039007216502804,0.11318875201547297,0.7653833015415917,0.0343509213505327,0.15471435136206213,ir8070220.trees
0,10001.0,250,104,2.025456744297527,1.5960575199814648,-0.8920095459334805,0.10045493517811664,-0.39484282503615237,1.2257089070648979,0.042956098587899984,-0.46761821019128624,ir8070221.trees
0,10001.0,250,107,1.8065762166366393,1.5446764628338092,-0.9525767081566293,0.1372719666423699,-0.006062207547747572,0.8140784057914876,0.04063809870073426,-0.29448253895339943,ir8070222.trees
0,10001.0,250,87,2.516483041188653,1.9504713535843239,-1.102514374325225,0.13635250517571276,-0.4140221739039284,1.4550232810675776,0.0459784809867654,-0.7398378846741245,ir8070223.trees
0,10001.0,250,78,2.175217458299178,3.267825403364641,-1.8097626524178498,0.09600357206513764,-0.5166215532308954,1.3823732964035962,0.06469606022656936,-1.7558853484096373,ir8070224.trees
0,10001.0,250,84,2.16431056252934,1.7777467675478298,-1.0333549355823883,0.13017624664402164,-0.26550799874711933,1.1771616936888856,0.05368496317777313,-1.090523215023047,ir8070225.trees
0,10001.0,250,89,1.8787523777739408,2.576085136242573,-0.7359755488026657,0.16627782940784006,0.15270039879870373,0.71383371492808,0.04258354462396436,-0.5036215890712155,ir8070226.trees
0,10001.0,250,89,2.539830778173245,1.1806510856279475,-1.35124557219901,0.012219135218882907,-1.313629607789252,2.1929565754392115,0.05264180661525559,-1.1199550417183197,ir8070227.trees
0,10001.0,250,98,0.6113903565928773,0.3896792685904537,0.1751421746969132,0.05786217407627545,0.07873571328915345,0.209568841252884,0.05416681388309838,-1.3453735501032482,ir8070228.trees
0,10001.0,250,114,2.6066095361735973,1.674054442199037,-1.8910606066858733,0.03754711091757476,-1.1729008354860062,2.117837077002861,0.042147082955477824,-0.34720833467089407,ir8070229.trees
0,10001.0,250,102,1.5642048286855694,1.9310499733647095,-0.8497363425598745,0.14563155969935504,0.18629306722163935,0.5491525305583691,0.044545427367036386,-0.6516098863228079,ir8070230.trees
0,10001.0,250,75,2.1983500031953076,2.4511363252997804,-1.5182605959331479,0.13316975055483188,-0.26841345595838145,1.190931157233689,0.04978901782244184,-1.152279399215253,ir8070231.trees
0,10001.0,250,92,2.326288620600048,2.9979164781381185,-1.406938276726918,0.08480494471626093,-0.6762904403573399,1.5840354832682302,0.04744785593988859,-1.1145528039253456,ir8070232.trees
0,10001.0,250,114,3.06304884626883,4.669079081006979,-1.4056113148111389,0.0636428524073894,-1.2362267364769841,2.37381503230245,0.04995609678858805,-1.150546776630426,ir8070233.trees
