#/home/enes/bim/BIM.py trees/r8060049.trees,trees/r8060050.trees,trees/r8060051.trees,trees/r8060052.trees,trees/r8060053.trees,trees/r8060054.trees,trees/r8060055.trees 250 --stats=all --eta=etas/BC.json --out=outs/625833852.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,bsfs,FulD,FerL,TajD,btree,Colless,path
0,2501.0,250,6,0.14640264326680708,0.7248078963688741,1.3050976339773532,0.032958223794150206,-0.17991438749739497,1.5221387454998891,-0.5582071885885749,0.044638230340717705,r8060049.trees
0,2501.0,250,8,0.00939240387288668,2.1613477258444544,3.9686943964577504,-0.5065713299685084,-1.341346674239239,2.8147899997430015,0.9428181406918671,0.025549201413950732,r8060050.trees
0,2501.0,250,7,0.1268003474238448,0.3295918769204135,0.7856899639208292,3.3193564470014745,0.0493568199937836,0.9546597936688543,-0.22313062290660157,0.03701904391760591,r8060051.trees
0,2501.0,250,5,0.12869506368508601,-0.5920328594934305,4.412274868850414e-06,2.6707576555551764,0.5980313385423679,-0.31413817043743464,0.3254163236808521,0.03233903355356912,r8060052.trees
0,2501.0,250,12,0.09170354757992158,-0.7967512937142353,4.72985831489979e-06,0.03953603075383266,0.7273805294119678,-0.5431117439396704,-0.12612094963315812,0.03559104453002626,r8060053.trees
0,2501.0,250,7,0.11029362971515849,0.2906815962521107,1.2240921081218314,-0.26412781878448416,0.040412216600036195,0.8355557142164666,-0.05491878575077324,0.0362223085891955,r8060054.trees
0,2501.0,250,9,0.10310427903132331,-0.17096163511979887,1.1085547122109732e-08,2.2745822299074945,0.3386463007406443,0.24980034589431332,0.11408739870226714,0.03434706568208317,r8060055.trees
