#/home/enes/bim/BIM.py trees/ir8120090.trees,trees/ir8120091.trees,trees/ir8120092.trees,trees/ir8120093.trees,trees/ir8120094.trees,trees/ir8120095.trees,trees/ir8120096.trees,trees/ir8120097.trees,trees/ir8120098.trees,trees/ir8120099.trees,trees/ir8120100.trees,trees/ir8120101.trees,trees/ir8120102.trees,trees/ir8120103.trees,trees/ir8120104.trees,trees/ir8120105.trees 250 --stats=all --eta=etas/BC.json --out=outs/878632178.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FayH,FerL,FulD,ZngE,bsfs,Colless,btree,path
0,10001.0,250,79,4.487646017700442,0.001116229715023441,-2.4596785976771014,-2.055384614236402,3.9782045614982735,6.696816642764574,0.04188798203566956,-0.9227268578349155,ir8120090.trees
0,10001.0,250,61,3.946611659135075,0.007621649820033775,-2.1003365419933244,-0.878325517234278,3.429465916516558,6.57391427155248,0.031513149371680274,0.16234413782485765,ir8120091.trees
0,10001.0,250,85,4.263550371662822,0.01412184637397912,-2.2484155022968677,-1.9139659655824839,3.7131764214506493,6.829537071162134,0.04446819536209354,-1.003925849827582,ir8120092.trees
0,10001.0,250,69,3.71291906565218,0.011181196514194787,-1.9553162198067506,-0.8638082801744202,3.2183535812051836,6.304813231282899,0.029731830547998446,0.42237994908427445,ir8120093.trees
0,10001.0,250,74,4.469188944009821,0.010907951251810126,-2.3760593485686194,-1.253265093762514,3.8975536152248527,6.574007725016864,0.03433087187459515,-0.27882426343199423,ir8120094.trees
0,10001.0,250,68,4.208311956881146,0.01903925202673555,-2.1708353771979385,-1.6260440627684738,3.61004151274542,6.484997187135309,0.040808394869801784,-0.8692673253871387,ir8120095.trees
0,10001.0,250,72,4.868089883034162,0.017405767603470654,-2.5473988185515237,-1.9559942466820388,4.210228850185298,6.282338268900925,0.03345640627024226,0.26524364221870983,ir8120096.trees
0,10001.0,250,74,3.762898129177662,0.018733965648586835,-1.9333321143536915,-0.7646441268550348,3.2273419198090516,5.148752565000413,0.05564192252882497,-1.251779662819814,ir8120097.trees
0,10001.0,250,58,4.873641789076418,0.006939703064306182,-2.6064696461950994,-1.3835811411032277,4.240437651101188,5.832641082243651,0.04352895452778857,-0.5761521352115193,ir8120098.trees
0,10001.0,250,77,4.393283160746188,0.007448648197505341,-2.361328205980921,-1.322800098544165,3.8550224206323755,6.554051121024095,0.040322580645161296,-0.2916899356264748,ir8120099.trees
0,10001.0,250,70,4.754874662000026,0.02022083905251296,-2.4637143063442735,-1.6667293489390875,4.090215395012835,6.775582401779795,0.056419225288249775,-1.5073756620775216,ir8120100.trees
0,10001.0,250,72,4.001636941866669,0.014801319219837274,-2.0905315531699324,-1.9559942466820388,3.4580694936663283,6.169932453970846,0.038282160901671206,-0.12685730263595577,ir8120101.trees
0,10001.0,250,67,4.135908041915606,0.022582889841705433,-2.105639004038277,-1.8731106250843803,3.5243445075211066,6.443176004917931,0.054378805544759684,-1.6508058216041022,ir8120102.trees
0,10001.0,250,77,4.136231633536075,0.002302566020005524,-2.256443545315357,-0.38156557198144314,3.6563286428371002,6.713267672924667,0.02629874336053893,0.6757528149283633,ir8120103.trees
0,10001.0,250,95,4.367280429563095,0.012273694547854748,-2.3247679498551195,-1.4592746223732806,3.82834551941005,6.151025331364235,0.05411970462495142,-1.084077867623662,ir8120104.trees
0,10001.0,250,79,4.607028928949156,0.01177885935422094,-2.4498232700838516,-1.3663816265456403,4.023247612252035,6.685990190360517,0.06461329187718616,-1.9592577519475216,ir8120105.trees
