#/home/enes/bim/BIM.py trees/ir8010154.trees,trees/ir8010155.trees,trees/ir8010156.trees,trees/ir8010157.trees,trees/ir8010158.trees,trees/ir8010159.trees,trees/ir8010160.trees,trees/ir8010161.trees,trees/ir8010162.trees,trees/ir8010163.trees,trees/ir8010164.trees,trees/ir8010165.trees,trees/ir8010166.trees,trees/ir8010167.trees,trees/ir8010168.trees,trees/ir8010169.trees 250 --stats=all --eta=etas/BC.json --out=outs/103138441.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,ZngE,FayH,FulD,Colless,btree,path
0,10001.0,250,55,0.6553565154377061,0.7354236573190203,0.03765728925185283,0.2917872821923354,0.06409158697918933,-0.6499569649883469,0.050300279458849226,-1.1636423962614508,ir8010154.trees
0,10001.0,250,67,1.6625098898301052,0.24509530278732353,0.5262736621813963,-0.31636417747318507,0.09471177964401375,0.00472386871881063,0.04802880878352119,-0.8839335346260746,ir8010155.trees
0,10001.0,250,56,1.0654923596443144,1.2963162586517512,0.15868756916822715,0.44035284679273307,0.12629914632125128,-1.008319855025177,0.048222667344315226,-0.650839843973607,ir8010156.trees
0,10001.0,250,76,2.6154101912152714,1.5053744205306725,-0.6961433969222469,1.229407252744937,0.018521446035718293,-0.3472595097849323,0.04162271204634205,-0.5244439440663792,ir8010157.trees
0,10001.0,250,63,1.964955538307671,0.9495355200860247,0.5339465647125023,-0.012420021832118757,0.15190362133621907,-0.09285144646115819,0.05306710713823033,-1.1799438501275596,ir8010158.trees
0,10001.0,250,75,3.413115625830109,1.4137905971119258,0.36148394528925726,0.3347846016616816,0.16142373419207054,-0.5533239085139713,0.04763894286824718,-0.6801861466711449,ir8010159.trees
0,10001.0,250,84,0.6246474826692642,0.6654688209788397,-0.08643435239806811,0.36582101694496616,0.039351750777393564,0.2667439749256326,0.04174192024264038,-0.2992100149626842,ir8010160.trees
0,10001.0,250,70,0.7477597543552592,0.7847427051460254,-0.12399415180755637,0.4470035506895993,0.043695755007984484,-0.6369527735835624,0.04093996955564192,-0.29890477354051553,ir8010161.trees
0,10001.0,250,87,2.0777867062992392,1.4907609679902594,-0.25100831118102734,0.8665919260647313,0.07997058827582422,-0.8929394274758473,0.03917723680646339,-0.22162925487838087,ir8010162.trees
0,10001.0,250,74,2.0343643735544306,0.9293596317495854,0.2454696960104082,0.213562480111795,0.10732924655197819,-1.2532650937625138,0.04442717104979056,-0.4863496717189421,ir8010163.trees
0,10001.0,250,65,1.0077864651357364,0.7437883486434446,0.5835088318042055,-0.14269453401333843,0.14243645461097712,0.923324655355104,0.05474684662403279,-1.2623775040915604,ir8010164.trees
0,10001.0,250,61,2.529046650332995,1.0286571963079363,-0.08856215044304185,0.5238716196279184,0.0684431885516574,-0.8783255172342774,0.05477825279613077,-1.1633986366430074,ir8010165.trees
0,10001.0,250,69,1.7084597083217272,0.6790972069346243,0.4135383410096772,-0.03357107717214471,0.1123241411626821,2.2676115939506034,0.049847238416029706,-1.1486595224143008,ir8010166.trees
0,10001.0,250,84,2.0041295185127557,0.7523648563253517,0.15698034542066508,0.20788828979252338,0.08027438241760171,-0.5999886320797156,0.043107915533100144,-0.49178460072823216,ir8010167.trees
0,10001.0,250,87,1.3705194197663675,1.5660665488918963,0.07818948915411515,0.6342177603948173,0.13190518776815102,-1.5216642680239811,0.05655079997408991,-1.3943358864039592,ir8010168.trees
0,10001.0,250,76,0.7639735366401534,0.009277074918804298,0.8752921277761303,-0.7024540432590789,0.12476238604065361,-0.5854940088060742,0.042328121418677186,-0.12868656073084905,ir8010169.trees
