#/home/enes/bim/BIM.py trees/r8010119.trees,trees/r8010120.trees,trees/r8010121.trees,trees/r8010122.trees,trees/r8010123.trees,trees/r8010124.trees,trees/r8010125.trees,trees/r8010126.trees,trees/r8010127.trees,trees/r8010128.trees,trees/r8010129.trees,trees/r8010130.trees,trees/r8010131.trees,trees/r8010132.trees,trees/r8010133.trees,trees/r8010134.trees,trees/r8010135.trees 250 --stats=all --eta=etas/BC.json --out=outs/814293713.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,FulD,FerL,bsfs,ZngE,TajD,Colless,btree,path
0,10001.0,250,75,0.06039624094367592,0.17037860705041147,0.16663333352130133,1.306462111321044,0.07459161636748107,0.47180312681281456,0.03225569469064297,0.13241210983563967,r8010119.trees
0,10001.0,250,88,0.11940274013802883,-1.5391871922508324,0.03800307845254559,2.389813407188128,0.6277125403231204,1.4780544961918383,0.025855621901094115,0.7600921605047183,r8010120.trees
0,10001.0,250,68,0.07800949027950028,1.2840748633960817,0.09986861992943513,3.4342346530352255,0.27833327660671897,0.8126249726077844,0.03393982141229194,0.13516692656396206,r8010121.trees
0,10001.0,250,69,0.09309521476371109,0.17999834453392127,0.044396495439286796,1.4066169060185387,0.4536155848348261,1.1075861143691133,0.03506499114738523,0.02920946059057062,r8010122.trees
0,10001.0,250,61,0.14678292435305046,-0.29255905509379965,0.6317077617338445,1.5926161522009978,-0.2014921987905064,0.6999034149777855,0.027093915148916015,0.7761940976873012,r8010123.trees
0,10001.0,250,51,0.10947348352729515,-0.4702188642782442,0.4466356991573685,3.3405543683228918,-0.12318333548988805,0.5418132578040509,0.02895715381140954,0.6496457079944592,r8010124.trees
0,10001.0,250,61,0.07615999747986173,-0.5854422861640387,0.27495308927677187,1.2334098527863406,-0.01937517733309857,0.45996970812384336,0.03278408405591219,0.2632843324006188,r8010125.trees
0,10001.0,250,81,0.1541900477772145,-1.4079250326217003,0.22392390979158425,2.366579687562525,0.5218652065927758,1.58150755985078,0.03335924342531415,0.10289400918955997,r8010126.trees
0,10001.0,250,73,0.006236456582602473,0.7508406857562717,-0.20189312128853532,0.4490248604208891,0.36127266419452825,0.4479258931985368,0.029603155429039612,0.5123012599711121,r8010127.trees
0,10001.0,250,69,0.08526548800570911,0.9628533130651765,0.40846902319808237,1.5761226878848142,-0.17805989708295752,0.3428657139442363,0.038417709068052384,-0.19778493915806977,r8010128.trees
0,10001.0,250,49,0.03699873998779594,0.7061471717675015,0.18136137984020279,2.3306134469586928,-0.09161933792442328,0.12486885908206508,0.03604265258376962,0.012131035525751864,r8010129.trees
0,10001.0,250,88,0.06906296439396709,-1.5391871922508322,-0.7460286960725246,3.227230093541429,1.6038468390403768,2.2476091472059907,0.03144837414172819,0.16993494838015288,r8010130.trees
0,10001.0,250,96,0.08266126556353132,-1.0944250393384773,-0.21715733837673212,1.226836701914563,0.831392267266246,1.4687025325170917,0.029859530287046805,0.5094124509326488,r8010131.trees
0,10001.0,250,69,0.12014073520220374,-1.1247599363515055,0.24399629249744298,1.4416507249938821,0.28411908455483426,1.088462235566224,0.029884700090685324,0.6179299285872653,r8010132.trees
0,10001.0,250,64,0.13924449413807202,-0.1373950889180931,0.29956117130480275,1.7300350853228552,0.2961935647875222,1.2204033058154369,0.029706483718886772,0.4460990535291306,r8010133.trees
0,10001.0,250,54,0.09226416984751572,0.7047696379170049,0.3764303929097338,1.475433955464754,-0.10034864397528559,0.4637011867061951,0.03617307941443192,-0.14316972007152673,r8010134.trees
0,10001.0,250,70,0.10462750366743884,-1.4092852051002063,0.24966875711137768,1.4542933149424275,0.18827608470629312,0.8815086180382689,0.02801618661024024,0.7695884852802334,r8010135.trees
