#/home/enes/bim/BIM.py trees/r8070051.trees,trees/r8070052.trees,trees/r8070053.trees,trees/r8070054.trees,trees/r8070055.trees,trees/r8070056.trees,trees/r8070057.trees,trees/r8070058.trees,trees/r8070059.trees,trees/r8070060.trees,trees/r8070061.trees,trees/r8070062.trees,trees/r8070063.trees,trees/r8070064.trees,trees/r8070065.trees,trees/r8070066.trees,trees/r8070067.trees 250 --stats=all --eta=etas/BC.json --out=outs/447992222.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,ZngE,FulD,TajD,FayH,FerL,btree,Colless,path
0,10001.0,250,93,3.588529138305764,1.0369562395541934,0.14864267084141658,1.76048929214053,0.09211867540287462,-0.3112086277464014,0.5769002567842478,0.028237237374545626,r8070051.trees
0,10001.0,250,100,1.936952807198909,1.014462161283336,-0.8058454377485221,1.7341082308729665,0.09196540415301568,-0.29588886952995047,-0.10187802083931038,0.0386652601188163,r8070052.trees
0,10001.0,250,96,1.0509376113545532,1.8169527387524596,-1.6668267647372599,2.331188563646487,0.045634022883586964,-0.9601230676839432,-0.2381288598828808,0.038512922658375436,r8070053.trees
0,10001.0,250,82,1.3530457597722525,0.9412067200762533,-0.7628873683952674,1.4636357270366547,0.06274525426341512,-0.35991785907831586,0.15832930543124035,0.03040717229731351,r8070054.trees
0,10001.0,250,103,1.244638556973565,0.9033113476797917,-0.8710695098130109,1.8677471337609897,0.13146790329294197,-0.08359951836658987,0.18478813534314195,0.03185045453252823,r8070055.trees
0,10001.0,250,98,3.5789079598439204,1.981519373928331,-1.1343957571390098,2.834752857931819,0.09480737430696974,-0.8844954490785072,0.4063295457340444,0.028966020168081273,r8070056.trees
0,10001.0,250,79,0.9432736712313606,2.5777751653358965,-0.447710976291292,2.556651963030876,-0.05382656802384238,-1.7869358403359747,-0.261295093785466,0.03569115170358855,r8070057.trees
0,10001.0,250,93,4.401776244753261,2.2471690919412137,-1.621414348102764,2.8576308191598856,0.05224713875001706,-1.2031658180934421,0.5234743965550851,0.029673802737833054,r8070058.trees
0,10001.0,250,109,1.5996081476311592,0.6112233197978301,-1.160121242996815,1.7411823193417524,0.1618130110712759,0.20907520167289023,0.42239047794685747,0.030904428300464054,r8070059.trees
0,10001.0,250,77,2.33782164927066,1.09091530927786,-0.8521828352628038,1.6607319078593619,0.06704959356314553,-0.4388221602504728,0.22556165230216563,0.03238239116716606,r8070060.trees
0,10001.0,250,101,1.6245188650188769,1.5549739976063035,-1.555024023309351,2.5307289400056723,0.12145205637443071,-0.5235728870922693,0.3115611385413002,0.03075204041974349,r8070061.trees
0,10001.0,250,85,2.4104712736941067,2.1440383425262044,-1.2711838632943115,3.158033994506527,0.11583022877040801,-0.9146887382316767,0.16229650614308272,0.031444055793064724,r8070062.trees
0,10001.0,250,100,1.4798821066138772,0.6441254032558962,0.47862535615748547,1.2039305670934268,0.07417054874605312,-0.13096546893782982,0.24577744606785124,0.029061851453886397,r8070063.trees
0,10001.0,250,99,3.0804475866808154,1.2520045345087147,-1.5243400876751803,2.2611300449633904,0.1320575872006163,-0.2986115962010171,0.037552566749413575,0.03419127008590536,r8070064.trees
0,10001.0,250,78,5.649524226744199,2.1570706703949005,-2.274670401583643,2.742614027413601,0.0485241502160341,-1.1643143099657791,0.2775907578019707,0.029926156237854634,r8070065.trees
0,10001.0,250,84,3.1375324458819476,1.3699325224190728,-1.2500380873337256,2.392369144640892,0.13193675372895922,-0.3785879718634714,0.652430884695549,0.028020538999940482,r8070066.trees
0,10001.0,250,106,1.6156230702010903,1.4003417315779279,-1.1062843144950336,2.4272492471728517,0.13210520125002137,-0.38770818058127726,0.1775665172875817,0.03240851021150157,r8070067.trees
