start,end,N,SS,FayH,bsfs,FulD,ZngE,FerL,TajD,btree,Colless,path,iColless,ibtree
0,2501.0,250,13,0.11147510005243133,-7.123906620505881e-06,2.1025456070515136,-0.6570755515826335,0.6954515751642739,-0.25547075804410635,0.4991193806435628,0.0286144578313253,8030000,0.08799714988988211,-2.974025868814645
0,2501.0,250,19,0.13282598031309914,1.5495862726132636,-0.9208730202678008,0.4950277998776436,0.06547488816916261,1.3247876468099873,0.7706624584566398,0.026296044392624267,8030001,0.04441151703588548,-0.8688409454286093
0,2501.0,250,21,0.12369216061962005,1.008040500032877,1.9431172899256408,0.20525524908235607,0.2295651198758848,0.9352179938698512,0.2607853576111599,0.033117808477311,8030002,0.057239711534309276,-1.4540449901652657
0,2501.0,250,27,0.08540305033232674,2.7541238556850614,-0.8729350895890776,0.8475820957700446,-0.2676865346171237,1.498338050913188,0.040055739767502166,0.030467912706544656,8030003,0.04949475320637388,-0.9434495434155552
0,2501.0,250,12,0.1366332850189595,3.8387569846966234,0.03953603075383266,1.8040917081480219,-0.794296338001,2.9254879452242104,0.2861895195969497,0.03132471233909244,8030004,0.03884894416375178,-0.6572005585557368
0,2501.0,250,22,0.024294501099099787,1.3213906338000048,-1.9033047906683256,1.5539090231605686,-0.8995861863516615,1.9989585263930516,0.3679985622022325,0.02946625210519497,8030005,0.037418491168976976,-0.39093020139846585
0,2501.0,250,16,0.04077613052530192,3.407813980365178,0.3592984541263137,1.0932174424682133,-0.5746402818189345,1.5533814778446255,0.17849164659884412,0.03065719097588512,8030006,0.05259748672107786,-1.234139108623447
0,2501.0,250,21,0.07188406356366775,3.1675086359190106,-1.095664672561541,0.4209614233687859,-0.05509859260675114,0.9061970159309176,0.8319215113740048,0.02611521354234141,8030007,0.027173208964891827,0.7251318961333957
0,2501.0,250,14,0.08294624124696942,2.0291230416546164,-1.373242665914419,0.936375938551462,-0.3716464571547615,1.5813325679065249,0.39560531339023547,0.0306916816827427,8030008,0.0432617567042363,-0.4672613753573956
0,2501.0,250,16,0.1611793691810711,1.7171162501690618,-2.497268012867369,1.0651027257265375,-0.23202576719487025,2.1541858563751632,0.2179963395164427,0.032891422320104786,8030009,0.04438182838882412,-0.9941664080866064
0,2501.0,250,24,-0.13524480457391208,1.4792849175233025,0.04475129125705904,2.141006158348552,-1.7395377928436118,1.7823849698468917,-0.3103163173588622,0.039294273869672235,8030010,0.046751522217903865,-0.8269665244080726
0,2501.0,250,21,0.10806290228989142,4.003681654460856,-1.8553601631833367,0.8244588552692831,-0.20257466808295965,1.5926688448060338,0.3826458925538997,0.030231525179057243,8030011,0.04989312087057909,-0.9453533261234348
0,2501.0,250,11,-0.013298505992668628,3.7590585959504095,-1.029123745469293,1.9012904424993218,-1.226612174952069,2.3241551732520844,-0.3193243052240892,0.03924839141512286,8030012,0.03873558751133566,-0.42392895857454543
0,2501.0,250,17,0.16435077227957953,1.5701922321800632,-1.6187954659433672,0.7824480210194417,-0.038831754069271265,1.8321982995514552,0.7759080978299958,0.02801096860560522,8030013,0.0323228397460811,0.20175361479057785
0,2501.0,250,21,-0.00810405987467411,1.669218344411777,-0.33596918193974584,1.0553913477406371,-0.6829343754297668,1.2237436290390156,0.4714624437657376,0.03099494753206374,8030014,0.05901023448633243,-1.7332414786700914
0,2501.0,250,13,0.003450796338524885,-7.123906620505881e-06,-0.14726309148325334,0.059679886976313025,-0.02867913931525821,0.09145155034521486,0.4935449301386022,0.028637129161808533,8030015,0.05149630781189273,-0.9675331773875272
0,2501.0,250,20,0.07401853183447964,1.268746016534131,-1.0119084632668651,1.3540557006435312,-0.6348107669189778,2.041425038318025,-0.06668584335941538,0.03550654229822516,8030016,0.032828086539707216,0.13680789809340818
0,2501.0,250,20,0.01479817433910562,2.0060840336425314,-1.803497432055012,1.4753072789190933,-0.8799497495955115,1.8609554697229835,0.26697947714644016,0.030722351772682125,8030017,0.04153711620676253,-0.6175197861576751
0,2501.0,250,16,0.028622153053596437,4.129654907245615,-1.5450791905361416,0.8558042788718435,-0.4587502061518612,1.1986318687280657,-0.26347718668235165,0.03797043010752688,8030018,0.04378805544759684,-1.546320059084731
0,2501.0,250,10,0.15781603255174034,2.0310128465672483,-2.2591619954937,1.34777548869322,-0.4800040781742848,2.442844038246394,1.0581172889706074,0.024182752515438097,8030019,0.06652416116077213,-2.048541316223871
0,2501.0,250,16,-0.04048619785660667,3.594520983467244,-1.5450791905361416,2.502077136967724,-1.6763942710314732,2.849306640985932,0.5577385797087296,0.0296418649508428,8030020,0.035043399404067886,-0.262053891223584
0,2501.0,250,15,0.13327448004058234,1.5076760220327263,-0.4602920395039865,0.3433757186439443,0.13810488681420693,1.1153517481417208,-0.06679592175123672,0.0379906723668869,8030021,0.02772379841948439,0.5398629008195609
0,2501.0,250,25,0.06458902086610757,4.095047223261747,0.5904455113797498,0.7883232937214499,-0.29768734041716804,1.3075353137601582,0.03318666357019595,0.033909832879906725,8030022,0.04411193159735717,-0.9671093220465384
0,2501.0,250,19,0.08968766259215633,4.5190001048880335,-0.9208730202678008,0.815883083917907,-0.2570019047152923,1.4773638633670538,0.19434570505092072,0.02980838309248725,8030023,0.053763440860215055,-1.2900620598095671
0,2501.0,250,25,0.14453261351083985,1.7973576037624963,-0.7186113859275951,0.4611642126460129,0.14683023776175744,1.3765946366638906,0.09337932671775476,0.035764023837284616,8030024,0.04905104288120223,-1.1517518045636748
0,2501.0,250,14,0.24553685089512206,1.1945665287045348,-1.373242665914419,0.35025283574471616,0.4182921486594233,1.689484128189626,0.4009796594849562,0.031591419441205686,8030025,0.040338774452649315,-0.33280795452468337
0,2501.0,250,9,0.050294254626926,3.150128592217201,-2.2007292414680393,1.6827968458817844,-0.946338672981385,2.370822395203581,0.5728059918779824,0.02521915619467116,8030026,0.04451137884872825,-0.8624608833077261
