#/home/enes/bim/BIM.py trees/r3120050.trees,trees/r3120051.trees,trees/r3120052.trees,trees/r3120053.trees,trees/r3120054.trees,trees/r3120055.trees,trees/r3120056.trees,trees/r3120057.trees,trees/r3120058.trees,trees/r3120059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/621281972.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,ZngE,FerL,TajD,FulD,FayH,bsfs,btree,Colless,path
0,100001.0,50,511,0.24134068313675827,-0.18207869768650342,0.15782145489120594,0.27345987133004773,-0.01051225948398793,-0.03400130868987688,-0.24097509308061746,0.13445092322643354,r3120050.trees
0,100001.0,50,382,-0.2115876344553367,-0.09057229488554194,-0.5639489681910114,0.9337145341008575,-0.05015733614939856,-1.2107175393025615,-0.5116165019901653,0.15440851665341465,r3120051.trees
0,100001.0,50,445,0.3087314885470339,-0.36586703023555217,-0.023273523335230056,-0.7293737469133346,-0.04494581110925347,-0.10491985947520593,-0.09917343186479237,0.12183538188002477,r3120052.trees
0,100001.0,50,443,0.45103709886552684,-0.3156207785170539,0.33734623886475945,-0.951892531740735,-0.013827484471888384,0.2757821919349785,0.54649519057816,0.11158247829518557,r3120053.trees
0,100001.0,50,377,0.22663711403645395,-0.2032902033592059,0.09397077145492214,-0.10963659532208532,-0.01756825196403212,-0.021635760893202106,0.4171078348053497,0.11017978620019442,r3120054.trees
0,100001.0,50,482,-0.19694671164463676,-0.11510870329390059,-0.5759496272932628,1.0415946046466555,-0.0537934065098689,-1.58953513262857,-0.6618347866445231,0.14045538428137205,r3120055.trees
0,100001.0,50,397,0.010487695902425332,-0.0007116023901319549,0.019109886377515515,0.17760548842289034,0.001250521529606151,0.008301449160728874,-0.1649634163117704,0.12575407521499166,r3120056.trees
0,100001.0,50,362,-0.3427840996197036,0.4277326708754986,0.062135650751546895,0.47175737621509534,0.055162147520610785,0.48930835842614845,0.3343666803667688,0.12640173256802714,r3120057.trees
0,100001.0,50,457,0.03755965941109911,0.09641037365219038,0.23617732161946622,0.37051228625505883,0.027893044078760986,0.45388878070210537,0.36254519747408886,0.11240892296004701,r3120058.trees
0,100001.0,50,428,0.1340801721539677,-0.6788683865100008,-0.8924688144827156,0.3070601599193911,-0.14273976514174724,-2.356283358329644,-1.4879945212168657,0.18183032375253777,r3120059.trees
