#/home/enes/bim/BIM.py trees/ir8110019.trees,trees/ir8110020.trees,trees/ir8110021.trees,trees/ir8110022.trees,trees/ir8110023.trees,trees/ir8110024.trees,trees/ir8110025.trees 250 --stats=all --eta=etas/BC.json --out=outs/601685230.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FayH,ZngE,FulD,FerL,bsfs,TajD,Colless,btree,path
0,2501.0,250,7,0.1192796988195522,-0.18735899481561127,-2.0558699516774643,0.36006262001295264,0.8221717742004421,0.2541389899684633,0.07865332296929653,-2.4741680297759636,ir8110019.trees
0,2501.0,250,9,0.06566370528425063,0.9394114651755654,0.7828117394489834,-0.4440560828770103,2.590447558930466,1.4939249528444185,0.04323746599300428,-0.7046650712469038,ir8110020.trees
0,2501.0,250,4,0.1763903889353508,1.5102270816180143,-1.7193945226261713,-0.6825491909326633,1.3964163691571314,2.596452692071104,0.052694649566005954,-1.8227905699535836,ir8110021.trees
0,2501.0,250,4,0.1719098155521755,0.4705347098964807,-1.7193945226261713,-0.03155761928508604,0.8084063223229397,1.1916223073397745,0.06989247311827956,-2.2861553618376775,ir8110022.trees
0,2501.0,250,12,-0.016456004703758936,1.1182397758050864,0.039536030753832795,-0.7428544669220343,1.579619002287741,1.315134012419826,0.04835470915921752,-0.8677234880658256,ir8110023.trees
0,2501.0,250,18,0.10136260669814802,0.9612917272770798,-1.6858798410735365,-0.3191420331885942,2.036589685415456,1.7154770909173012,0.05075139266744397,-1.21399607431219,ir8110024.trees
0,2501.0,250,9,0.03993520260204422,-0.37327537797022525,2.274582229907494,0.32440974930446576,1.1085547122109732e-08,-0.2942345725697689,0.03914043269853608,-0.4536582616157194,ir8110025.trees
