start,end,N,SS,FulD,bsfs,FayH,ZngE,TajD,FerL,Colless,btree,path,iColless,ibtree
0,10001.0,250,91,-0.3847964500427542,2.477451293981846,0.011277154599167605,2.2400271492501784,2.584969289807153,-1.3459278085938997,0.0382724446171784,-0.2450243277862773,8100010,0.06784485612701703,-2.114504885229365
0,10001.0,250,73,-0.7339578000348767,1.6850215190551028,0.03687028867796459,1.2915309220393665,1.6947034297573984,-0.6705212753392394,0.031534271729273346,0.3499614179843801,8100011,0.0464143965892897,-0.7891010311327861
0,10001.0,250,95,-0.30296272157965176,2.5017234854180765,0.042855110640484924,1.7108398160194922,2.1947267100093235,-0.9046252152567308,0.027243208003710988,0.5042410605260546,8100012,0.042037324926947936,-0.35960940599550784
0,10001.0,250,117,-1.2906952999283785,1.1038951177266652,0.019793873670959555,1.6659912524698777,1.9855490630664017,-0.95789461920122,0.0309186052967631,0.3319180711390541,8100013,0.04827296898808752,-0.7895753922485476
0,10001.0,250,87,0.3645102536204208,1.6493636565588905,0.058900954028306376,1.1604328065247511,1.6842903855756348,-0.5080961878624047,0.034127437168026964,0.10757091371151592,8100014,0.044217191346029285,-0.5771368932138303
0,10001.0,250,88,-0.5026462318554938,3.330094719899733,0.05558761511084465,1.3019572800905872,1.8214634303413852,-0.6073043632137342,0.026472340976810463,0.7283880395828091,8100015,0.04277158260834903,-0.636544452157544
0,10001.0,250,102,-1.5699341777177904,2.2281596265547576,0.05528283777650934,1.5958914186689557,2.144539665783661,-0.7875343623893979,0.030375264498855636,0.3532339673104473,8100016,0.041091246707259145,-0.21617825074479974
0,10001.0,250,93,-0.04803033126349263,1.1930329889376132,0.02499824937922,1.1884971616643911,1.4942461774838125,-0.6457898411789942,0.033418813502859364,0.2483794089515197,8100017,0.05230452602197646,-1.0144797500084222
0,10001.0,250,87,-1.1025143743252253,1.6756287500369114,0.11643110255072725,0.633468166312011,1.4650463745117768,0.023425888636046912,0.03250048090701025,0.3667834652513661,8100018,0.0349639025309449,-0.02415297285977644
0,10001.0,250,87,-0.26421458692771355,3.9315544139239256,0.06826361803739689,2.1956222348800774,2.9072452087535305,-1.1154699157528587,0.03350331247124203,0.07752163778616084,8100019,0.054274445452059145,-1.229757947051951
0,10001.0,250,81,-0.28646895335467304,0.8728630599037396,-0.013873416344903529,1.6600915843292188,1.7787108823582274,-1.077166572488851,0.03084864485751683,0.27258838480273423,8100020,0.05082336514516849,-1.1138841215846889
0,10001.0,250,67,-1.604848554541067,1.3453454558983078,-0.002840785232273971,1.9178668034707456,2.154267977746996,-1.1985872094485372,0.029308557924690976,0.5568624038069244,8100021,0.053789350952195884,-1.1192346301591058
0,10001.0,250,89,-0.9410655566014472,2.077876960183939,0.08358213791152674,0.6852055305310903,1.310608578820227,-0.12525761200831712,0.029338439517313943,0.6583104351198913,8100022,0.04415781405190655,-0.3527560533772087
0,10001.0,250,110,-1.344909376066442,2.615995662398658,0.018224249431740697,1.8783040891185812,2.214609473631444,-1.0954054249904768,0.040058255916485916,-0.2960020303032161,8100023,0.04168286047415468,-0.3192363843902541
0,10001.0,250,106,-2.1474725329254385,0.7713601423306361,-0.03918435320987925,1.9389842358162477,1.9088518081480728,-1.3411603192860633,0.0297788243422774,0.5135514337642919,8100024,0.045426868765384126,-0.4752392806658634
0,10001.0,250,91,-0.384796450042754,1.4672771064776613,0.06250549828784041,1.3827989565732093,1.9561848869873253,-0.6319187120660733,0.028639174695385964,0.6063029066337559,8100025,0.047998445394481164,-0.6988297890812135
0,10001.0,250,79,-1.136713963982053,5.380698603801546,0.07437252934924365,0.9963546015993172,1.6010057414638799,-0.3537180290094867,0.03024754103261682,0.3934312670725844,8100026,0.039832956112876565,-0.43679595410293387
0,10001.0,250,88,-1.1245708080926966,1.5040111146104918,0.052778622722511805,0.2753844309836847,0.6509997127369276,0.018084572347188983,0.0338774452649307,0.3477925371077492,8100027,0.04134720700985762,-0.1964707946390968
0,10001.0,250,83,3.3739736579183863,-2.505992988403092,-0.17095853179694145,0.48478341229189004,-0.5587725617957697,-0.9079601265785427,0.031116724964373624,-0.405706129933502,8100028,0.0620060888716155,-2.2434685655932327
0,10001.0,250,91,-1.589555829804346,1.8914485245508608,0.11453111612924,0.7708013123046681,1.6075562302714153,-0.06682351678135699,0.03229677166573454,0.2864777542232765,8100029,0.0462140420360397,-0.6320232166813116
0,10001.0,250,105,-0.7374510251309685,2.255571311310143,0.11208277731443278,0.9372431483310408,1.7792093397988935,-0.17407283386396624,0.03499481798160383,-0.016791004546637227,8100030,0.043982381137453036,-0.4481576797766678
0,10001.0,250,63,-0.09285144646115824,0.6205630550174874,0.03922089900901998,0.3615466983826666,0.6592759688528541,-0.08828440815941002,0.03140609031106505,0.4067041584218882,8100031,0.042639767280264765,-0.4573064411891976
0,10001.0,250,107,-1.4685016778734332,1.89569130655721,0.0392625601363192,1.2527400661854298,1.6552327002188294,-0.6325162412211468,0.03161602767807473,0.2316203032197025,8100032,0.0494154035496826,-0.810810105118775
0,10001.0,250,105,-1.2627996355441855,1.5764574396130966,0.041530825693584544,1.8068515278346742,2.289389651913058,-0.9672747852813268,0.031634800413297574,0.30065542012113394,8100033,0.04927081598282531,-1.047483461248668
0,10001.0,250,88,-1.5391871922508324,2.4082520400644545,0.04618386533643312,1.4080265845864592,1.8796029711818087,-0.7065516347374011,0.04342702879830517,-0.7685008421591474,8100034,0.05089860909915322,-1.2888658482739073
0,10001.0,250,111,-1.8585363695299064,2.4198613343406508,0.09143833838209643,1.9911150219621665,2.8196154046509188,-0.8991436723922136,0.030039512890270768,0.33647321265849883,8100035,0.04105005630462295,-0.3955980634295755
0,10001.0,250,93,-1.0313953417880373,1.3620439537146425,0.016279694113663694,1.6988024063517544,2.0094567766685785,-0.9928596207363748,0.03610031523945244,-0.13283663272130591,8100036,0.04492844041701611,-0.7697765100483601
0,10001.0,250,77,-1.0874914669034843,1.841543175350926,0.08125306260789915,0.4151887906998378,0.9903612416796859,0.029866757868041032,0.03600452376200529,-0.007112361899573786,8100037,0.05975823416554081,-1.6182690726233016
0,10001.0,250,87,-1.1025143743252253,3.0307349378502786,0.10001055829661472,1.301356494092312,2.108665344615921,-0.4486071712622177,0.033082599214060544,0.2071639481055361,8100038,0.040088670092556615,-0.3281908604147932
0,10001.0,250,78,0.5147760934111184,4.4405207570011935,0.05872998555164896,0.7037881099876833,1.1708300101616398,-0.2281756355624355,0.030392537893509524,0.14126568595814368,8100039,0.056405344881831465,-1.538789503563195
0,10001.0,250,91,-1.187969369883815,1.7437617675578,0.007843507562361822,1.564025050998206,1.8046722830083117,-0.9398585457200812,0.032842583853077464,0.1959482730284718,8100040,0.04369470291031299,-0.255562834953298
0,10001.0,250,82,-1.42797666702081,1.1849558676744172,0.001359947807123757,1.6187225586774336,1.8296752350030983,-0.997440082695632,0.04349407555781438,-0.5518344344520546,8100041,0.05707160438990987,-1.4328537663288283
0,10001.0,250,87,-1.7312392148733595,1.8520294268063224,0.011459434798062556,1.3688199615448682,1.6111394707942168,-0.8064098862311454,0.03421811499282675,0.10771305553759326,8100042,0.05578564257028113,-1.1043496013170528
0,10001.0,250,75,-1.5182605959331483,1.8534382646976983,0.09270272347340852,0.7040353728712735,1.3892990313910851,-0.1094188632071501,0.03214905254377068,0.2936534227959853,8100043,0.043002229631599415,-0.4548004842911305
0,10001.0,250,75,-0.3120897366591769,4.714276351114275,0.05148943765671669,1.670957159806158,2.2156568596050024,-0.8536036015936647,0.031019238243295763,0.20120188735770608,8100044,0.057948640439895775,-1.6367730590881495
0,10001.0,250,105,-1.9632644494284752,2.4203255132627444,0.10135181393608296,1.4869666206747567,2.3230457203199317,-0.552924439392033,0.028216809891897336,0.6376957275248827,8100045,0.042284055577147296,-0.32211389458084083
0,10001.0,250,92,-2.0030734824351786,2.3718831212868854,0.05725636568947603,1.6723140834201249,2.2463697932366635,-0.8296751732358177,0.027039610053115684,0.7845336675254834,8100046,0.05224416728497568,-1.096865031146533
0,10001.0,250,75,-1.277026424078354,4.396810835774144,0.07768819092595039,2.017881140198426,2.775211631371387,-0.9761762068343164,0.025398558179587426,0.9536978854114622,8100047,0.054804471341587536,-1.3008805814201352
0,10001.0,250,100,-0.9893412654493804,1.6107571503580993,0.02034834482105111,1.817737086613316,2.1654840769356007,-1.051134987499552,0.02591009198082654,0.902327399262026,8100048,0.04395359214636322,-0.4085582976792493
0,10001.0,250,87,0.1549353067710433,3.203295986363343,0.0621251551423011,1.6094396621256502,2.2093219190882536,-0.7745272477949166,0.030305404761606262,0.5615180635962256,8100049,0.03865230507282586,-0.23713434644059836
0,10001.0,250,100,-0.6223496100476642,2.327604778483431,0.07490476737361683,0.7508772801250158,1.3281004987572171,-0.19435841061688136,0.035667597074515084,0.08726619043961452,8100050,0.04502908996690575,-0.4720330150496993
0,10001.0,250,56,1.8460333537314972,3.6176253042713262,0.03837305377283507,0.3007714748411604,0.5843200767262802,-0.05538377110787862,0.03438957442673921,0.248474652299574,8100051,0.05117537599076658,-1.039020329547242
0,10001.0,250,75,-2.000728939642737,2.1637972020693974,0.10302234669607037,1.2914017159116475,2.118202129423406,-0.4368890848322407,0.02402316136917937,1.1163906972121929,8100052,0.03935814944365275,-0.14354737793423147
0,10001.0,250,71,0.8540341395202521,2.241104686763706,0.053087881533423635,0.9875124056760444,1.4557808654530575,-0.4257397946641171,0.031921233320378266,0.28537448036245505,8100053,0.06293318435030447,-1.6474168565391318
0,10001.0,250,95,-1.2665559722410091,3.67716996323165,0.07414484419693798,0.8635610978873693,1.449337409526645,-0.2679177288009089,0.026404902765182595,0.6738345273885741,8100054,0.050182296004293685,-0.8988824438841422
0,10001.0,250,93,-0.4413763354733107,2.9705538165370364,0.02997222211773572,1.2815362394250702,1.6308209651945111,-0.6855201607925261,0.028953119631400768,0.385219570161196,8100055,0.04718286636281195,-0.5600473049367278
0,10001.0,250,95,-1.4592746223732802,2.8104166438502736,0.0945261079946787,1.3065510312663993,2.0780057694906584,-0.4687900529548049,0.03183131005997425,0.3268529829479599,8100056,0.0472125059377294,-0.8030844943069761
0,10001.0,250,93,-0.6380493375782197,2.098923239220744,0.09167905168801167,0.984797968688358,1.6991841847856115,-0.2805088778816681,0.03714565004887585,0.1364644830032441,8100057,0.04054046096409096,-0.4424773276492824
0,10001.0,250,80,0.4281813797593931,2.5843449501417792,0.01992321894164297,1.0660661976417782,1.328541563493454,-0.5895437494857013,0.036342641035606436,-0.02165723770345885,8100058,0.0520851735387297,-0.9356837264603132
0,10001.0,250,89,-1.35124557219901,3.904005073713821,0.007193228020700088,2.763318095348467,3.1472332523547535,-1.6846219345589852,0.028521343438269214,0.4857652030135605,8100059,0.045355256150048234,-0.6642704450220182
0,10001.0,250,89,-0.32579553320510285,1.9658202190911818,0.13425800235922325,1.4207296527306699,2.4643840122520877,-0.3993155672977573,0.032603849934843734,0.2887060558104436,8100060,0.04219674396510774,-0.618535871790102
0,10001.0,250,87,-0.4737895337770916,2.2498525501703144,0.0488830491476621,1.540477006507481,2.0461598271347072,-0.7791004705860951,0.02872781448374142,0.38926166578966903,8100061,0.04240681892656013,-0.3341443508636021
0,10001.0,250,92,-0.6120913357825704,2.8457570835618786,0.02716314669833537,1.5470154251400166,1.9105166352019785,-0.8600081161824645,0.03572713794245081,-0.06848804530209958,8100062,0.04732910135164313,-0.639620931133825
0,10001.0,250,91,-0.3847964500427537,1.0943876308509544,-0.04465729362692231,1.6733360285878869,1.5865447105933246,-1.1955505112909446,0.03388771450870357,0.2050246199159076,8100063,0.040547589338679,-0.2259491211557913
0,10001.0,250,76,2.0350854804264844,3.744480155884562,0.05840499220836131,0.6584179456695295,1.1176702573525878,-0.20175460491515448,0.036954268687653835,-0.4270238774774622,8100064,0.043808297706956864,-0.4502081243186331
0,10001.0,250,94,0.3098983608254673,3.4678264412097084,0.02002955482207633,2.146998745353565,2.5353999732143397,-1.2566444783333262,0.030288308659859386,0.5618548524607502,8100065,0.05908263033157296,-1.5050637440835486
0,10001.0,250,94,-1.0528317125810838,1.9609344340274362,0.012961092594800577,1.399549144182344,1.6521132092600237,-0.8195027572006945,0.027087741647593963,0.7435537658819594,8100066,0.04250766506887767,-0.4114002697035488
0,10001.0,250,98,-1.5085494519492733,2.263324565264501,0.09555849556646784,1.0495499387811082,1.7968234612731002,-0.305188194183665,0.026143473324036187,0.7420493297085281,8100067,0.034640353528810584,0.13204555264653814
0,10001.0,250,81,-0.9593426009148888,0.8024062900277842,-0.08901829430779336,1.8986228505496547,1.5625986393560218,-1.4914818963915333,0.03616908785972136,0.0674949772913722,8100068,0.04407456127238482,-0.3697498557784558
0,10001.0,250,96,-1.8576273398701884,2.156665264141384,0.042817224196098826,2.1434196449322678,2.678368983651413,-1.172252345492698,0.0356431700517722,-0.02669556126798696,8100069,0.04358563285399663,-0.5709860917029946
0,10001.0,250,98,-1.1343957571390098,1.2304517514592517,0.03542265713711707,1.8123145485269625,2.258610262434106,-0.9936875918027,0.028611758863410625,0.568095681394791,8100070,0.04473192308404123,-0.6268383577605374
0,10001.0,250,60,0.04908351331443663,3.088571956297624,0.0770948041896499,0.8528191612913492,1.4573589705334955,-0.2632041662861157,0.03439564710454722,-0.11667857365149673,8100071,0.04395970980696982,-0.7356819109649609
0,10001.0,250,83,-1.2284091364837622,0.5003229766844447,-0.02327515342259507,1.1759421003377837,1.1720191043400423,-0.8108220405619803,0.03493050543186571,0.13335936992938122,8100072,0.05180668912207972,-0.8057879616255783
0,10001.0,250,89,-1.146155564400228,1.5846139788580538,0.06992151070093203,1.3744841240893793,1.9954741255055908,-0.6007263561101414,0.03227928398800989,0.3857410957695232,8100073,0.04326487089798399,-0.5336745987419208
0,10001.0,250,76,-1.3001975058694988,1.0036733019146855,-0.03049890200271776,1.4177573659258291,1.4028857476987662,-0.9857634032265624,0.035540873170099754,0.00356629494004685,8100074,0.057452929999568164,-1.4529512616721616
0,10001.0,250,72,0.3003516689500552,6.154155229345785,0.037780858001808255,1.7657109414986492,2.2367455186803618,-0.9613321830173208,0.027776796334899708,0.5873831748498017,8100075,0.03829295677332988,-0.1232726200557291
0,10001.0,250,85,-0.842662461768864,1.840136171001132,0.08920058299945148,1.4555780531396367,2.2122786564924435,-0.5833458843293369,0.029513214146910226,0.5848068685133314,8100076,0.0379508106869164,-0.3162081090894248
0,10001.0,250,83,-2.3242145637223683,1.9908584495507573,0.09947772656591132,0.9888674384544668,1.7542869802895495,-0.25857137656448564,0.02780309223546019,0.4934238353660925,8100077,0.046814825283538836,-0.6070430042320992
0,10001.0,250,91,-0.7863829099632847,2.114269052522861,0.05150470555208683,1.4820418178059458,1.9960790342668204,-0.7327399354981535,0.028829775493851163,0.5730127038613889,8100078,0.05250794449143825,-1.1489285897735906
0,10001.0,250,94,-0.6634802630363544,1.8860719900217504,0.07630975570328527,1.4142050187151132,2.0803122387745887,-0.601116732380181,0.03422059975693865,0.18126878201358693,8100079,0.04468102826050747,-0.6195459439139007
0,10001.0,250,85,-1.0569231625315874,2.1683556346292376,0.09625937683686717,1.380528989335539,2.17359126249127,-0.5117394481758605,0.034738328966229116,0.05583606866709346,8100080,0.0513046810899512,-0.7897739926788973
0,10001.0,250,82,-0.7628873683952675,8.406504027560325e-06,-0.08507621541448104,0.501929511637404,0.015653521646689532,-0.6129468658432008,0.040395452778857366,-0.14866038439826784,8100081,0.05042180105621728,-0.8228122719790506
0,10001.0,250,95,-0.30296272157965176,3.6855496398921503,0.05253354523352642,1.3473254557115828,1.85056370763335,-0.6449146823537016,0.03018427571478485,0.5072838445861889,8100082,0.0434737050669471,-0.4996038406686663
0,10001.0,250,67,-0.8000623429111281,1.9980046292730531,0.08559150629354184,0.5805620954217178,1.2029352605604964,-0.061432289986426865,0.02943746311410517,0.4687304708156739,8100083,0.051196182579781487,-1.1272895079947651
0,10001.0,250,95,-0.8811186719764663,3.3495473568068337,0.039324947796593734,1.800681768186846,2.2723838123373215,-0.9729020319446312,0.027338497482700556,0.4791388849611133,8100084,0.056211262707877366,-1.3900543562127765
0,10001.0,250,58,-1.0766060266679784,1.976962537425304,0.04986073400937022,1.90359316063018,2.482549748319236,-1.0095905639394909,0.03320512305060062,0.09921916904518922,8100085,0.057394452361417006,-1.253994015187387
0,10001.0,250,80,-0.9335039346803652,2.460109481180296,0.1046042549430645,1.5898748887909884,2.463877227512042,-0.6137804544548344,0.029107829166126867,0.537370108128096,8100086,0.038923435678196665,-0.2886081060449465
0,10001.0,250,71,-0.4161151127860693,0.8749451806785008,-0.05396068489292902,2.0705841760866592,1.9953280254303511,-1.47214116192544,0.035002258379638884,-0.2944830496961882,8100087,0.05259997807607602,-1.3219944297453523
0,10001.0,250,87,-1.5216642680239814,3.179408671484728,0.06655375138210419,2.0014773674332793,2.6781840001794257,-1.001395476145948,0.02767147996452311,0.6420052499892634,8100088,0.048736883015934714,-0.916218062350868
0,10001.0,250,77,-0.8521828352628038,2.0079326279190037,0.03808053772207413,1.1906813833607195,1.5869527291868673,-0.6029430386312327,0.033439774792281586,0.2139674112815228,8100089,0.05285658764088612,-1.0976349377338666
0,10001.0,250,96,-1.476026189604333,2.375078478689064,0.0747026316799528,1.9353568787296236,2.652904386411183,-0.928849964378783,0.03566011357256984,0.004625522807828142,8100090,0.043860027925321364,-0.5893064755572686
0,10001.0,250,85,-1.2711838632943118,1.2222610111123504,0.11182066352278996,0.18510461588455834,0.9309893401144496,0.2837481326115513,0.0304049296766308,0.34951925420025537,8100091,0.0485328410415857,-0.4945872019298481
0,10001.0,250,110,-0.005156530762916986,1.3169838797772109,0.04658440242479581,1.2446326447436091,1.6934563778754033,-0.6005803299763945,0.038309808865675136,-0.2017955281969028,8100092,0.049570864101567566,-0.991103731770966
0,10001.0,250,85,-0.6284017610061398,2.8547151288240564,0.08894293170101185,1.0098785109561192,1.7098106381768527,-0.308343793618729,0.02934413174519711,0.4960561459414544,8100093,0.043493328151314944,-0.5259708885203975
0,10001.0,250,90,-1.370202479411932,1.5084224735987073,0.04787622598307585,1.8378486706772268,2.3719991995313694,-0.9661407490100276,0.03897563689292274,-0.13683183132476773,8100094,0.0550538316253128,-1.2951529613233728
0,10001.0,250,77,-1.322800098544165,2.513107899422651,0.04056890835452145,1.4908179759797417,1.9412651574751283,-0.7800452059572929,0.03600030621017797,-0.0261165784624281,8100095,0.04926537268619068,-0.9307068180645326
0,10001.0,250,73,-0.23902497143782803,3.0902266318808507,0.09987760908214056,1.3487369643855485,2.1630251711686754,-0.4844736692563754,0.030113121106125382,0.4055375176949227,8100096,0.04132954103805251,-0.3548156994312739
0,10001.0,250,112,-1.7049694578396724,2.6736208195288915,0.08835584841284704,1.499120437850939,2.2505691875352736,-0.6058790581052879,0.029508618606947395,0.5954695070211825,8100097,0.04124497991967871,-0.4128583047722827
0,10001.0,250,73,-1.723823457228976,0.41416358380158536,-0.037763692724815695,1.3795402179565697,1.3158671339021015,-0.9874037100263172,0.03249557369261995,0.3765239351840141,8100098,0.05055922615191951,-0.854297280291346
0,10001.0,250,98,-1.3214726045441418,3.119904502125386,0.034143720938512166,1.7021971224721033,2.1270644348900505,-0.9301649896590968,0.0364287796346677,0.0284394028727696,8100099,0.048997834656598745,-0.7557990232157055
0,10001.0,250,121,-1.502535250808101,4.397593346028598,0.08213134268995721,1.7805626499221576,2.521587419981479,-0.8007941381702905,0.02789653236602324,0.3379711816818242,8100100,0.041132271019562114,-0.3873750403421333
0,10001.0,250,108,-0.4607092644673521,2.7946900392507112,0.0882799480315945,0.9175532037356984,1.6016499406785254,-0.2473703980384394,0.03558769126685955,0.1732179833260204,8100101,0.04285488729109989,-0.6432207337859589
0,10001.0,250,80,-0.9335039346803652,1.0344567376502367,0.07607623327324628,0.3665751479463877,0.9028790987739664,0.04263197625395048,0.034006995724834815,0.10285248752761388,8100102,0.04857130133436974,-1.0783151173436507
0,10001.0,250,98,-1.6956262993544056,2.878631839649384,0.007409709722075901,2.119166156496905,2.419493345951958,-1.2844246328892759,0.03195508360183711,0.21553052094647876,8100103,0.05111718220129094,-0.9664776886884354
0,10001.0,250,101,-1.9185366063721183,1.0977407689046954,0.050552802602412496,1.9591144241499303,2.5200834229145332,-1.0294790426985545,0.02787327971937377,0.7114084483331348,8100104,0.04106903805698986,-0.2931215456723291
0,10001.0,250,90,-1.5731213269738962,1.4277922490872328,0.05847115799495167,0.9965305343038112,1.4970196483252252,-0.4075215573306036,0.029971328437689636,0.3786665348987812,8100105,0.0505526504846365,-0.8507610846678592
0,10001.0,250,95,-0.6884000218441947,1.8234879936516823,0.0651423577212543,1.3397234443743449,1.9240537528837889,-0.5949027180706865,0.030638683767327375,0.27441235056289864,8100106,0.06347486721077858,-1.775581300546087
0,10001.0,250,57,-0.4190596778108774,4.595421820231551,0.06423099682332901,0.5666995849559301,1.0503163951276646,-0.13146278658992458,0.0357904040720635,-0.08413812077258,8100107,0.06000129550459904,-1.533871289287568
0,10001.0,250,89,0.9047445135875865,1.2246652369662945,0.01812945569829929,0.7527386834675787,0.9621301803480546,-0.4010820416514798,0.03971425674648101,-0.2105796899629458,8100108,0.04374271278663039,-0.4512479396194514
0,10001.0,250,94,-0.8581559878087189,2.4253208317991204,0.09757287553698256,1.2934685285165868,2.0832706843269517,-0.45005928726418376,0.031093861058882438,0.4302124524330667,8100109,0.04677851189705057,-0.7695554219146468
0,10001.0,250,73,-1.723823457228976,2.266936081622056,0.0366618277336993,0.7784367268420714,1.113958392019016,-0.35338148926400903,0.03377324163413824,0.2946060093399117,8100110,0.05711232024873687,-1.41214354753125
0,10001.0,250,87,-1.312089321174603,1.7426032992950602,0.15628430844945315,0.09750839710559664,1.1212626616992882,0.4974263252220756,0.024841300686617444,0.9954724640121552,8100111,0.04632076693872264,-0.8090177825929004
0,10001.0,250,100,-1.1728370931502383,1.4780813018320411,0.06387340375751198,1.2833187400648225,1.85161630598087,-0.5635363609239425,0.028691378416893374,0.4641003877997614,8100112,0.04663816556548776,-0.7485765020436426
0,10001.0,250,113,-0.9012425496423948,1.4274242728369295,0.06540006465181493,1.303955994448245,1.8823586682626985,-0.5684668392643596,0.02640319341883664,0.9415823119528259,8100113,0.039177583198067405,-0.18316466052316485
0,10001.0,250,79,-1.1367139639820532,2.688703919488687,0.048900946550360966,1.3706214051351104,1.85852129988337,-0.6756736073758848,0.02842553007729845,0.7027004380012641,8100114,0.03956686962905385,-0.2874788669298696
0,10001.0,250,72,-1.9559942466820388,2.2415696241736334,0.06771817434971776,1.5598474209348077,2.1958191693815614,-0.7286845759363669,0.027064386578572363,0.7040148157800022,8100115,0.056341993283306926,-1.426371684545702
0,10001.0,250,87,-1.1025143743252253,3.7237552085314043e-06,-0.09947180469111487,1.5914494041383016,1.1429507228656128,-1.3401369094324866,0.02821984031201205,0.4446667211210292,8100116,0.05036071706179557,-0.8645994976399853
0,10001.0,250,52,0.501481249844163,1.0872245166323913,0.028273743617430718,0.9175497437219771,1.2265372795560454,-0.4736818449652302,0.030275379216726662,0.3681357562139153,8100117,0.0417994558880684,-0.4274675549183104
0,10001.0,250,69,-1.3857115925285908,2.3168667229287605,0.05772617735235421,0.6434887135637787,1.0966282408069141,-0.1969333380969234,0.03149269403590594,0.3091185832565014,8100118,0.0449632631910129,-0.6637347363522657
0,10001.0,250,76,-0.3472595097849324,2.9110703294135862,0.02063287181899754,1.6756782416329965,2.0221959415878783,-0.9651128955916836,0.02561185602625556,0.606530352441085,8100119,0.05516582458867729,-1.518609664624992
0,10001.0,250,66,-0.4947585593334028,2.3096685128530963,0.07967369688589224,0.7435292408290172,1.3497636108852646,-0.18352651607452472,0.029709408353015037,0.3157249593322637,8100120,0.04538800362741287,-0.8265141734182215
0,10001.0,250,108,-1.4833870875472168,1.5101860555209918,-0.013404357676090415,1.6167753083613132,1.7166717612727396,-1.0485046513735847,0.035019316305752377,0.047778818786652695,8100121,0.05311433907673705,-1.2485799765831624
0,10001.0,250,72,-0.9531738397344413,3.758637595237329,0.08335996290301735,0.8861122627258732,1.5347792885994294,-0.2563484024684727,0.032702115763563584,0.20418883632896145,8100122,0.058694455240316114,-1.613132421899787
0,10001.0,250,81,-0.959342600914889,1.990124567370688,0.11343479183505713,1.0461537279833315,1.9087169169031684,-0.24532021286718794,0.02870663796625709,0.4825399623684118,8100123,0.040992492891770815,-0.3533118403291832
0,10001.0,250,88,-1.3318790001717644,1.5748152984269639,0.06633828290455196,1.46217385191652,2.0709392742775643,-0.6680699477623278,0.031443466927337904,0.16660240327789355,8100124,0.04776247848537005,-0.8419868909901865
0,10001.0,250,84,1.7835260371849904,1.1508235488872496,0.0292498447624762,0.8148454372803415,1.1049196569997681,-0.40037880592200537,0.0355672338723759,0.036407480845854746,8100125,0.05850012955045991,-1.7241588365786802
0,10001.0,250,82,-0.5411909355200867,1.1080845105194503,-0.00876680639949404,1.6385098203188235,1.786589557172994,-1.0456590472628136,0.034833913554010144,0.02348682952056137,8100126,0.048839277706358916,-0.8568781405693245
0,10001.0,250,81,-1.6322162484751046,1.6189032175645501,0.03011159416763983,1.468786307058466,1.847046740990768,-0.8026494625285258,0.027126532696249896,0.7832060645626959,8100127,0.03776193483611866,-0.09295384022826217
0,10001.0,250,89,-0.5308855410038839,3.639970140292229,0.08190073611019295,0.5589478967802646,1.1580413807295291,-0.053122941177093874,0.030327264392557826,0.4709488859735457,8100128,0.052918418542204006,-1.2325686341461688
