start,end,N,SS,FerL,FayH,bsfs,ZngE,TajD,FulD,btree,Colless,path,iColless,ibtree
0,10001.0,250,44,0.8350899542089416,0.052344273055733775,-0.9646079222475256,-1.0646363392773497,-0.9053780023174244,2.291729230519793,0.5551134354217001,0.0305562425655702,8060000,0.0890724187070864,-2.7261658953562526
0,10001.0,250,43,0.5855302333143507,0.043019367620687365,-0.8962428721640767,-0.7133962272866947,-0.5593131287510412,2.4065235394101934,0.0388602738989151,0.032583412830206465,8060001,0.05826531934188368,-1.6592902583797666
0,10001.0,250,34,-0.4121013138609365,0.031171930353139175,3.226820179250093,0.821605046921377,1.1461848873147331,0.7129477258274943,0.25843991678144923,0.030197713932653688,8060002,0.05352593168372414,-1.3989766420828884
0,10001.0,250,48,-0.4960136217553375,0.044101920552992835,3.811812973108053,1.0370130048654504,1.4643868376310958,-0.31738513525547124,-0.5181566133970078,0.03826596709418319,8060003,0.05388651379712398,-1.0535879090010378
0,10001.0,250,30,-0.11104603303102237,0.05602612994090532,4.121566369843691,0.4584827694787283,0.8690186802224699,-1.0705176380870915,0.08357486646921188,0.029298196369708224,8060004,0.04947747981172,-1.215983379468513
0,10001.0,250,46,-0.09155415800370424,0.05644933318404965,2.0788442810738506,0.4505796710979731,0.8672248032760672,0.17483864364171048,-0.09327853358620672,0.035641098116807414,8060005,0.0560485670279685,-1.5738866776759697
0,10001.0,250,55,0.2722119285630448,0.038337437740848,-1.6237311146339946e-05,-0.2278704514022969,-0.01943973695039632,1.6075149929885542,0.14887902218391486,0.03289771991190568,8060006,0.059641792978365075,-1.8402275069842164
0,10001.0,250,73,-0.12279900736687513,0.09775825614877702,1.7939288302720775,0.7529140310260826,1.476614956047887,-0.4864913857363525,0.6687649764212952,0.0281221660836896,8060007,0.04353126792885829,-0.5580842541585931
0,10001.0,250,55,-0.1668331742767158,0.014893965824582916,0.6866186956642333,0.3507877235611581,0.4939220789069694,0.3175310170017539,0.2461203605539992,0.03103231785703608,8060008,0.059857710411538624,-1.685365596766825
0,10001.0,250,46,0.4808265055156375,0.037495831063000896,-1.2108870882514728,-0.5726720051430748,-0.4271651092754996,2.0758741951156927,-0.044805513807083606,0.03621316385084932,8060009,0.06445945070605001,-2.4396512606196987
0,10001.0,250,56,0.5526564274772676,0.11914188134993688,1.5771507173937478,-0.2341043424772654,0.482006607492453,-1.008319855025177,0.49881336029999396,0.031198869552283206,8060010,0.04996437362352636,-0.8798785867154407
0,10001.0,250,53,-0.04858399499457598,0.03320095606956699,1.9963096075098297,0.2600299828221852,0.5050739926904257,1.7730184087762213,0.2649745297680457,0.03177764822731787,8060011,0.05885549365922471,-1.6167918036513005
0,10001.0,250,50,-0.5255188104161961,0.06230554887340153,5.150636621723928,1.184958108184489,1.7461487043745367,-1.1255238311699998,-0.6368981665049289,0.03478770770688868,8060012,0.05050668624318061,-1.4043491089512552
0,10001.0,250,56,0.2667402513694688,0.1291289888574639,3.0933354546358847,0.2817884082557465,1.133242385370388,-0.6911694984966579,0.12498035181595622,0.03228397460810986,8060013,0.041995940752256336,-0.34345578490776624
0,10001.0,250,51,0.09184394289148133,-0.0446571731963871,-1.531286942896761,-0.3912029454992095,-0.7265628554150997,1.604687530694349,-0.8319685602810641,0.05077871971757999,8060014,0.05964620947131634,-1.5582999633656751
0,10001.0,250,35,0.6584503535308721,0.09303809609929173,1.500788379479923,-0.5792935779285948,-0.1173138950553518,0.12802021470403555,0.7116495504569356,0.029283166822889287,8060015,0.04612806062961523,-0.7181480099972839
0,10001.0,250,56,0.0712633278344979,0.09181915198254148,3.780478357691937,0.3912202038657797,1.0235007198342547,0.2602815710889004,-0.2446872422699319,0.039997408990801925,8060016,0.06858077471175023,-2.4311275386177407
0,10001.0,250,47,0.0870175871282749,0.04769215910205084,4.891153345393135,0.11682527202471935,0.4295860726929768,1.2286932493171423,-0.4302003332148498,0.04302218361110477,8060017,0.054582384838894736,-1.2367050464610596
0,10001.0,250,51,-0.2085507069459568,0.04706886003859787,4.050832923739974,0.5923441301458562,0.971949408674032,0.913052065703485,-0.09634401082276307,0.03854288120222827,8060018,0.04508356004663817,-0.6573057546069639
