#/home/enes/bim/BIM.py trees/ir8020056.trees,trees/ir8020057.trees,trees/ir8020058.trees,trees/ir8020059.trees,trees/ir8020060.trees,trees/ir8020061.trees,trees/ir8020062.trees,trees/ir8020063.trees,trees/ir8020064.trees,trees/ir8020065.trees,trees/ir8020066.trees,trees/ir8020067.trees,trees/ir8020068.trees,trees/ir8020069.trees,trees/ir8020070.trees,trees/ir8020071.trees,trees/ir8020072.trees 250 --stats=all --eta=etas/BC.json --out=outs/149043510.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,FulD,TajD,FayH,ZngE,btree,Colless,path
0,10001.0,250,69,-0.16190269898038823,2.226851177932035,-0.6028566239973344,1.4770852755269128,0.09253313441275089,0.7833464815543728,-1.1195627643691848,0.05048689381180637,ir8020056.trees
0,10001.0,250,57,-0.39433350608616036,2.453383550743033,-0.41905967781087733,1.2338856639913043,0.040451645034878636,0.859098224829768,-1.0490813208323568,0.05042391789379741,ir8020057.trees
0,10001.0,250,65,0.11350686401335125,1.813917319147669,1.4753143374216262,1.094401553927143,0.10239503000772286,0.39099871633133204,-0.6894250580539026,0.04620741028630652,ir8020058.trees
0,10001.0,250,74,0.11365830166703438,1.1211352185512948,-0.7646441268550348,0.844217918849257,0.08196630155197714,0.28223527380550223,-0.5353213350074201,0.0441443192123332,ir8020059.trees
0,10001.0,250,63,-0.42879368885035374,1.2998432652683052,0.7597117997293841,1.542289532859143,0.05967333845555853,1.0250360406992212,-0.6959523909828733,0.045669236084121434,ir8020060.trees
0,10001.0,250,65,-0.44099463247521564,3.4380394928028197,-0.45664954981119865,1.7338051201030904,0.07290858629605437,1.120183999769289,-1.971810763962185,0.06513149371680269,ir8020061.trees
0,10001.0,250,71,0.019414303996242947,0.6615986883282206,-1.1782046641698631,0.7518508872222593,0.06154284507155615,0.31691046783013915,-1.413199744090504,0.057602452822040844,ir8020062.trees
0,10001.0,250,61,0.19783539604354766,3.061887625142307,1.1718571002573948,0.6503038162317222,0.08002880997142003,0.12652539099357443,-0.4888636636278915,0.037383404586086286,ir8020063.trees
0,10001.0,250,65,-1.5586065723871323,1.461288226525432,-0.7326443908444594,2.7308447964333658,-0.009461547353133981,2.461259346789231,-0.9840026077371344,0.04966640756574686,ir8020064.trees
0,10001.0,250,59,-1.0379492824935952,0.35668747027896763,-0.8070051971883656,1.8175723019634649,-0.006910307018168171,1.6351710268051167,-1.6700722411619975,0.05677548905298614,ir8020065.trees
0,10001.0,250,80,-0.5064739772995871,2.338125071382827,0.20123382735276676,1.669141533550268,0.05807223387749824,1.1502641943643714,-0.7581992538882004,0.04777443105756359,ir8020066.trees
0,10001.0,250,73,-0.2770440885171398,1.8054382209253772,-1.476357042930451,1.143781573385563,0.04984698245847724,0.7300316140876096,-0.19005956569216467,0.0417325214837846,ir8020067.trees
0,10001.0,250,52,-0.9405408692221459,5.3960532037162015,1.520508113602057,2.0274514696961052,0.02349508272434385,1.6436140474408105,-1.6494519508865721,0.054621712657079935,ir8020068.trees
0,10001.0,250,70,0.015221329716437824,1.6648606693251513,0.3928238017719627,1.0264134840917098,0.08248580139933696,0.44151816271822186,-1.507434556926562,0.05597227620158052,ir8020069.trees
0,10001.0,250,81,0.2358192679283252,1.785369186617488,-1.1836338167682943,1.36892632715438,0.13938234948738273,0.4178079428053373,-1.492225317733585,0.05919530657190975,ir8020070.trees
0,10001.0,250,61,-0.642923532679317,1.4359726530828814,0.29320740704667775,1.9814757450140945,0.063435440484183,1.3899622273543397,-1.0602349665856547,0.049703558065278194,ir8020071.trees
0,10001.0,250,83,-1.100386972448032,1.0897261647940664,-0.5709258801405984,1.7762488574144155,-0.017209917134341963,1.6784606481582403,-0.8458969890135781,0.04890018477986648,ir8020072.trees
