start,end,N,SS,TajD,FayH,FulD,ZngE,FerL,bsfs,Colless,btree,path,iColless,ibtree
0,10001.0,250,54,-0.9544229190438528,-0.3723016288726365,2.016871682847751,1.207368688359761,-2.016917388657803,-1.9214304927574233,0.057703934015632424,-1.3578742890833522,9070067,0.08315520145096515,-2.8096742575937568
0,10001.0,250,46,-0.9102144255645738,-0.3969916580060217,-1.3459897975374755,1.3411138796034758,-2.157557701300263,-1.0589853072815711,0.06270890011659541,-0.8658721880114266,9070068,0.0919538368527875,-2.848249637525732
0,10001.0,250,65,-1.5554504083325649,-0.2906748014668005,0.3713349732885831,0.2580641338278976,-1.1702441790757905,-1.6766011450579914,0.06387809301723021,-1.2590062024550552,9070069,0.06167006736623915,-1.28163920121737
0,10001.0,250,48,-1.4758746748217348,-0.12258402442758888,2.6078858319996985,-0.6229800316762433,-0.0244297752975456,-1.980904380846164,0.0802945301542777,-2.2727448007390754,9070070,0.090259656136065,-2.7697722941766543
0,10001.0,250,69,-0.25466956275928354,-0.0705489636765963,0.4409500007110061,0.17297383846959374,-0.35386178513411193,-0.36752584281898426,0.033398828288062635,0.27920045509723423,9070071,0.06142311180204689,-1.5910783800898691
0,10001.0,250,63,-0.6174734437796706,0.08138084667038561,0.1913363022690221,-0.9986064533662704,0.9010673263091071,-0.4556745285336911,0.04731020857624045,-0.9539228048871156,9070072,0.05576427574095666,-1.235786527882944
0,10001.0,250,53,-0.7469255508259208,0.12998710574289962,1.4392698151487253,-1.3648874962973254,1.2886887788939978,-0.2905802321047083,0.04806214103726735,-0.732659128055712,9070073,0.05044694908666926,-1.081764682178166
0,10001.0,250,70,0.8961322725380968,0.0447856248378536,0.6502679456108438,0.5393409148744545,-0.1773952853057409,2.245065283437705,0.04043469162007832,-0.4366672665911923,9070074,0.04252493846353155,-0.2613351937350495
0,10001.0,250,45,-1.1105872390981029,-0.4093364153576258,1.4057540618439976,1.2273561472391112,-2.124104754995269,-1.910567817901488,0.07249718476885211,-1.6191391426434218,9070075,0.09416467714174673,-2.903197193895043
0,10001.0,250,60,-1.7491579805758033,-0.2427290465987504,0.0490835133144371,-0.18893214487053145,-0.7193340766854726,-2.1401436809867875,0.05731528263592003,-1.1346471946978898,9070076,0.09465604352895453,-2.9914797219402405
0,10001.0,250,58,-0.8095647994085801,-0.13676659168032065,1.9931451176845068,0.046240151992732924,-0.4982429308311875,-1.3014270648755142,0.053083300945718365,-0.7264042736763697,9070077,0.05743043860027925,-1.0015996414670754
0,10001.0,250,65,-0.7362533836251993,-0.099415981489696,2.3032988605214086,-0.09186660540908437,-0.2885833095453472,-0.8643570713038039,0.04702921602779097,-0.8175068254700186,9070078,0.05598199248607332,-0.7738056007343809
0,10001.0,250,57,-0.7783799328192736,-0.002146127893065812,-0.7310392286124934,-0.671048040976182,0.4089316792685849,-0.2701873014743782,0.05979485057817116,-1.2905000133306743,9070079,0.055055706697758784,-0.8711325094348789
0,10001.0,250,53,-0.943067856838262,-0.2602963179849776,1.7730184087762202,0.6000199315557044,-1.2567046477590984,-1.8190922199439916,0.07224438551168623,-1.7874691200538406,9070080,0.08270177484130069,-2.6780439131176124
0,10001.0,250,53,-0.9626584971774571,-0.033197529404682125,1.1055212215212311,-0.6602876370254455,0.2970032856641622,-1.1170201032593934,0.05442686458633702,-0.8846285969431389,9070081,0.09920326467158956,-2.9154105035823306
0,10001.0,250,58,-1.02696728768155,-0.2430178885066385,-0.7696309122327301,0.4434712441663596,-1.1094334397834709,-1.0447959068165042,0.05531215772179626,-0.9025566068667028,9070082,0.0693696444765236,-1.919935302098036
0,10001.0,250,45,-0.21884943516933994,-0.13031451419484089,1.7936801974072951,0.5077039183994255,-0.7488884573246708,-0.5178823692665893,0.06455060617078093,-1.3841200035144243,9070083,0.0882608776118298,-2.7014308440301593
0,10001.0,250,52,-0.2710475172957974,-0.07080312693127043,-0.5175456139137316,0.14975760645608416,-0.33293919089434704,5.194758406141622e-06,0.046898512162795086,-0.4571259861494027,9070084,0.05311568856069439,-0.8646749402072842
0,10001.0,250,69,0.5864289770318024,0.06415595632034779,-0.8638082801744201,0.1563020515568079,0.12745708411132872,1.0258553399904171,0.03476097940147689,0.23742233127726936,9070085,0.05782114633649806,-1.4363951443220937
0,10001.0,250,66,-1.5373001264163162,-0.17375710948106501,1.1376818482658624,-0.3806347652464237,-0.3689176562380124,-1.8053067615652376,0.060965948159885215,-1.1418162522650102,9070086,0.06944493516588347,-1.6689025438944838
0,10001.0,250,53,-0.93170163967376,-0.2010835487743141,2.4405155960312097,0.2858223237605901,-0.8605403533791195,-1.5279284523599836,0.0627058926952048,-1.2794631690988365,9070087,0.058164917735457976,-1.2901768511509115
0,10001.0,250,40,-1.705986038596985,-0.12500203723369485,1.0549958271873991,-0.8153171719575154,0.09811402508679733,-1.445874354528864,0.04737040729538068,-0.6739232682429638,9070088,0.04107559269335406,-0.22488521574724332
0,10001.0,250,67,1.4268446687739815,0.07220464407516893,0.004723868718810718,0.8535396567375577,-0.27729279968152004,2.6740524967971018,0.04119802769239225,-0.4990397161093879,9070089,0.05509133307423241,-1.5442510671592573
0,10001.0,250,54,-1.8583294908480303,-0.039430339515707034,2.344897194080436,-1.4103723560851735,0.7409456298325875,-1.9688273541584849,0.05948592758129291,-1.065391970457642,9070090,0.054843028026082825,-1.285543116701466
0,10001.0,250,75,0.30954650391224864,0.07511613411992774,-0.3120897366591773,-0.15296990542447672,0.35946688464198345,1.0260175525095576,0.04416532739502037,-0.4459774413337482,9070091,0.04504926727784002,-0.5071924556588272
0,10001.0,250,31,-1.4123569029314458,-0.042432411694096665,2.1253347393338764,-0.9892789264528191,0.4831899314535264,-1.46444040909521,0.04805242475277454,-1.146449198275109,9070092,0.07910674957896101,-2.397462657004525
0,10001.0,250,40,-0.14056723854318673,0.003000959655264289,1.9185613146642368,-0.13714144575927265,0.09508327942735324,-6.075476972112264e-06,0.03607140629423308,0.1966732742394127,9070093,0.04709159217515222,-0.7451465451073022
0,10001.0,250,38,-0.8510745296627141,0.038190075289458836,1.2532697663662948,-0.9320870335464504,0.7036628249010719,-0.9550995872793832,0.048734106934651036,-0.7366620826636812,9070094,0.07100012955045991,-2.3330969854253722
0,10001.0,250,46,-1.1524964440573284,-0.3645406055634751,3.2164955260000814,0.9562332231703972,-1.810213052621202,-2.0829819525394417,0.06496219482033706,-1.9930229961927808,9070095,0.08096020445418035,-2.561528116510185
0,10001.0,250,55,-0.9163878722857329,-0.2120277510737169,-0.9724529589850468,0.36326858615840896,-0.9489241524899904,-0.7695452439399982,0.05843940277237985,-0.9504036909743666,9070096,0.05492399706352291,-1.1641452465798372
0,10001.0,250,59,-0.05592918224325902,0.009610462586459931,-0.5048760732443724,-0.1024380094243842,0.09659361683454844,0.2475129102773298,0.03411291197921591,0.24316495510556466,9070097,0.06988977415036489,-1.8259028373937145
0,10001.0,250,60,-1.7307911230360558,-0.32108472592457643,3.0234250373760228,0.26263344146979994,-1.269413848235781,-2.4740504818342126,0.08049004166070052,-1.8020383212302815,9070098,0.07841581379280564,-2.5283012645471956
0,10001.0,250,61,-0.6684188108733519,-0.0963753605218398,0.5860906381169174,-0.051452607248892016,-0.30082445592089674,-0.6651253911087696,0.054783650731960086,-0.906414581490146,9070099,0.046224323818571784,-0.5249623080357964
0,10001.0,250,74,0.30479607004900344,-0.11230342898996706,-0.7646441268550345,0.9081138998747332,-0.9578321589621968,0.09312381800707444,0.0321429085517698,0.5212558530725735,9070100,0.05362800174304255,-1.1852375187234612
0,10001.0,250,75,0.988885183341793,0.01205364837451564,-0.5533239085139714,0.8079408224442052,-0.4579916243888436,0.6810106021643518,0.046166745836392166,-0.3655879698752848,9070101,0.07258424378517654,-2.2604706317093517
0,10001.0,250,49,-0.8037700762340168,-0.0312643989330458,1.4237391393365346,-0.5312361234583448,0.22467425181916967,-0.7102174097992091,0.05363053995738235,-0.8512827256276859,9070102,0.060168714560475164,-1.381847959432576
0,10001.0,250,65,-0.8373672526148308,-0.030069422307424667,-0.7326443908444593,-0.5698446263221685,0.2487342247338696,-0.3081046154505549,0.052676343522758635,-0.9232115281078224,9070103,0.05478185142001698,-0.9861019591444214
0,10001.0,250,66,0.044143454741534735,-0.19790697995685505,-1.0389053618664918,1.1503879119815348,-1.4019791635639998,-0.2755201360870543,0.048759554346417926,-0.6650970353684525,9070104,0.07150537634408602,-1.9644418043556384
0,10001.0,250,60,1.8149202132830933,0.0480553681996355,0.3465176657205952,1.3285382557382566,-0.6583073062961038,2.5070278950280964,0.037923306127736735,-0.2317112905704157,9070105,0.055080537202573734,-1.3976642154025078
0,10001.0,250,66,-1.4628503542528732,-0.14781083144258542,0.8656084469993177,-0.4606567313735778,-0.22899701826893745,-1.748330750756269,0.05380760578972781,-0.7592082456178147,9070106,0.08539318564580904,-2.3952183953387456
0,10001.0,250,65,-1.2823197065331593,-0.27839877850066186,1.7513091784548869,0.4300971229499896,-1.234219900722899,-1.9248137634310432,0.07862209205485536,-1.809690549755533,9070107,0.07784039383339811,-2.167822553471645
0,10001.0,250,50,-0.4966453334455439,0.09962927652913142,1.6919713275868735,-0.9745767224443456,0.9411016880234144,-1.5603521086836525e-05,0.037785550805372034,0.05081714272670538,9070108,0.05135461199637258,-1.344538653268735
0,10001.0,250,37,-1.04257483484628,0.0796936896458649,1.3596410343501493,-1.3104472792364914,1.0727396978500203,-0.7701079345241553,0.05091656950382173,-1.364568196910911,9070109,0.05278101653927539,-1.3262422805820455
0,10001.0,250,68,-1.3600088316037438,-0.3616018546413314,2.8714124594858386,0.835807837808518,-1.7804960378747825,-2.4170397382801143,0.0660695778505728,-2.235189489328152,9070110,0.10066659600277944,-3.211049311706962
0,10001.0,250,43,0.5166124982046938,-0.21078389678058354,-0.4239195416448749,1.5686764994150981,-1.6715493329739826,2.573999253446933e-06,0.03906633376124243,0.11317854343636513,9070111,0.053280325603489234,-0.8748832258193469
0,10001.0,250,49,-1.6410644533008296,-0.3087716400024121,1.78253512312105,0.24248941908135746,-1.1893518830239869,-2.0741675343089505,0.08308718745951546,-2.1235374316924283,9070112,0.09364339076737056,-2.8044970877205477
0,10001.0,250,48,-0.4153288463157381,-0.10170898912590604,-0.3173851352554717,0.18783320805213388,-0.4579051944130511,-0.18328016932524424,0.040117844650491376,-0.2180054635328632,9070113,0.07653733212419572,-2.5310871303386504
0,10001.0,250,73,0.18870830266440666,-0.05670882187387551,0.008441442860697406,0.4888861432744729,-0.5022221912630613,-0.22272470039413425,0.044337719541761515,-0.6547889772539094,9070114,0.04934253141598653,-1.0131072202494662
0,10001.0,250,52,-0.9262476867140856,-0.19072725494337986,-0.1778699926610992,0.2320210497345729,-0.7904800971438777,-0.989648511456456,0.055697444154498184,-1.2501537813106824,9070115,0.0512552000115156,-1.1911594787240949
0,10001.0,250,53,-1.2586305030025529,-0.19228387334995173,2.7742641896587057,-0.04830572930510993,-0.623278337463423,-1.6792695384972876,0.0773428702402663,-2.6051742331819527,9070116,0.07144707863712918,-2.1918407489961016
0,10001.0,250,72,-0.15869843396039052,-0.0765808479798209,0.3003516689500549,0.2934748550420881,-0.4506815296120781,-0.5087920378553275,0.05982241621573142,-1.3429043863080357,9070117,0.0650694174547653,-1.6641691810306558
0,10001.0,250,77,0.15161921693713126,0.015612291359343337,0.7949775862219596,0.045467457333947664,0.02698802723153105,0.4631980361829917,0.03766329485334537,-0.006661056201393486,9070118,0.0573800578658721,-1.5903023938852214
0,10001.0,250,43,-1.0413361239522678,0.11051965046353686,0.3847784815137157,-1.4900325683097464,1.2912767931266342,-0.2921995553233519,0.03820778934135586,0.05775422124722545,9070119,0.0688398756315585,-2.3699495476578565
0,10001.0,250,34,-1.5539420025339374,-0.025389607068548932,1.2126144783857749,-1.2002639632571668,0.6662369484717542,-1.437372256701045,0.05668844733773805,-0.7843797321995138,9070120,0.05102992615623785,-1.007035840684492
0,10001.0,250,46,-1.551906303826291,-0.39581744229264,2.836288415705285,0.7770646417274122,-1.8032682701228333,-2.281535818847777,0.045736170488405226,-0.8313103343849718,9070121,0.06793302241222958,-2.4152719786133026
0,10001.0,250,53,-1.254898952461754,0.025905586529665226,0.10427544063874733,-1.2394429290059925,0.8572329165324469,-0.939854394646044,0.0424733207021635,-0.4176620036178341,9070122,0.06575009716284491,-1.7358338163602989
0,10001.0,250,68,-0.11584214905898164,0.020723811354874576,-0.03870646667871643,-0.2190766854083547,0.20812766852628506,0.3198852901761511,0.05022483273364006,-0.9285414218260822,9070123,0.06223820011227708,-1.5704619677522755
0,10001.0,250,55,-0.9346445129739964,-0.2553727566682644,1.2850189989918552,0.5856548651639724,-1.234821059773157,-1.2094003525288366,0.05959783835804045,-0.8747120492004233,9070124,0.08198600855033035,-2.1563941068064385
