#/home/enes/bim/BIM.py trees/ir8100170.trees,trees/ir8100171.trees,trees/ir8100172.trees,trees/ir8100173.trees,trees/ir8100174.trees,trees/ir8100175.trees,trees/ir8100176.trees,trees/ir8100177.trees,trees/ir8100178.trees,trees/ir8100179.trees,trees/ir8100180.trees,trees/ir8100181.trees,trees/ir8100182.trees,trees/ir8100183.trees,trees/ir8100184.trees,trees/ir8100185.trees 250 --stats=all --eta=etas/BC.json --out=outs/632925190.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FulD,FerL,ZngE,FayH,btree,Colless,path
0,10001.0,250,96,2.57249078355384,3.250678756965795,-2.4300290652689713,-0.9779261397095764,2.2419756920808895,0.11381185599847529,-0.47222642874043624,0.04471757999740898,ir8100170.trees
0,10001.0,250,83,1.853030400689271,3.0570227201108913,-2.54337564917009,-0.7460529779001285,1.9618122280819248,0.13179730101956916,-0.3788046317535097,0.04232135916939648,ir8100171.trees
0,10001.0,250,93,1.735679182421463,1.8427791718646176,-1.0313953417880375,-0.2457021030577631,1.0207448850958931,0.10758136969245667,-0.7551081058188303,0.047562831973053506,ir8100172.trees
0,10001.0,250,117,2.187714551603214,2.2797026977622883,-0.02812453802953388,-0.8002398773328726,1.6705437211137069,0.06382385126474596,-0.9527544163135699,0.046828680947699715,ir8100173.trees
0,10001.0,250,89,1.6822038388145988,2.802991733401124,-1.5563355799977914,-0.5432941312888092,1.6879260404359069,0.14024354879589404,-1.5145364147222902,0.05748119813720076,ir8100174.trees
0,10001.0,250,136,1.7229969865637407,2.3764051167171405,-1.8142148938286993,-0.0008407081614480915,1.0711380502875698,0.17981556510637087,0.15133194445318088,0.034907371421168544,ir8100175.trees
0,10001.0,250,116,1.8927506171564379,1.7271278764052505,-1.2753211457007418,0.19778802363074274,0.6152182026206041,0.158724607680579,-0.7288764492844375,0.046939619520264673,ir8100176.trees
0,10001.0,250,90,1.5772426282722902,2.4771584288060517,-0.35560824160210946,-0.4440697638311056,1.4629607964382958,0.12892645066215974,-0.9148780422745666,0.04587852877786806,ir8100177.trees
0,10001.0,250,115,1.4442863235742303,2.90813689543446,-1.741077142337554,-1.0405112718787388,2.146363321949121,0.07872416322870084,-0.32450768839128624,0.04126002216752314,ir8100178.trees
0,10001.0,250,93,2.583236279267518,2.271782228311479,-1.0313953417880373,-0.4615459797777914,1.3865576226549288,0.11051673334612126,-0.10097853328356839,0.03639558232931727,ir8100179.trees
0,10001.0,250,106,3.38326688783957,2.42703181027583,-0.9327529447566322,-0.6912535234887104,1.6456331616655986,0.09017825032265771,-0.3862295928844277,0.040320781333218175,ir8100180.trees
0,10001.0,250,84,6.288529543024622,2.305480071002067,-1.0333549355823888,-0.9910587997719188,1.8259245630699974,0.039164279398703754,-1.3553396452372801,0.05234378373709894,ir8100181.trees
0,10001.0,250,119,1.824147194740388,2.2753996554124822,-0.389102042881941,-0.5764922718495322,1.4881101928268272,0.09415448774741283,-0.9049582238704066,0.04908181111542946,ir8100182.trees
0,10001.0,250,125,1.9250350419154802,2.466832092874962,-1.257072904331006,0.007276574047848615,1.1032299562322827,0.18835873884026752,-0.6269911891644175,0.04450058297706957,ir8100183.trees
0,10001.0,250,96,1.334575708991059,2.367981657684971,-1.6668267647372605,-0.8974413476804686,1.7827318890480777,0.05717630299031091,-0.7579620551026746,0.04417022930431404,ir8100184.trees
0,10001.0,250,121,2.29302073855742,2.0313476943083795,-1.349743395105707,-0.47184640580502485,1.294257882645712,0.08988468240970224,-0.5816132336064965,0.04373449131513648,ir8100185.trees
