#/home/enes/bim/BIM.py trees/r3100050.trees,trees/r3100051.trees,trees/r3100052.trees,trees/r3100053.trees,trees/r3100054.trees,trees/r3100055.trees,trees/r3100056.trees,trees/r3100057.trees,trees/r3100058.trees,trees/r3100059.trees 50 --stats=all --eta=etas/Fn.json --out=outs/344128540.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,ZngE,FulD,FerL,bsfs,TajD,Colless,btree,path
0,100001.0,50,394,-0.0109804785100946,0.2303754067488394,0.016119791981954276,-0.1776998869860388,0.10501282304460255,0.14458715879103504,0.14792969210805712,-0.2487401061335837,r3100050.trees
0,100001.0,50,472,0.011775204106976939,-0.16400444385865684,0.6937241575077265,0.14328847742405804,0.03834764293049557,-0.0741976560756241,0.10177154195011337,0.6451132103152999,r3100051.trees
0,100001.0,50,523,0.03323981559808943,0.1144694755779169,-0.2904196340162481,0.07540943618654,0.5230400013926448,0.348938461206698,0.10859007064364208,0.4905174774466327,r3100052.trees
0,100001.0,50,450,-0.09584791628850153,0.03204678094977753,1.250652975045587,-0.4230807784324436,-2.379424500016367,-0.6556586281726586,0.13948221775756958,-0.6144152146109425,r3100053.trees
0,100001.0,50,455,0.036787874094653006,-0.1486378574359666,0.45174358071550996,0.24016150989733062,0.5166858840178753,0.11979523465598475,0.11764546244029528,0.43995292267874303,r3100054.trees
0,100001.0,50,441,0.033921644722978705,0.22898152314561832,-0.538106745044805,0.012628164701081657,0.7284791159983667,0.4645423812882452,0.11561026527012927,0.6165559907039725,r3100055.trees
0,100001.0,50,370,0.04519537688981101,0.6116232128912404,-1.849363151285976,-0.15868522196076434,0.8800874518125775,0.9162569813715414,0.08848629272068106,1.411745159359126,r3100056.trees
0,100001.0,50,429,0.0021174834355140544,0.003525096720192829,-0.7026808169979551,0.006926016521955356,0.20371458567581302,0.018576580208353503,0.11984761009667028,0.25306967425001076,r3100057.trees
0,100001.0,50,432,-0.023458697546476916,-0.040371862974541234,0.4452029259011281,-0.07598908108338978,-0.48397452257933776,-0.20708386310510551,0.12753700381251404,-0.2558117955840557,r3100058.trees
0,100001.0,50,368,0.009407666880551002,-0.6863437200573822,1.0539083698634042,0.4312020047096812,-1.1320591067171495,-0.5981308003072794,0.14701038310060877,-0.7273159001818094,r3100059.trees
