#/home/enes/bim/BIM.py trees/ir8110202.trees,trees/ir8110203.trees,trees/ir8110204.trees,trees/ir8110205.trees,trees/ir8110206.trees,trees/ir8110207.trees,trees/ir8110208.trees,trees/ir8110209.trees,trees/ir8110210.trees,trees/ir8110211.trees,trees/ir8110212.trees,trees/ir8110213.trees,trees/ir8110214.trees,trees/ir8110215.trees,trees/ir8110216.trees,trees/ir8110217.trees 250 --stats=all --eta=etas/BC.json --out=outs/750807083.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,ZngE,TajD,bsfs,FerL,btree,Colless,path
0,10001.0,250,116,-0.9570592997958647,0.10058478721116552,1.5881472214849333,2.429420570395251,2.731801826417169,-0.6155450906832516,-0.23169535045612316,0.038314548516647236,ir8110202.trees
0,10001.0,250,95,-0.8811186719764663,0.1347307403834395,1.5083498776730713,2.5654833381625854,3.158192297880386,-0.44918757978005436,0.15646466507626808,0.03412575031308027,ir8110203.trees
0,10001.0,250,80,-1.8412941443068707,0.037488151601655625,3.1693969234619446,3.8096306414856653,3.475594686172102,-1.8297667850963453,-1.0612628474603534,0.047102388046810904,ir8110204.trees
0,10001.0,250,80,-1.8412941443068707,0.033142748856233056,2.912754952682502,3.4927061317554156,6.444775695654195,-1.6862436198935602,-1.2039743425349478,0.04874336053892991,ir8110205.trees
0,10001.0,250,115,-1.0992274114043363,0.07406448734638,2.5211267310277314,3.29515423921885,3.921801653859895,-1.2891953040784196,-2.472189998248229,0.06722589281858617,ir8110206.trees
0,10001.0,250,74,-0.5203336434012956,0.009835760352283044,3.411628404151658,3.913840798954865,6.1014538214883025,-2.0788127427478384,-0.7565493084182809,0.045132141469102216,ir8110207.trees
0,10001.0,250,89,-1.1461555644002284,0.0186987332126566,2.75964781529757,3.217691965716759,5.957036519904592,-1.6412124629406593,-1.31486389455461,0.05279181241093406,ir8110208.trees
0,10001.0,250,94,-2.0262103364429054,0.0351575650503951,3.163139379625554,3.7720802512365545,6.8031293127064245,-1.831113976286299,-0.6174137986838647,0.04475968389687783,ir8110209.trees
0,10001.0,250,72,-2.457404450155837,0.035896092939642694,3.2896357041140956,3.946389189487121,5.509290007544969,-1.9121178848335905,-1.0732637714698259,0.049768968346504294,ir8110210.trees
0,10001.0,250,98,-0.573165214923614,0.14360995559976558,1.4316036913738819,2.537311188934621,1.7145323268901618,-0.36850142497982397,-0.9358682257840266,0.047938296966668514,ir8110211.trees
0,10001.0,250,81,-1.1836338167682938,0.018969499680875853,3.0184390970006274,3.519088212941472,6.273318398566068,-1.8017405924333858,-0.7147877150701817,0.04008198693391076,ir8110212.trees
0,10001.0,250,93,-2.604779358627309,0.07739711666799508,2.8498085728910714,3.6963456011162195,4.6397103688945665,-1.4858666176832465,-1.6266123984646514,0.05743133825625081,ir8110213.trees
0,10001.0,250,86,-1.7156462720731365,0.10967561541769713,2.278065195491743,3.2683708803195124,2.851731367007409,-1.019139133287961,-1.0942273501294373,0.04645078007884072,ir8110214.trees
0,10001.0,250,93,-1.4247413459978553,0.0271107774957738,2.211927017031866,2.65483488889306,3.016999918329743,-1.2715371409906446,-0.8213242146971138,0.04709968907889623,ir8110215.trees
0,10001.0,250,68,-1.6260440627684736,0.055227957720000186,3.030042726848598,3.782505990542658,6.0085699317440415,-1.6850330171143189,-2.220153497489053,0.06099050580200989,ir8110216.trees
0,10001.0,250,84,-1.0333549355823888,0.02631925769330225,2.798294687106604,3.315470698786178,5.948629615810069,-1.6387714991975204,-0.3224822984840049,0.03943731916914972,ir8110217.trees
