#/home/enes/bim/BIM.py trees/r3060000.trees,trees/r3060001.trees,trees/r3060002.trees,trees/r3060003.trees,trees/r3060004.trees,trees/r3060005.trees,trees/r3060006.trees,trees/r3060007.trees,trees/r3060008.trees,trees/r3060009.trees 50 --stats=all --eta=etas/Fn.json --out=outs/546713831.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FulD,TajD,FayH,ZngE,bsfs,Colless,btree,path
0,100001.0,50,346,-0.6020024826607842,1.2867217039666479,-0.34866308769686116,-0.09596645824505681,0.3478001259022284,-1.0493624025203128,0.16318620471444387,-0.8910384921177376,r3060000.trees
0,100001.0,50,307,-0.4088695570498219,2.3474790202874716,-0.807065358755708,-0.10523851101523672,-0.057093602238397344,-2.6899125700242275,0.16133937018516026,-1.3273645651737913,r3060001.trees
0,100001.0,50,348,-1.1831025332389389,1.0054380257665358,-1.220341329734124,-0.22600441218085549,0.40773335454504944,-3.029040047554201,0.20135816564388007,-1.9636714585168777,r3060002.trees
0,100001.0,50,411,-1.300925177269611,0.3116991447029634,-0.3142931486793713,-0.17617716100518024,0.9780493477255301,-1.7298878051829258,0.17645732326079594,-1.3314463262926781,r3060003.trees
0,100001.0,50,360,-0.7185175533800605,1.9722624363335521,-1.2341110146270922,-0.17165182911202417,-0.0066533438097826116,-3.277973579403131,0.233695908919123,-2.0298057154991676,r3060004.trees
0,100001.0,50,441,-1.1068312384708,0.9064923449331329,-0.8587570072189303,-0.19101791179671035,0.5265884759203066,-2.7091426987041465,0.2445694186765614,-1.9494368923280951,r3060005.trees
0,100001.0,50,338,-0.5851673643851992,1.132214071872214,-0.6417439846588572,-0.11450134285087328,0.1820864026382725,-1.6534177944426227,0.15592055535664548,-0.9235940039580292,r3060006.trees
0,100001.0,50,353,-0.8426253330198249,1.1542745217487285,-0.7352707994360967,-0.15156904824131784,0.3593480217552056,-2.4572380738939743,0.19232764027596855,-1.4244216158383236,r3060007.trees
0,100001.0,50,392,-1.2321115450192768,0.03299001670200338,-0.1843348944946666,-0.15906101434820213,0.9847707349718642,-1.1401240399173087,0.1447140080522006,-0.47908415919421854,r3060008.trees
0,100001.0,50,325,-0.22032596922420541,1.672536086586124,-0.1771369488261829,-0.03862544413385678,0.10180961603612719,-0.6531449390112557,0.155202368717271,-0.32027740185220094,r3060009.trees
