start,end,N,SS,FerL,ZngE,FayH,FulD,bsfs,TajD,Colless,btree,path,iColless,ibtree
0,100001.0,250,228,-1.5054220967524092,2.7266457255722485,0.04715592680921828,-1.5981273167472745,6.551076462836875,3.31559653403342,0.024695556419225283,0.8071567794509494,8060039,0.03980437880554475,-0.4719599585492032
0,100001.0,250,217,-1.6583759602955246,2.8274673035405726,0.0231058276514963,-1.0018061675430554,7.631427783566287,3.267337255449671,0.030383438515968624,0.1529506863095066,8060040,0.05078018165853378,-1.3169651687643469
0,100001.0,250,253,-1.07014821747118,1.8912860136582692,0.025658424011652255,-0.4819927103888617,6.916466893034554,2.250099280114002,0.031751892362075027,-0.0600537028077449,8060041,0.04874066157101525,-1.0504459268100843
0,100001.0,250,256,-1.681162095391754,2.9111962269934075,0.03048074071906898,-1.1016889310900968,7.052080072579577,3.4025495986182923,0.03605263927719202,-0.05153063069374272,8060042,0.048089892777942886,-0.951323129642146
0,100001.0,250,262,-1.6556819493523849,2.594355444245899,-0.01458791062349806,-0.4279541545315496,2.970349669500441,2.7509388463095434,0.04637906464567949,-1.1232473566670005,8060043,0.071995354690652,-2.9304901741509832
0,100001.0,250,231,-1.5960540975389763,2.719630911478329,0.021872016577164453,-1.210614637961705,7.041520842461258,3.137962959623477,0.03597070795917115,-0.36946484222578097,8060044,0.05285907899588428,-1.4997754772076233
0,100001.0,250,324,-1.7067704011212281,2.919880383224456,0.02476567891682876,-1.4662012679626766,7.923112542074107,3.3660036015608736,0.03358717890429643,0.05057272258746368,8060045,0.0508585209323647,-1.2115777421517657
0,100001.0,250,275,-1.7628670778741955,2.8906092535638086,0.005385236364912415,-1.1033060656448386,3.3186207725645707,3.2087023148623603,0.032694487627931104,0.14137096386565168,8060046,0.04110959968907889,-0.5939830089987174
0,100001.0,250,261,-1.6377655554014972,2.827725165617209,0.028299896840209227,-1.0679160925391236,5.693934896340357,3.295547933200063,0.030811858361689023,0.28157915412694995,8060047,0.041475579738308066,-0.5656387471462098
0,100001.0,250,255,-1.9598738383976828,3.3124192647314032,0.022227327778445747,-0.8720771098024391,7.3492441209873975,3.7880005731415305,0.0283227412147454,0.40696016324353135,8060048,0.045366951677678465,-0.9796304731834882
0,100001.0,250,248,-1.6469172211336305,2.827724314799979,0.025960036919713343,-0.7331223258911813,6.553231518012164,3.281619564238236,0.03410754235043207,-0.06316328912578226,8060049,0.04366041014151483,-0.8501059491199926
0,100001.0,250,252,-1.3227084258572908,2.4173129240978923,0.04475660930992243,-1.2193877769614851,4.108242063673237,2.9563599474431075,0.02673696762031668,0.7303401476085497,8060050,0.041990542816426994,-0.9174615960857216
0,100001.0,250,191,-1.7655336361776008,2.9904009701353518,0.021594181560908515,-0.9130976119143001,7.413687012583872,3.4425125830236007,0.029383363801682237,0.4722274856706672,8060051,0.047180658116336316,-1.2643507376471321
0,100001.0,250,241,-1.7174116192281688,2.9491183457371104,0.027180987688918704,-1.3675116204611093,7.457730791946497,3.4243017360947965,0.02799797633247115,0.7038038949472631,8060052,0.04428399080191735,-0.8693706854532205
0,100001.0,250,218,-2.3935696271453573,3.8433593095872776,-0.005731491677142624,-0.9252362016229004,3.87772461428162,4.192399108459482,0.0371766636438226,-0.1413801085337564,8060053,0.0719364914856559,-2.6235351092593997
0,100001.0,250,229,-1.78745338817049,3.053453386318016,0.025772177620364902,-1.3583308441234023,7.647724795535765,3.5316453556872767,0.034301325278476666,0.07530041606993464,8060054,0.060004996946310576,-2.0798755615534885
0,100001.0,250,261,-1.6706609762075215,2.8581073908384043,0.024551355675894816,-0.7066979559904568,7.743398918245107,3.303725099433387,0.03633725717522908,-0.2755747458538277,8060055,0.05415695038217386,-1.7650835811465375
0,100001.0,250,262,-1.630908709182154,2.83203816007824,0.03081444063627525,-1.0757080801072525,7.6924046875966425,3.3170520754233968,0.028995748389452236,0.3880327166596059,8060056,0.04462473550114435,-0.966909711545417
0,100001.0,250,251,-1.932767045978516,3.1534749301800518,0.0034340662680863447,-1.2869230551521456,3.9505524698657215,3.4878510307492294,0.04685666792567817,-0.9524417622828476,8060057,0.05686725396208488,-1.536176801224721
0,100001.0,250,276,-1.6011937425385911,2.8254233251795053,0.03750496550771402,-1.5208746811420908,5.346602652556116,3.3530865367826013,0.028304719132546563,0.358042467401635,8060058,0.039963825525426766,-0.6663933768541507
0,100001.0,250,295,-1.6582048552571638,2.9295604417765375,0.0392922924160663,-1.1755753662856423,7.772253016960945,3.4773123233912293,0.024881957479885218,0.8148317487357176,8060059,0.03826449492986609,-0.5024346569961501
0,100001.0,250,249,-1.635041238969713,2.7360216448270234,0.014093761080422082,-0.13733811008498667,5.1532178244921,3.1010472196910337,0.02649306905039514,0.6379033187331301,8060060,0.04677949333992863,-1.358725171467606
0,100001.0,250,277,-2.077992394870788,3.470867079762173,0.016705357356923474,-1.3903651003937307,7.8661833371079775,3.921379324170936,0.033807015054585984,-0.1261841300180396,8060061,0.04396992436246225,-0.8057441740354595
0,100001.0,250,217,-1.9637366272336831,3.2415845451578824,0.009842648675086071,-0.9152183866442326,4.244375326521878,3.634449972903532,0.025262907885077384,0.7733218310136847,8060062,0.06302041008609217,-2.3108290038108588
0,100001.0,250,270,-2.074160350986128,3.511423966239388,0.02437861547880389,-1.625132920323307,7.7109581861464696,4.018575122702768,0.03241492218081689,0.055998406923763136,8060063,0.054548840523383865,-1.327362752479707
0,100001.0,250,264,-2.262721879188258,3.793191062623072,0.020518184705979697,-1.4483018901715057,7.653973820653308,4.302981563141404,0.039211634042570685,-0.25465639885039004,8060064,0.06143930560953492,-1.8078151978057009
0,100001.0,250,240,-1.6615396335379429,2.8443266027216785,0.02485386407869185,-0.5757852727293826,6.2865515930963625,3.2936478888185894,0.02983415663589375,0.11249304995878197,8060065,0.05799376164708461,-1.92161483275052
0,100001.0,250,232,-1.8336288791354125,3.0385315289825625,0.011022483267300338,-0.3267105566244529,2.7966556019733857,3.415815297216645,0.028701904391760586,0.2090087976784447,8060066,0.06222524506628665,-2.0267850807143275
0,100001.0,250,250,-1.625501053397659,2.7987370757736234,0.02688296513550509,-0.7520705294780015,7.3615994590820195,3.2556776197564767,0.04353518291528395,-0.7759386069353944,8060067,0.04715977662773335,-1.3983380004297807
0,100001.0,250,275,-1.996678157277488,3.38531718711778,0.02426437763153251,-1.3778119113787202,6.414263955897247,3.8786332801593413,0.03401043077490806,0.06540901959028489,8060068,0.046440601114133964,-0.7652423676683882
0,100001.0,250,220,-1.7535541300677333,2.936926589735827,0.015723564127319355,-0.7741418304658143,6.35276195341556,3.3378259162305133,0.04421656850727974,-0.5599474699079839,8060069,0.045634149501230716,-0.6582447365361502
0,100001.0,250,262,-2.0508442956893536,3.380050800568753,0.009138692511649345,-1.5075440304910548,4.039666338080608,3.77318645775704,0.03607740400071013,0.0808888948903695,8060070,0.05337184515186846,-1.6278720454759672
0,100001.0,250,247,-1.7306062422383786,2.8777837518949503,0.011956531306300776,-1.257378975382377,3.7569597685316354,3.2427832073438223,0.03325414891957562,-0.019604676969620483,8060071,0.048694779116465865,-0.756856343919959
0,100001.0,250,264,-1.8048827897847173,3.0825131250295223,0.02565217027401275,-1.1625547936210328,7.7172584201513885,3.5571334428392265,0.034105536766144896,-0.19274472641039853,8060072,0.05172890977399334,-1.3116548924762041
0,100001.0,250,225,-1.4326980758668617,2.5084260373806737,0.030701936310845706,-0.7422054776697835,7.463239335074482,2.965717950339,0.032098617796247016,0.11991011693235545,8060073,0.049664094164677146,-1.0409409006333843
0,100001.0,250,253,-1.727812556721946,3.0253878841714306,0.03681413658471831,-1.5248124496741984,7.258036198421926,3.570954026835784,0.03117411306171838,0.22534232378078314,8060074,0.05049661009629917,-1.3534003628598152
0,100001.0,250,264,-1.6959700772733668,2.9892366457203687,0.0392544659468805,-1.2339915677586508,6.918299195547697,3.5461327534113853,0.02864883415950162,0.33859574377361323,8060075,0.04073282376819103,-0.5853865171318707
0,100001.0,250,258,-1.6579275124883592,2.756615096654828,0.01135076818185956,-1.774873283992629,3.162376200754049,3.1039753375480563,0.02877639590620546,0.21292761337056035,8060076,0.05511832275337911,-1.4202087967585904
0,100001.0,250,258,-1.3588270538856622,2.4205106290634952,0.035659066201270774,-0.898046269421856,5.407224611122994,2.89811936096524,0.03933649343919456,-0.18222950790680587,8060077,0.037796346677030704,-0.28550926805503196
0,100001.0,250,209,-1.891188818815806,3.187736589039314,0.02038959133486914,-1.2808536215048378,7.621873366027766,3.647566281909341,0.03350464314361081,0.002665907866531261,8060078,0.058689956960458325,-1.8495018888427293
0,100001.0,250,243,-1.2624329536240588,2.2926032905087363,0.04040779909082878,-0.6069173020431103,4.167357305621701,2.7911107381875744,0.03465133880172643,-0.0018539740790643137,8060079,0.04836943080238843,-1.0872671157113385
0,100001.0,250,269,-1.6499295094448692,2.909078342156288,0.03831374738431581,-1.4091827171160274,6.627447443682324,3.4511705976727467,0.0254125004416493,0.7296045986575322,8060080,0.043244213412790944,-0.6832104456579383
0,100001.0,250,227,-2.0270320136295137,3.4074773467803485,0.020174950585197842,-1.5914473795818969,7.695822615799044,3.884001528071024,0.030536592372294225,0.18000464144648187,8060081,0.04722654057088569,-1.0265305778116431
0,100001.0,250,233,-1.604533504450745,2.767641926050162,0.02747988500457824,-0.8231144700070899,7.518121214905773,3.2280396524238086,0.03503292105804622,-0.15880721104367146,8060082,0.04166791234416574,-0.5802501215557236
0,100001.0,250,253,-1.941436099159722,3.204012332444332,0.009394546858266316,-1.226863952735531,4.4991856469844835,3.583058633241533,0.04240770442059013,-0.429127200456535,8060083,0.05978006318076276,-1.6473035541425258
0,100001.0,250,270,-1.5272762944251577,2.738118176800294,0.042854062775269486,-1.2058771468841776,5.752568895755871,3.2939058302573065,0.03746739011707805,-0.07901059705279194,8060084,0.04600336831195751,-0.6666818785617308
0,100001.0,250,250,-1.9411931198613492,3.2306591610750415,0.013835314039820877,-1.1288944749605456,5.199441079453528,3.642664007643456,0.03180919241482057,0.3759335663949237,8060085,0.059450325019242065,-1.8630624662046344
0,100001.0,250,270,-1.8543842675535969,3.101380169128543,0.015595315580354104,-1.275753109124033,3.7876402259544335,3.5093931952562616,0.030653952214387506,0.3373946986243396,8060086,0.05231679405795223,-1.2392302632958654
0,100001.0,250,240,-1.6881578034209672,2.9755763695845885,0.039293841887381616,-1.281797910434907,5.7225183224771,3.5348049195235087,0.026502471906355917,0.6927956325879555,8060087,0.04352085762404456,-0.8716882260185447
0,100001.0,250,273,-1.9065965151927615,3.349889823698857,0.04232618329510614,-1.4341987312433215,7.72729578834014,3.961509954640662,0.027084010287580763,0.5846594135646495,8060088,0.04626944502576062,-0.9728370304283372
0,100001.0,250,264,-2.0600088554812626,3.4506547478491227,0.01823702043868814,-1.3768651160338874,7.668487750602616,3.9115309924412762,0.04289995295272773,-0.6919397024720454,8060089,0.06978142986693317,-2.331479208824624
0,100001.0,250,219,-1.7535566444898698,2.9617107625257564,0.019804932914482487,-0.9351644184995396,7.178499904831518,3.392628768260061,0.0437124843459861,-0.6977151547169601,8060090,0.05288308659859378,-1.568939342425574
0,100001.0,250,232,-1.5675562336147555,2.727301370395854,0.030700325071741582,-0.9754965400676012,7.245029028321277,3.2054184322485697,0.024737319396431225,0.8749293786949801,8060091,0.04808265319341883,-1.0790982808022935
0,100001.0,250,221,-1.999149137972635,3.3729312462961167,0.021972585492061842,-1.1248618498798155,7.715839094797207,3.859335629148114,0.032397811077044134,-0.20132518248523446,8060092,0.06237449799196788,-2.185406648120824
0,100001.0,250,256,-1.6132295667010301,2.7351405681584176,0.019695486250094933,-1.3962076075881125,7.0480961233354895,3.1367163315276256,0.032774032727126534,0.043298560266499565,8060093,0.04519286824718228,-0.947200445121672
0,100001.0,250,225,-1.5674021357786585,2.6307423005988038,0.01494134179889958,-0.8257762278258496,5.631468174583316,2.9947240487787097,0.03593066941434154,0.15867151506346264,8060094,0.056674277756186026,-1.891549293919744
0,100001.0,250,221,-2.1566032898040484,3.6112866678880864,0.01921642245786331,-0.6145467736869276,7.312500681919928,4.103210217045895,0.034477965625944636,-0.0581836272950366,8060095,0.05411017885584082,-1.6029023971045269
0,100001.0,250,244,-1.8753973437244649,3.206046126846539,0.027304370641031483,-1.2345970882224897,7.713035241612282,3.7070502339441904,0.025697629226583755,0.7209171736652005,8060096,0.034938139655395765,-0.08317408692080308
0,100001.0,250,281,-2.14322015111272,3.6804643470617897,0.033620819334480835,-1.6836833828873932,7.839580894861179,4.264582778256873,0.03224129235837358,0.1630325643696637,8060097,0.047341860109057936,-0.8231104224450093
0,100001.0,250,231,-1.558709537488381,2.6310154896817757,0.017260888930104672,-1.1291721724719397,7.1082132391109765,3.0095860843830304,0.037045482786974095,-0.3452574800725366,8060098,0.056710713823034074,-1.9772314966062847
0,100001.0,250,234,-1.5485335685305794,2.6957571838889627,0.030566106973896893,-0.7524281651397915,7.634074308029084,3.169520562480648,0.030121463370588908,-0.1395474473342458,8060099,0.0473668869024485,-1.2144701459550398
0,100001.0,250,225,-1.808588469709521,3.0474106685687907,0.019188309385710547,-1.4943422290743786,5.114862475427075,3.4816387879851987,0.03883148025371567,-0.44071246428384603,8060100,0.06253123091444117,-1.991654305425468
0,100001.0,250,311,-1.729544171352608,2.9859936311688773,0.02956704484545569,-0.8498442720460602,7.773014692177707,3.4720494262341783,0.02587420300206931,0.6806744547930601,8060101,0.042006736623915006,-0.5273625924195723
0,100001.0,250,266,-1.6195993770553987,2.833672699969444,0.0340492051557625,-1.1772090110571511,6.586985034023884,3.340084422399934,0.03600693094960488,0.011307728883410313,8060102,0.05140145836803435,-0.9443231733549288
0,100001.0,250,256,-1.5416842275907523,2.6654182200876795,0.02725685685644529,-1.4698372767126169,3.8762277728184813,3.1109193342006307,0.028185673972186086,0.6628528240147393,8060103,0.04006629603969876,-0.4435703451097461
0,100001.0,250,268,-1.92597494233846,3.29422282502702,0.028146739799645274,-1.4028140233547528,6.633472819920268,3.8057703510319016,0.03776229815872256,-0.33972452199998265,8060104,0.05574988124541176,-1.373850339326802
0,100001.0,250,261,-1.8520636981098504,3.108298410703385,0.017387262075832136,-0.7066979559904571,6.961989893416798,3.530343783847388,0.02970071303557048,0.5079213463527195,8060105,0.0534503605821134,-1.5597591035520002
0,100001.0,250,222,-1.5005016828953106,2.5718895334196405,0.02310266959650241,-1.2184548441686427,6.233140336862488,2.9851237491898672,0.04418173249170208,-0.7975992269757793,8060106,0.060328005570669765,-1.8894699017662924
0,100001.0,250,270,-1.4235982133427534,2.5149459605423337,0.033855737972440375,-0.9263732979247584,5.666389135702814,2.9884159808825834,0.028037196223223072,0.5454963252647078,8060107,0.04792071511853867,-1.0891096329318617
0,100001.0,250,252,-2.0217343247317703,3.3395653053547605,0.010284853719787006,-1.5932747701911176,7.182239858367753,3.738133925730072,0.05116090386697144,-1.1366374015722795,8060108,0.06132826235818852,-1.7501447611984866
0,100001.0,250,244,-2.098823205409116,3.5314986161774504,0.021303085192645437,-1.3889644393851093,7.1075093105763205,4.0244890230578765,0.028962300816167887,0.2109988608935419,8060109,0.04374389051808406,-0.7918258969413514
0,100001.0,250,286,-1.5735216186738237,2.7343434502884234,0.029906747388859407,-0.5203116297032342,7.081367730801345,3.2009362642126327,0.033757148409305424,-0.1730497461365221,8060110,0.060532452390205986,-1.7689338135949046
0,100001.0,250,225,-1.535685004898893,2.665820530698765,0.029144394215493943,-0.8257762278258493,4.4217788578106365,3.128466784072649,0.026800026296809762,0.5527227162964745,8060111,0.04488923435678197,-1.0535549497404286
0,100001.0,250,236,-2.143518274786998,3.5793220732613986,0.01732927322986281,-1.729318246908561,4.740022626528456,4.0520222483843815,0.032854377662452465,0.010175225984930569,8060112,0.052766622043730484,-1.348180065043919
0,100001.0,250,247,-1.996328859849113,3.3599386319977254,0.020388963167311532,-1.8674860702277831,7.662451840969705,3.829245589477349,0.04368566879380165,-0.7479930972880185,8060113,0.061635944700460826,-2.3450499414240595
0,100001.0,250,225,-1.8445825414609696,3.0251436181575113,0.005951205618060546,-0.8257762278258498,5.549879455103019,3.3684631834927217,0.031700365585078306,-0.0399177831948522,8060114,0.049007859394567525,-1.1136784613436903
0,100001.0,250,223,-1.4609938125513249,2.4094336437967327,0.006921088585271529,-0.5524793301010277,2.67314661373168,2.6978087398928983,0.030371485943775114,0.4442831075733057,8060115,0.05147548720226528,-1.0962158715953083
0,100001.0,250,200,-1.827990059530348,3.0665120928385696,0.01736641119103135,-0.6361511939842404,6.056382923510318,3.495943425157242,0.03201867779674096,0.1849208115879428,8060116,0.06400087152127573,-2.4077030845367497
0,100001.0,250,214,-1.7439810727966656,2.982694024067983,0.025851307680287386,-0.6212867164557185,7.663278892999182,3.4572018138033727,0.0368819749042252,-0.6306428389831227,8060117,0.04496696463272444,-1.0983124738823045
0,100001.0,250,257,-1.9387598237939416,3.3180849299448187,0.028736265008154332,-1.5495900507347995,7.17050739566062,3.837619432426261,0.03276286458403135,0.11936912479143705,8060118,0.04971714816254265,-1.3738699232776252
0,100001.0,250,311,-1.4583098567696269,2.624871511130166,0.04235439181049226,-1.4578328920970618,5.2437781725070405,3.162437203690552,0.03658127132184653,-0.07420333579740461,8060119,0.05018730837327806,-1.306665095176418
0,100001.0,250,290,-2.1001192801719437,3.503629996505424,0.01613368379244055,-1.4678069544599084,6.7806095741910655,3.9515923735441936,0.03447008179861495,-0.4545925897432115,8060120,0.059208370483832866,-1.7070419985139458
0,100001.0,250,261,-1.7970098008398487,3.001564332535009,0.014527151419683571,-0.20099256482232475,7.7139174677907825,3.3939106782002835,0.03095142667443969,0.18750498084903508,8060121,0.041153862762879474,-0.5955443715032891
0,100001.0,250,275,-1.9987751176308808,3.3787880468779803,0.022644348527843812,-1.5836912956791318,7.5819487751518775,3.860571015996675,0.03075114076377193,0.14950201733987628,8060122,0.05032711491125793,-1.2424200419034317
0,100001.0,250,236,-1.8040664727692832,3.0253242637426663,0.016688891743483456,-0.7723182925610103,5.3268866313349745,3.438553249536678,0.0304747214665112,0.18614518884933134,8060123,0.05767154640065639,-1.7864906536627922
0,100001.0,250,242,-2.3159818345417595,3.8638328376449977,0.01810748383069696,-1.4525301898315992,7.864899334875346,4.368751065263485,0.036882180125287836,-0.2556425408071966,8060124,0.060000613660073226,-2.12575134903046
0,100001.0,250,260,-1.6237124230661384,2.789171881715105,0.025727832013227852,0.3902676757411166,6.772822212626664,3.2360561244915638,0.03591845387414761,-0.37001138926194105,8060125,0.06825689856198988,-2.4615820067797034
0,100001.0,250,254,-1.966753592905125,3.3147078773421508,0.020784407252919312,-1.0116850311209828,4.381982578291759,3.7809900700351387,0.036899089788065054,0.01980794360885189,8060126,0.06385758086107872,-1.6790852538434502
0,100001.0,250,258,-1.7851914529232211,3.0697426292597902,0.028821068794010495,-1.4825976124690377,6.618119278696808,3.5652638178722045,0.023216522001986428,1.1154729012953248,8060127,0.04608259340089888,-1.2393613656231175
0,100001.0,250,305,-2.15021169678986,3.69506965733804,0.03399838118666325,-2.106876403798944,8.077425385134456,4.279841256649001,0.029278934882841782,0.4970937057845669,8060128,0.04959083646413612,-1.4249775029327967
0,100001.0,250,264,-1.903448040212509,3.245812283483924,0.02622997415728485,-1.6626122125843603,5.693194773981707,3.740326021195605,0.030389607585487876,0.2525274670278244,8060129,0.056391156021937214,-1.4836897243868952
