#/home/enes/bim/BIM.py trees/ir8000170.trees,trees/ir8000171.trees,trees/ir8000172.trees,trees/ir8000173.trees,trees/ir8000174.trees,trees/ir8000175.trees,trees/ir8000176.trees,trees/ir8000177.trees,trees/ir8000178.trees,trees/ir8000179.trees,trees/ir8000180.trees,trees/ir8000181.trees,trees/ir8000182.trees,trees/ir8000183.trees,trees/ir8000184.trees,trees/ir8000185.trees 250 --stats=all --eta=etas/BC.json --out=outs/846878304.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,TajD,ZngE,bsfs,FayH,Colless,btree,path
0,10001.0,250,79,-0.06364518601886385,-0.9070463014184659,0.7616064068375027,0.38950186326228664,1.1424053404701067,0.050154699433559845,0.06213649163717689,-1.808002609574767,ir8000170.trees
0,10001.0,250,66,-0.07374424902686445,1.1376818482658617,0.6173551266468728,0.3318499693073936,0.6710748896179036,0.037905847653082546,0.03926593470656821,-0.14767142457543442,ir8000171.trees
0,10001.0,250,74,-0.16067844386946842,-1.253265093762514,1.2058288316919987,0.6638473805338251,0.8229484204664652,0.07118809029485866,0.052744310575635875,-1.0509700896687628,ir8000172.trees
0,10001.0,250,59,-3.799160135246922,-0.8070051971883653,-0.7744577609607605,2.7225091967156017,-2.3358598712173255,-0.6135657603479068,0.05900140150042987,-1.4527588786185062,ir8000173.trees
0,10001.0,250,84,-0.18542677944173722,0.0500608231742956,-0.417543158732011,-0.035978421251688715,-0.2238198001599594,-0.05836177954522658,0.07878827136503001,-2.0862467791169914,ir8000174.trees
0,10001.0,250,66,-0.5015762089549257,-0.22268515806685912,-0.3768731974223794,0.23833032214674385,-0.2527960298810888,-0.10165084812301638,0.08666565905197851,-2.626939894287442,ir8000175.trees
0,10001.0,250,50,1.112016390766893,0.2832237482084379,-0.5149081333902572,-1.1201910710238898,0.3705950741881133,0.12349901783807339,0.06097999034260208,-1.4722379328392086,ir8000176.trees
0,10001.0,250,63,-2.0337696485422905,-0.37703919519133794,-0.8990498609070613,1.2441885810401438,-1.0776648851609005,-0.3643902181251966,0.05130198212203653,-0.7416601968093761,ir8000177.trees
0,10001.0,250,70,-0.5175210315422873,-0.12206448590580067,-0.7440578087183312,0.08862486989293507,-0.524004358868951,-0.13212277080055118,0.06084749555406377,-1.1917946963836394,ir8000178.trees
0,10001.0,250,72,0.45572492618960364,-0.201058534523744,-0.18325746545262547,-0.44888147668812595,0.3764012332546847,0.05059172439898462,0.04795166328396021,-0.7629791960856205,ir8000179.trees
0,10001.0,250,70,0.5337693134722942,-0.12206448590580005,-0.339028898340746,-0.5805924626151225,0.09709782167220944,0.04969651098336856,0.05544759683896877,-1.3619473703451712,ir8000180.trees
0,10001.0,250,61,-0.31684551167413444,-1.756975210444994,0.3725893488075949,0.419361283450656,0.44918447884464363,-0.01645063082498129,0.05447920715118539,-0.8911935040395644,ir8000181.trees
0,10001.0,250,60,0.6858499047038151,-0.8432189439040392,0.01107883462787309,-0.5480843088900508,0.8328231309842722,0.10038319819163774,0.04727242302543508,-0.742418027388514,ir8000182.trees
0,10001.0,250,57,1.0636753990880081,1.4528176269988191,-1.0813985288123225,-1.331693088209929,-0.9099384178972756,0.06932884661086369,0.049798271426720706,-0.8394210372217757,ir8000183.trees
0,10001.0,250,69,0.6677435071035966,0.1799983445339213,-0.8626261377319795,-0.9199544147019378,-0.5635626663286764,0.027928039120374105,0.057736321630608455,-1.2155240632807967,ir8000184.trees
0,10001.0,250,80,-1.2030295786249618,-1.8412941443068707,-0.450304341092101,0.7713732091127017,-0.6515312449323666,-0.20465941638701476,0.06365299909314678,-1.3811537396115656,ir8000185.trees
