#/home/enes/bim/BIM.py trees/ir8020090.trees,trees/ir8020091.trees,trees/ir8020092.trees,trees/ir8020093.trees,trees/ir8020094.trees,trees/ir8020095.trees,trees/ir8020096.trees,trees/ir8020097.trees,trees/ir8020098.trees,trees/ir8020099.trees,trees/ir8020100.trees,trees/ir8020101.trees,trees/ir8020102.trees,trees/ir8020103.trees,trees/ir8020104.trees,trees/ir8020105.trees 250 --stats=all --eta=etas/BC.json --out=outs/863530790.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,ZngE,FulD,FayH,FerL,btree,Colless,path
0,10001.0,250,67,0.4010028888572138,0.07635522834244035,-0.48566733396872336,-0.800062342911128,0.09832634066336425,0.6438082500781236,-1.7197152677948588,0.06075700652070648,ir8020090.trees
0,10001.0,250,81,3.9961088574082897,2.2453302911985666,1.5584356420137981,-0.5107601692080791,0.07623338348245934,-0.6945206570655519,-0.9791734409062579,0.050960112852845074,ir8020091.trees
0,10001.0,250,81,1.6072164723090745,1.2099804203888034,0.11604187782176575,0.3864046942055428,0.16739739708960938,0.5220731312502346,-0.2977808088586805,0.038246534525197565,ir8020092.trees
0,10001.0,250,68,4.6741122272395685,1.549574607178998,0.5467469542224,-0.3032627326936759,0.14591429003214143,0.1706050618089721,-0.8119860258314229,0.04597048242598185,ir8020093.trees
0,10001.0,250,70,0.554910821447485,1.2891512585187646,1.1628466809543654,0.39282380177196224,-0.0040565938798217465,-0.7347648008909651,-0.7034718149577949,0.04897187315570527,ir8020094.trees
0,10001.0,250,60,4.940492168914484,1.8289008129608517,1.291782917315206,0.9413859705329131,0.05688149415286875,-0.6050957972047847,-0.9369695876256052,0.04858142246404974,ir8020095.trees
0,10001.0,250,60,2.0171020022913555,0.7965630121484845,0.3287930506312902,-0.8432189439040392,0.06685359534977289,0.026486729335782003,-1.0934588344885592,0.04935872522347454,ir8020096.trees
0,10001.0,250,57,1.4498115690752806,1.3392620822267225,0.3897214608217649,-0.7310392286124932,0.1421666441685501,0.2453753134939481,-0.7806644775550388,0.04661117588634106,ir8020097.trees
0,10001.0,250,70,1.41448222789555,1.2590354632507363,0.6499629056305672,0.9077120894497248,0.08199911368433603,-0.11564611752904881,-0.7210906880127779,0.04600660707345511,ir8020098.trees
0,10001.0,250,75,1.610834989813844,1.2893718931509617,0.12954987068704807,0.4116127789052057,0.17811433004786642,0.5474322556350687,-1.0067138555808142,0.047068458164455054,ir8020099.trees
0,10001.0,250,71,0.2837317576794774,0.5543809359962258,0.2275570467712635,-0.6701449632473336,0.04646019052571761,0.02189729939082691,-1.4050535350180415,0.05683795088186848,ir8020100.trees
0,10001.0,250,55,1.2375432512000941,0.9638803375321368,-0.2585052959591857,-0.6499569649883468,0.20054368478299797,0.844732284657282,-0.53589375714051,0.04339015046360557,ir8020101.trees
0,10001.0,250,57,3.63147708563348,1.1382720757151077,0.36333962865269664,-0.10708012700926081,0.11501844473786879,0.16871696147549642,-0.34501256166192407,0.03968728512063142,ir8020102.trees
0,10001.0,250,64,1.4320259595975682,1.707032377254355,1.144641080018814,-0.6974575740732593,0.06428717641299098,-0.4865368866336241,-1.4828928698833623,0.05386649236241152,ir8020103.trees
0,10001.0,250,89,0.7148518757784471,1.2695180956512888,0.7953139320579734,-1.7614255877965732,0.05818219510129312,-0.28422576495976204,-0.4014148537584002,0.0433605389299132,ir8020104.trees
0,10001.0,250,77,2.748401247651066,2.8158345751605003,1.89994271675651,-1.0874914669034843,0.10487376795919252,-0.8062902566953434,-0.9434772153680223,0.04670698924731182,ir8020105.trees
