#/home/enes/bim/BIM.py trees/ir8070202.trees,trees/ir8070203.trees,trees/ir8070204.trees,trees/ir8070205.trees,trees/ir8070206.trees,trees/ir8070207.trees,trees/ir8070208.trees,trees/ir8070209.trees,trees/ir8070210.trees,trees/ir8070211.trees,trees/ir8070212.trees,trees/ir8070213.trees,trees/ir8070214.trees,trees/ir8070215.trees,trees/ir8070216.trees,trees/ir8070217.trees 250 --stats=all --eta=etas/BC.json --out=outs/747408066.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FayH,ZngE,FerL,bsfs,TajD,Colless,btree,path
0,10001.0,250,81,-1.4079250326216999,0.18145632874893647,1.0277435966978614,0.00742046146414388,1.8727056871097343,2.3266083835234035,0.04173048931970767,-0.5283889746684968,ir8070202.trees
0,10001.0,250,93,-1.621414348102764,0.1497152177629497,1.3780995246766845,-0.31568203980898235,1.715492714127654,2.516964744863276,0.045909444228527004,-0.686482104557614,ir8070203.trees
0,10001.0,250,96,-0.7128238890726217,0.14307453186160446,0.565154056566151,0.164831202081153,1.3085367628524416,1.56373807681543,0.043417622101308465,-0.58933058284679,ir8070204.trees
0,10001.0,250,76,-0.823728507827215,0.094623331998743,0.5040047898185278,0.021676152162057684,2.7924622670172727,1.176193662316946,0.05710819818864903,-1.197223021664991,ir8070205.trees
0,10001.0,250,114,-1.56742774543605,0.15486538397375912,0.774390131649211,0.08466993109401737,1.4659516395232004,1.8787501331101795,0.04497830029796605,-0.44475576478936585,ir8070206.trees
0,10001.0,250,70,-1.6667293489390878,0.15468126414373362,0.9525734753848938,-0.04867602929153123,2.23047345303367,2.0657103232081524,0.04520879215787883,-0.8440789155165805,ir8070207.trees
0,10001.0,250,86,-2.563213820905322,0.21392384937553088,1.1083101455517264,0.07670425671479089,1.8026966111428222,2.6289441366117865,0.04638188096002525,-0.7576882980077145,ir8070208.trees
0,10001.0,250,88,-1.1245708080926966,0.08542750423756362,1.3108582007475833,-0.5062169346628161,2.1654636933898685,2.0247553384100536,0.04538430218570134,-0.6620683407905584,ir8070209.trees
0,10001.0,250,104,-0.8920095459334805,0.1525904571684138,1.6056409075671934,-0.44129048457247666,1.8231825530803625,2.7904419206220634,0.040067798074016496,-0.2618670996484284,ir8070210.trees
0,10001.0,250,96,-1.285225614471405,0.09592753951577472,1.3878232834595046,-0.5137385627991832,2.4419454948326886,2.178002521172696,0.050244621750760166,-1.1778135396817233,ir8070211.trees
0,10001.0,250,87,-0.6833644806264696,0.09653466148275332,1.13719538995776,-0.3593959185508552,3.032832426202126,1.9018375970698216,0.04807710103085151,-0.768134390275164,ir8070212.trees
0,10001.0,250,98,-0.9473189097338781,0.12526377269885486,0.7722420304844204,-0.026634571505503756,1.363478009708838,1.6800213929799621,0.039173899900677975,-0.20572961302461495,ir8070213.trees
0,10001.0,250,112,-0.3882157730726525,0.04829239635255504,1.2335273559616138,-0.5872560127870169,1.054452664448814,1.6918743008058128,0.04203102733514704,-0.3791619680110374,ir8070214.trees
0,10001.0,250,87,-0.6833644806264693,0.13928964838407443,0.8740878668927928,-0.043936346746680795,2.44721513337824,1.8832064684615573,0.0487973398972233,-1.0203002790022995,ir8070215.trees
0,10001.0,250,80,-0.47960882986711234,0.0918486873007721,1.4724834510527574,-0.5862950764714701,1.9911446242303958,2.2495293657257744,0.04491400135646952,-0.6686481694777359,ir8070216.trees
0,10001.0,250,108,-0.9720481760072848,0.10770856685606771,1.0383836902367916,-0.25165228273160095,1.539781263415739,1.863625225167509,0.0369050874945421,0.09775120328150945,ir8070217.trees
