#/home/enes/bim/BIM.py trees/ir8060094.trees,trees/ir8060095.trees,trees/ir8060096.trees,trees/ir8060097.trees,trees/ir8060098.trees,trees/ir8060099.trees 250 --stats=all --eta=etas/BC.json --out=outs/260727759.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,ZngE,bsfs,FulD,FayH,FerL,btree,Colless,path
0,2501.0,250,10,-0.022713530158559914,1.9519461823788231,-1.230463979027777,-0.8809206284569866,-0.531955228025895,-2.466085915638886,-1.5022373304634766,0.0636740510428812,ir8060094.trees
0,2501.0,250,8,0.1749627723302443,-0.03320460659858939,9.120471661981977e-07,4.374785332004801,0.0498612052537686,0.12770886598239403,-1.6741729048065503,0.05418447985490348,ir8060095.trees
0,2501.0,250,5,-1.3781370064671912,-1.2179347842304447,-0.46991271371918325,-1.854344998188919,0.06348796555822199,0.8801558540341727,0.6145603265351453,0.029828993392926544,ir8060096.trees
0,2501.0,250,6,-0.2110035283398217,-0.3920837246298782,-3.1178367348751664e-06,2.0301464234706033,0.07678048873269253,0.3930836264562229,-1.8516048076384537,0.060305739085373754,ir8060097.trees
0,2501.0,250,8,0.40754275400755896,-0.30306835049529784,0.569646581153092,-0.5065713299685084,0.18252890995829377,0.5818477583789966,-2.606979325345863,0.08459645031739864,ir8060098.trees
0,2501.0,250,11,1.1476708142600731,0.659804115861485,3.711800825977125,-1.029123745469293,0.06628714763141008,-0.2550337004419097,-0.6535389890622835,0.04184479854903485,ir8060099.trees
