#/home/enes/bim/BIM.py trees/ir8010056.trees,trees/ir8010057.trees,trees/ir8010058.trees,trees/ir8010059.trees,trees/ir8010060.trees,trees/ir8010061.trees,trees/ir8010062.trees,trees/ir8010063.trees,trees/ir8010064.trees,trees/ir8010065.trees,trees/ir8010066.trees,trees/ir8010067.trees,trees/ir8010068.trees,trees/ir8010069.trees,trees/ir8010070.trees,trees/ir8010071.trees,trees/ir8010072.trees 250 --stats=all --eta=etas/BC.json --out=outs/882282328.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,TajD,FerL,bsfs,ZngE,FulD,FayH,btree,Colless,path
0,10001.0,250,103,0.9042616713673564,-0.435329946460289,0.4024733330679154,0.7565032899673078,-0.5143206798988202,0.009025043608928049,-0.36660706104762336,0.04167375145744267,ir8010056.trees
0,10001.0,250,60,2.207886870801039,-1.121377168728129,1.0733673007312325,1.8746175694521454,-0.8432189439040392,0.011955636183310792,-0.8081246221260643,0.04548987739815568,ir8010057.trees
0,10001.0,250,85,1.6365248736685811,-0.14770719420960027,1.5342043510248113,0.847527474971745,-0.842662461768864,0.105822285773167,-1.1191422369924264,0.051226411020425786,ir8010058.trees
0,10001.0,250,60,2.47699669139252,-0.6555302834481972,1.6942786725148893,1.617330200490794,-1.4380872487163567,0.10083070303613195,-1.5357738282667968,0.0578946610816024,ir8010059.trees
0,10001.0,250,84,0.3835475064945941,0.9201081610105944,1.3914436862860082,-0.5724851855489563,-1.033354935582389,0.15894987100775704,0.08738956495446143,0.035124368441507965,ir8010060.trees
0,10001.0,250,81,0.6099464711368999,0.5794999552150403,1.5332712365931003,-0.19693035403122253,0.38640469420554296,0.12896220013988152,-0.7353891907188962,0.04564411492122335,ir8010061.trees
0,10001.0,250,76,1.0758022184884706,-0.020852458431271346,1.4048179872991253,0.49382370261956043,0.6056784862996335,0.08078229255259634,-0.6626413987088122,0.05061212592304702,ir8010062.trees
0,10001.0,250,93,1.7389484643758508,-0.41993487303342397,2.8088954643736375,1.1151936458529463,-1.6214143481027643,0.07530793140355789,-0.44635917765559285,0.04365130773992026,ir8010063.trees
0,10001.0,250,47,1.2865191976788009,0.4966821427113843,3.191622610399995,0.15981033435546915,-1.0080498858402034,0.1781066931294061,-0.9288596985063298,0.04773124757092888,ir8010064.trees
0,10001.0,250,76,0.4504605776843819,0.02034765859271311,0.9324617393616461,0.18330054305106266,-1.3001975058694983,0.037946086622071856,-0.593723683391502,0.044384669407681654,ir8010065.trees
0,10001.0,250,57,0.6924395153904466,0.08018234754812323,1.33211242563224,0.23912516885666757,-0.419059677810877,0.06669235715172644,-0.7715611191315375,0.04804849898126229,ir8010066.trees
0,10001.0,250,70,0.9301190351737257,-0.8714378029197137,0.8776166605079839,1.1143924205405304,-1.1518410612613255,-0.051666560723345835,-0.41208565728551,0.04446387701343007,ir8010067.trees
0,10001.0,250,57,0.09234622295857668,0.41776386485909667,0.537256502479357,-0.2962061755740059,0.8288585253955867,0.06829399265649219,-0.42997046858979937,0.042619402340544975,ir8010068.trees
0,10001.0,250,73,0.38194280011376713,0.5372331511506235,0.9326176702516625,-0.26447342977678684,-0.981424214333402,0.10621829613687564,-0.3693452711960984,0.04192452190897585,ir8010069.trees
0,10001.0,250,75,1.1833916179399588,0.1615779156964889,2.1454900030188333,0.3940364695999652,-0.07085556480438275,0.11511222122278351,-0.40438569055688695,0.04315289833167797,ir8010070.trees
0,10001.0,250,63,0.4621021717820669,0.6629152650357014,2.415560159517477,-0.33109596352052456,-1.5137901901120603,0.13209886646047173,-1.024197654747952,0.05292306748215272,ir8010071.trees
0,10001.0,250,80,1.3702926216486457,-0.17553446483507332,2.555745374650659,0.7503237099320533,-1.1604514870869915,0.08156909393113194,-0.4060227242310033,0.04283981805357631,ir8010072.trees
