start,end,N,SS,FulD,TajD,FayH,ZngE,bsfs,FerL,btree,Colless,path,iColless,ibtree
0,100001,50,420,0.7282268398730573,-0.18062909970102786,-0.013049825770881485,-0.09005944120524419,-0.03727246853853227,-0.00368867067126665,0.08181681948780284,0.13181211711203816,3070000,0.14408615008503406,-0.3372834455254145
0,100001,50,417,0.3309113201548856,-0.059022589786012776,0.002939744847119272,-0.08270617696097833,0.0780671156639941,0.059576358799318566,0.3858314182869595,0.10675364673232476,3070001,0.10724740715958517,0.3611306693408162
0,100001,50,458,0.29780592374921083,0.19149572926080144,0.009215919930210354,0.12971661090897554,0.5692683150685902,-0.035042395684712666,0.18882366649066848,0.12006955248467102,3070002,0.13191307057174018,-0.18731672443999925
0,100001,50,513,0.4618761572182709,-0.42215031269343023,-0.011162299734772221,-0.3540830944426403,-0.34487598489923776,0.154655551210978,-0.3391311755768772,0.14493450889127588,3070003,0.15387821795384835,-0.6347767777018696
0,100001,50,454,-1.0740336635897059,-0.1313201260358173,-0.05789554629716949,0.29305345753113465,-0.20401822898767172,-0.41167356612787614,-0.20699628471364465,0.14298124655267522,3070004,0.1528754358886412,-0.6154591494931776
0,100001,50,362,1.5345182067799399,-0.5239010358170669,-0.012894805120684057,-0.4451529100809621,-1.0406610461813643,0.19972873291613927,0.10584864278076588,0.11389522914428925,3070005,0.1200055971755791,0.12460943867369728
0,100001,50,489,-0.3239398926800621,0.3969836035519816,-0.056164321300976205,0.8271753131104681,0.0735526742319592,-0.7091445400974433,0.1569521213394107,0.12641324135287918,3070006,0.14209631220909416,-0.1856042784061616
0,100001,50,401,0.10609167635732317,0.17569193911758524,0.05804435423710042,-0.2475832192833331,0.8440621360928686,0.3859390513977658,0.192998553873076,0.12200609410430835,3070007,0.14429993308798927,-0.34498176285964804
0,100001,50,497,1.1196762002745917,0.024001297123874804,0.011223077862416072,-0.058410828236924665,0.3255341486239518,0.08077070492971827,-0.6219024558708168,0.16145202373186726,3070008,0.14920005039052653,-0.6425409945779663
0,100001,50,487,-0.1899779419575403,-0.006501138794434501,0.02057100680405844,-0.15925871966856794,-0.03411281068206965,0.17778786610012098,0.17482391155621935,0.1116565109456104,3070009,0.1307193247669438,-0.17784401618136791
