start,end,N,SS,ZngE,FulD,TajD,FerL,bsfs,FayH,Colless,btree,path,iColless,ibtree
0,2501.0,250,16,-0.07822908843492808,2.263676098788768,0.16739225388587015,0.183638312952996,0.4067775067790014,0.04988001632233322,0.032553601502785336,0.6170255315933353,8100000,0.05554475968389688,-1.6491353431214943
0,2501.0,250,20,0.8611416759146163,0.5712694743094275,1.3459203466088072,-0.3790336277023301,4.670004101940164,0.05570751984852095,0.04015416504728592,0.6938029923731567,8100001,0.05248952800449109,1.4096079322612616
0,2501.0,250,19,1.19158542505907,-0.9208730202678008,2.1365451546312637,-0.3862642910389295,1.7117688501454706,0.12712149901050998,0.0304686487887032,0.8320470034107311,8100002,0.06107224597313988,-0.5318790003423298
0,2501.0,250,16,0.9838824329172536,0.3592984541263136,1.4921660615077648,-0.4690025021488805,2.1584911299229588,0.05454213363495305,0.02842244554253882,0.5469443356933253,8100003,0.028544284665543894,1.7078439884184065
0,2501.0,250,34,0.488348812448448,-0.7860525318473449,0.9476987916157592,-0.10297568260748276,3.5148742421094443,0.06307940229401175,0.03951936779375567,-0.21692472815147265,8100004,0.0391296368268774,-0.15962171808432074
0,2501.0,250,16,0.9838824329172536,0.3592984541263132,1.2428379040138051,-0.5965692386003458,3.0637935408409898,0.00728310863762504,0.03176577276849332,0.8500920848510901,8100005,0.0446301334369737,-0.01347289865746402
0,2501.0,250,19,1.4767901219837487,-1.7472058444088665,2.3382632846818274,-0.6387519710227503,3.151703564226168,0.10087311059774433,0.031074117257560707,0.543834827562701,8100006,0.044273869672237336,-0.018019178845015117
0,2501.0,250,22,2.2561532943950735,-1.172994251653622,2.851327713566936,-1.3327056745171466,3.0837954538742727,0.02618453801765286,0.023763255788129472,1.345650957004768,8100007,0.05114004404715637,-0.17262206007205216
0,2501.0,250,10,0.6078852913536046,-0.8809206284569866,1.5158245035021822,-0.010572559372355364,1.6393201033106255,0.15961305078168345,0.03679233061277367,0.4595422210889162,8100008,0.05573908537375308,-2.1043837206051514
0,2501.0,250,17,0.4600873794611015,-0.7127076431669842,1.0616233704304638,-0.03090933971573281,1.8305684778020104,0.09369682741825552,0.04207445618250127,0.17715087506016675,8100009,0.06566912812540485,-2.2327168568158564
0,2501.0,250,12,0.3322072241311593,1.2374296820739528,0.7626981739925496,-0.033622409901803964,1.3688301729760448,0.07063736112154831,0.02521051949734421,0.5480227728770168,8100010,0.06506671848685064,-1.623242996357357
0,2501.0,250,20,0.07827822487457428,-1.0119084632668656,0.492530214956236,0.15742211009190216,3.240193006957449,0.07216530252472253,0.032834564062702416,0.5722331565888886,8100011,0.04436023664550676,2.7237120541145625
0,2501.0,250,23,-0.6608966082509817,-0.5414743867334509,-0.2878676002907503,0.6749574127657486,0.5587488357690087,0.08881041800473702,0.031322872133696084,0.426699304715805,8100012,0.080078378028242,-1.1537511614064793
0,2501.0,250,25,-0.285996391431675,0.5904455113797492,0.5350971137297428,0.6376931100612139,1.1273648811224262,0.15273101536395828,0.03366152783175714,0.5922407977071151,8100013,0.03816340631342575,0.6640879209872484
0,2501.0,250,15,-0.07284645206346574,-2.4670401169421527,0.2023700244288481,0.1944449633022492,1.9999788559069624,0.056131229246001016,0.0323228397460811,0.4429273509226905,8100014,0.03889752558621583,0.505530138836939
0,2501.0,250,15,0.3007702995951543,0.5430819992150969,1.5726968882961831,0.4246029660565488,1.1192788330527874,0.23128099470906385,0.030250032387614974,0.7206852428966242,8100015,0.06597357170617958,-0.16127145710678392
0,2501.0,250,18,0.5697178198057524,-1.6858798410735365,1.2265896542913035,-0.08100413300229363,1.097007444347016,0.0988971130721669,0.028007190050524683,1.0534615273130763,8100016,0.0631882368182407,-0.0526790683143396
0,2501.0,250,16,0.4028449535892952,-0.5928903682049143,0.9073615144335886,-0.040378267671957416,1.9948759343556368,0.07851376668267747,0.02919049469768475,0.6938425470566789,8100017,0.06528263592002419,-0.9121091271492432
0,2501.0,250,20,-0.2485738556943325,-0.2203194944787188,0.6698461439647806,0.6579823085320687,1.0714531634712312,0.17576174294477906,0.037162988873054935,0.2781872250932917,8100018,0.04732640238372846,-0.15306185894987184
0,2501.0,250,12,-0.9046381145322252,1.2374296820739523,-0.5481149945315299,0.8603397673022963,4.72985831489979e-06,0.11803628065288813,0.0317121018636759,0.40464577278772335,8100019,0.07332556030573907,-0.2097827289270397
0,2501.0,250,15,0.5367387743269143,-0.4602920395039866,1.0158363856509316,-0.15496537982831435,2.1644895491698035,0.0684285303528988,0.028209612644124887,0.9055780637740232,8100020,0.03441184091203524,0.18009632397193293
0,2501.0,250,18,1.9702376348491863,-0.8215446257946851,2.544044795922124,-1.1548494025837504,4.928559308574919,0.02797307976477724,0.03022574167638295,0.7203926478298972,8100021,0.03229045213110507,4.4733299952567
0,2501.0,250,22,0.7880468040093497,0.2876268263757853,1.114021595342785,-0.4039619181420816,0.8673308361391759,0.030190412725559463,0.037161051152500825,0.6203856259175312,8100022,0.06742021850844236,-1.6770084263075358
0,2501.0,250,16,0.17167950482440875,-0.5928903682049141,0.6461635010981983,0.11555054564454535,1.9035018621626285,0.08264240788489806,0.03597724230254351,0.5865816573212447,8100023,0.033909832879906725,0.5451023650399378
0,2501.0,250,21,1.2990124386994275,-1.8553601631833363,2.4524854889227883,-0.3487567599291832,1.769518863794584,0.1600376412696736,0.03304832232154424,0.7209244992619508,8100024,0.06377769141080451,-0.34174603919686186
0,2501.0,250,27,0.9286027913358345,-0.8729350895890776,1.409443585593766,-0.4155683954684761,0.9326245334126656,0.05352874541290372,0.0363291877186164,0.8487536592221321,8100025,0.04466971829972219,-0.5924492837795036
0,2501.0,250,24,0.6770294137503319,-1.3111584109330636,1.3146233496937527,-0.15686495114082968,1.8401226520258551,0.08914296878563371,0.030590102344863326,0.324220939944776,8100026,0.04875955434641793,0.6221223734905683
0,2501.0,250,17,-0.014499120610898931,-1.618795465943367,0.2115456029479524,0.12677660182290434,0.6124465025973598,0.04289353599368279,0.031666990542816416,0.5567921708019301,8100027,0.06297231938506716,-0.7163251029400128
0,2501.0,250,17,1.0749604550260834,0.19338017960939946,1.656133427193172,-0.4954617798652982,3.80273975143654,0.06467260087846102,0.024144966964632725,1.7248641507801306,8100028,0.030638683767327368,0.4961827480387878
0,2501.0,250,27,0.7291672330200444,-0.26066683708475946,1.6351123853601768,-0.04794169646229661,2.1740396228557253,0.13317039807084466,0.030777950511724318,0.8551775812135697,8100029,0.04423068618560263,0.14512520215809172
0,2501.0,250,20,0.9454905999323979,-1.803497432055012,1.7096062021484209,-0.2959848219988366,2.7367296484763166,0.10319075838209972,0.03618056455211527,0.7801633200516422,8100030,0.05355292136287084,0.4273143735465431
0,2501.0,250,17,-0.1040437432659935,-0.7127076431669838,0.4048443384735809,0.33814063759466745,1.6551307838602334,0.09949295674226853,0.029958543852830682,0.235348972603152,8100031,0.0388651379712398,1.4319488701794514
0,2501.0,250,14,-0.18070573973904155,2.8689971750578738,0.01834829878685381,0.2359321044394129,1.551339111253063e-05,0.04719814208996898,0.029857332556030576,0.4630154593776687,8100032,0.06828928617696592,-4.082112290412373
0,2501.0,250,22,1.4291199714777822,-0.4426837126389183,2.4433862185851,-0.5120981221150809,1.3932084887015204,0.13015329452849925,0.028235522736105714,0.6175203894345743,8100033,0.05363389040031092,-1.054629844273013
0,2501.0,250,11,-0.8807861772600545,2.81529364808728,-0.7300105742330038,0.7416503206591959,-0.7724350911784661,0.07821643807785805,0.02588984972146651,0.8031071032404831,8100034,0.08074232413525068,-0.1821051337969712
0,2501.0,250,18,2.0531255422701244,-1.6858798410735365,2.7059705353692234,-1.1751508552941354,2.009358409042885,0.03930407755418208,0.033145485166472345,0.2862638744074309,8100035,0.0584920326467159,-0.1311517751297704
0,2501.0,250,20,1.535933068056874,-1.803497432055012,2.469379016721179,-0.6403869010162125,4.739880077891171,0.11182994178131588,0.02882497732866952,1.5316047029492357,8100036,0.046659757308805117,1.023926846889573
0,2501.0,250,17,0.9137801342469134,-1.6187954659433672,1.3490096832480851,-0.4513653226144706,1.808014166424748,0.04397213900698598,0.04154251414259188,0.231995280841558,8100037,0.07051863367448287,-1.023982916584705
0,2501.0,250,22,0.4503823112206332,1.0179373653904893,0.8936965845364216,-0.09694019926351896,4.283933285005038,0.06305698391986662,0.028090858055879436,-0.3715650243332691,8100038,0.06759295245498123,0.16000135314841174
0,2501.0,250,16,2.3771228403380564,-1.5450791905361416,2.4711844291300604,-1.7133338413413444,0.9264959671605392,-0.08316428668854947,0.025627857050321102,1.5872320724193805,8100039,0.06224899598393574,-2.2248988036874717
0,2501.0,250,22,-0.6996344395815165,2.478558443419897,-0.7261967164273413,0.495608050051213,-1.1227581646824751,0.020037736534748062,0.0367235069309496,0.766325336268032,8100040,0.06751198341754114,-1.6664936215293604
0,2501.0,250,25,0.5915857382098697,-0.06408293727392306,1.599817752566179,0.10120219224071043,0.9182102674059338,0.1564228650793733,0.028586118668221274,0.7844076915287836,8100041,0.03919711102474414,0.20338965107006976
0,2501.0,250,17,0.10489370959589367,-0.712707643166984,0.7949933826775675,0.2768839318950433,1.5879143250020082,0.12483468006492693,0.032722286997452166,0.6444210652415706,8100042,0.049804054929395006,-0.1136890694020635
0,2501.0,250,13,0.6054327589755111,-2.3970717900180203,1.2052604575170134,-0.15070989349932,3.4272403335806043,0.09020956761627164,0.031853219328928616,0.2755101893713413,8100043,0.04974737660318693,-0.8768081877614575
0,2501.0,250,23,-0.11044187405863393,0.8648165856572604,0.3262240864963457,0.3083334004793097,3.1252887603301955,0.08105059474525718,0.030509133307423244,-0.3876781273748179,8100044,0.061525672582804336,-1.3820446466537666
0,2501.0,250,24,1.563180703772343,-2.667068113123186,2.0456165963684594,-0.8803725359192444,1.3306635882282234,0.031984344165145825,0.03211879777173208,0.6465906531230636,8100045,0.03856555253271149,0.8590059392198184
0,2501.0,250,21,1.2101922492873691,-1.8553601631833363,1.5943285811389585,-0.6837843450690705,1.5262127294596273,0.025040141712331782,0.02719911905687265,1.3391510817953125,8100046,0.03250097162844928,1.2681398049209551
0,2501.0,250,15,1.3265776966929446,-1.4636660782230697,2.0956119174387453,-0.5945625645578463,3.5110894492303033,0.08931658717257894,0.028544284665543894,1.4086263819676328,8100047,0.03211232024873688,4.24122324059225
0,2501.0,250,19,0.10835604731630058,1.5581254521553956,0.5038176895115405,0.12484420624817533,2.796199959586751,0.06821082497934176,0.029045213110506538,0.7708632041263945,8100048,0.056370643865785726,-1.0803205773580489
0,2501.0,250,13,0.438068544895757,-0.1472630914832532,1.4428547126843638,0.17936850385517472,1.312846243502167,0.17880876360789835,0.038055447596838966,0.5863768178187831,8100049,0.045763699961134864,-1.8541231811368335
0,2501.0,250,21,0.007313112678338514,0.4237263086820489,0.2819164837659811,0.13738781541049716,4.1325240779744306,0.049071661254114336,0.028222567690115295,-0.10512904927621984,8100050,0.035075787019043916,1.9498746975059609
0,2501.0,250,18,0.2724646345720441,-1.6858798410735367,0.9096250873132212,0.12767591578817666,0.9238153052314316,0.10704351492801276,0.027897513808901292,0.33011833836586885,8100051,0.049639417886600166,-0.7970439094420652
0,2501.0,250,16,1.0463595812320878,-0.5928903682049143,1.94579034608696,-0.31517110511268426,2.5238941487464217,0.12602793242845736,0.028112449799196783,0.01275100951279123,8100052,0.03926998315844021,1.0033132611355706
0,2501.0,250,22,-0.14909450568687047,-1.1729942516536218,0.3897647147719622,0.3893670418737606,1.6670855476435291,0.10130932403252843,0.03385094630722303,0.30292729585266115,8100053,0.04234680658116337,0.361116723295004
0,2501.0,250,23,0.5652235936624455,-1.2446198729288072,1.2700317048825172,-0.04241816527140746,3.964583904996063,0.10513721400794747,0.02932158742496869,1.7121823377423422,8100054,0.03823357947920715,0.8228482615725571
