start,end,N,SS,FulD,bsfs,FerL,TajD,ZngE,FayH,Colless,btree,path,iColless,ibtree
0,10001.0,250,81,-0.2864689533546733,0.6799539922499566,-0.772439217980583,1.9253703144883,1.4791920334372095,0.040442338544334565,0.0371856087946255,-0.0111004301088855,5070000,0.05006720430107527,-0.934969897950746
0,10001.0,250,83,-1.228409136483762,1.2755995185209796,0.027128192249983155,1.8982186027035857,0.8221439950187077,0.15080214424712665,0.030688940411255694,0.4075412140644384,5070001,0.040461847389558235,-0.2606754285106416
0,10001.0,250,59,-2.3176508169083294,0.9059546988098354,0.044969148562975854,1.5626092957140534,0.6501705670038537,0.1303024959322584,0.030354906569442137,0.23422514285042445,5070002,0.03900116595413914,-0.14284975192329846
0,10001.0,250,81,-1.4079250326217,1.7756368068951207,-0.0959581309828916,2.246821962899181,1.0757700261382177,0.1607009647762002,0.03606462138878093,0.10814816469340224,5070003,0.054353358132992816,-1.3445219427792938
0,10001.0,250,70,-2.18161763661685,0.8637217962881822,0.6945573482892833,0.6285309750081584,-0.2825530495036105,0.14836467890648722,0.03166615293208429,0.4997476008507668,5070004,0.04838061925119833,-0.8491527723744192
0,10001.0,250,91,-0.18400322008248826,1.3100323513527177,-0.09219973020841006,1.4309420533518278,0.712550067668062,0.0973807748788134,0.031176988264515232,0.2313994583935691,5070005,0.03627615299909315,-0.06197070584892829
0,10001.0,250,84,-0.3833054803283788,1.2468164255266427,-0.06925628859686593,1.827934770519024,0.8690380397346109,0.13171911454220442,0.025837219847130458,0.9061577105592752,5070006,0.04505348583273185,-0.5701219034927112
0,10001.0,250,69,-1.1247599363515053,1.0182479478240023,0.5882461345744873,1.5053225503222354,0.19057183576642356,0.20201798183997505,0.031878666740695505,0.2776724293205233,5070007,0.041373065896123065,-0.41669372848480185
0,10001.0,250,97,0.20783518496051293,0.5989289458152126,0.23712378086108105,0.7763443000824214,0.1551848515266781,0.09256751166830418,0.02915964935008853,0.4476422589164635,5070008,0.04065234545218999,-0.17447628035967092
0,10001.0,250,65,-1.836623754977502,1.3037646725145833,-0.3097760550402072,2.598987984026472,1.395827766430822,0.1598253951178867,0.03136740510428812,0.25163551570292064,5070009,0.04453759739418504,-0.6769293439041812
0,10001.0,250,85,-1.6997052648197597,1.1493031052719858,-0.3678325092472925,2.3470167993367417,1.3414728438864685,0.12986903051100582,0.03117062580723678,0.3854934881494016,5070010,0.04066265060240964,-0.5190687142839601
0,10001.0,250,113,-1.7172100078624395,1.226822076643708,-0.7193726334854689,2.6707365954616735,1.779588935512297,0.1047779797286842,0.029670575710978562,0.5504838678269477,5070011,0.041547421356982174,-0.4239588943796644
0,10001.0,250,97,-0.7367665365394065,0.9281021311967124,0.5826241046778423,1.2162297681019696,0.07248469423303518,0.1743518890207232,0.03616756307226827,0.022089071711484585,5070012,0.035589006148664136,-0.09560444489810987
0,10001.0,250,73,0.5033742714577466,0.9929936682633048,0.23647661615848745,1.0084522292000146,0.25566150909388424,0.1123281871461742,0.03200768333881432,0.24748194830255685,5070013,0.03200975946797945,0.2787002757183387
0,10001.0,250,80,-0.9335039346803652,1.1350652718198164,0.11639289650669392,1.2757730675330756,0.472632239971962,0.1154179707334962,0.033373123831732465,0.33353440915011306,5070014,0.049101529457488385,-0.92123104892708
0,10001.0,250,71,-0.6701449632473339,0.950302906967453,0.33870514241186234,0.9874600028243726,0.16347530035530214,0.12549483157987565,0.03249049328242763,0.34226845257800004,5070015,0.04567665824588677,-0.6091792967573022
0,10001.0,250,73,-1.2288906286319263,1.0198320007210309,0.07902990926408206,1.7192791305315906,0.6974681745982446,0.1454015086250215,0.028947587585364507,0.4550532992695375,5070016,0.03882097304172702,-0.31170936744606514
0,10001.0,250,62,-0.33543542270571314,1.0312932898297364,0.14060350854765705,1.2735264000390594,0.4471450599053057,0.1208214089818474,0.03142021099827078,0.4368539485693012,5070017,0.04517424536857106,-0.6583898781334666
0,10001.0,250,106,-0.5856902052798307,1.3812226842232949,-0.2358320512738089,1.8038074856664263,0.9983883448693788,0.1053938686296714,0.03642266507632309,-0.17880373904746366,5070018,0.04000518201839617,-0.32076823353393397
0,10001.0,250,77,-1.3228000985441648,1.4518847635837178,-0.3647561180441669,2.158414388852325,1.251882420403146,0.11624077671781052,0.03329594035967918,0.09464676978389208,5070019,0.043685003945400376,-0.5290312745873887
0,10001.0,250,67,1.0777721508920632,0.9918832902640112,0.23829458583367644,1.0180951524521624,0.2571740436886668,0.11407240737939707,0.03212851405622489,0.057186530328561726,5070020,0.04695664377941875,-0.9170810644903614
0,10001.0,250,75,0.6528469507600002,0.8891044639635007,0.5604325093849017,0.9972169659841674,-0.010421933283099464,0.1571997648458417,0.030112385023966824,0.2875276217987939,5070021,0.03530789825970549,-0.301419690854603
0,10001.0,250,67,-1.3365864839977541,1.424250999452651,-0.3752461497583609,2.316569762498839,1.3253057557363614,0.1279787274688143,0.0253536893645716,0.914502156954896,5070022,0.04608294930875575,-0.8927011143388499
0,10001.0,250,89,-0.9410655566014476,1.2207111194120803,0.3170951900425512,1.6545799390487248,0.4811379597012666,0.17197467081937245,0.03227720265225123,0.17884136437684675,5070023,0.03824257603892272,-0.07688196704869396
0,10001.0,250,75,-1.0357922522235596,1.0132906580399852,0.4998057941070389,1.245256072871524,0.1484417706093993,0.16792029081948925,0.023053504339940408,1.185610829401888,5070024,0.047418412653546745,-0.9375239724117016
0,10001.0,250,91,-0.5855896800030199,1.3440644712566747,0.3324308067772679,1.7890410542149393,0.5291665197380058,0.18424985787367068,0.038118317672968915,-0.2040353190937386,5070025,0.051342466640756576,-1.1630883540232435
0,10001.0,250,69,-0.08095331164316437,0.7662367842461504,0.9828218128970716,0.5049533723818775,-0.5698468895334303,0.1800942216088302,0.03350383099217145,0.2332889263354232,5070026,0.043622518748830455,-0.3706890923186016
0,10001.0,250,124,0.10063474821761262,0.7856154268810062,-0.4953756843090578,1.5045323016533148,1.0770252939405305,0.04658646761214117,0.03100893309307612,0.5520784135454497,5070027,0.04649536562672978,-0.5163119355189733
0,10001.0,250,92,-1.4069382767269176,1.5038605528114373,0.2269552359276205,1.6209305918743104,0.5396426895357347,0.15647569289316174,0.033931179262504566,0.29382571107323313,5070028,0.04289199809992659,-0.485057234729853
0,10001.0,250,86,-1.7156462720731365,1.8385088330205217,-0.05931848499162525,1.6639152987229704,0.788597301591437,0.12027153075325828,0.03605313092979128,0.0006426272182533085,5070029,0.0425163017662046,-0.3909547752961143
0,10001.0,250,87,-1.5216642680239814,1.335258639739991,-0.3588613860168212,2.050940492588942,1.2031596692447033,0.10812514445512664,0.02475175845697782,1.0743942136646674,5070030,0.0435819524432039,-0.7031958158571266
0,10001.0,250,63,-0.9454146926516992,1.2992533117451708,-0.15348428155690266,1.7496803930890972,0.8943487460005057,0.11575418649179538,0.02549876927063091,0.9272048079259309,5070031,0.035769807339958916,-0.05130570597284039
0,10001.0,250,71,-1.178204664169863,0.994711272706668,-0.5313140745224819,2.242575584944361,1.4207411138402901,0.09953786383271424,0.029501708020537164,0.6048556741325986,5070032,0.04745710954416745,-0.7314352340464179
0,10001.0,250,113,-0.08527509142234968,0.965024967804326,0.4580834442950696,0.8833575843462449,0.02580270165065804,0.13035227129877494,0.032153002252914085,0.2857614082345701,5070033,0.043854126182147936,-0.5036143262647493
0,10001.0,250,68,-1.3614877967535142,1.2004538848472586,-0.08409172934746909,2.425164474841617,1.1389463618290256,0.17808350922725158,0.026864574045708453,0.8092873555229867,5070034,0.0456147169322451,-0.8348504582217888
0,10001.0,250,95,-1.6519932725055522,0.9619560534525406,-0.5824672922434231,1.7964105409166635,1.272687526218704,0.057059541501017975,0.035105090099260335,0.17965230027494575,5070035,0.037633000444977666,-0.023136776607860288
0,10001.0,250,64,-1.2575200592284257,0.5610135729805635,0.2212571293010681,1.389735611568134,0.4339671683122297,0.14129295727366442,0.03441184091203525,-0.2148138250412389,5070036,0.044224517116083384,-0.7341451078890192
0,10001.0,250,106,-0.9327529447566322,1.116635845773892,0.16100139277622227,1.6950667359354143,0.6288908216838803,0.15186793741450602,0.03212084330530953,0.22090648423905235,5070037,0.04553317634865839,-0.7692470948696336
0,10001.0,250,85,-1.69970526481976,1.0677407317462884,0.5611017058653348,1.3242515188509278,0.13609298237984166,0.1811608030466528,0.02707874508787839,0.5761223576203836,5070038,0.04158245886772898,-0.2877657648867249
0,10001.0,250,90,-1.3702024794119316,1.1127578890900145,0.6561715451463578,1.2880376833903249,0.044053784057224536,0.1909781729670072,0.030216488072104083,0.5660150787360488,5070039,0.0349583819147558,0.12552871075876684
0,10001.0,250,78,-1.3448549032520565,0.927872766709612,0.4340451237715899,1.2553423971425253,0.20665610528738074,0.15892640079606785,0.03142187518402054,0.4288796157033611,5070040,0.039909638554216864,-0.3351756390877725
0,10001.0,250,63,-1.7979779388422408,1.1038673092271785,0.550909700939045,1.8479979409871403,0.369588993441049,0.22516682138602226,0.03412296428168449,0.16994338406711626,5070041,0.04069503821738568,-0.37037356945360295
0,10001.0,250,86,-1.2918624976570439,0.8106922292518497,0.60588127202385,1.2591592455838736,0.07113743611656947,0.18226868383878592,0.02715215701515741,0.6525722734068395,5070042,0.03846954638831825,-0.13819290621081334
0,10001.0,250,74,-0.2760231599475563,0.9490331691058028,0.5836507682511238,0.7154731622353376,-0.15414121270387826,0.13869450224978858,0.028811782374420024,0.7185029301806168,5070043,0.04331401853749308,-0.40392760086602414
0,10001.0,250,77,0.32436032294059763,0.9585567680813898,-0.3932235654496529,1.938392313137025,1.1772674574336122,0.09509903417048643,0.030541520922399274,0.3672256589106317,5070044,0.04069130118488845,-0.4540056433533995
0,10001.0,250,74,-1.4975755772162531,0.8472757181219146,0.17078648091295673,1.2799422320059008,0.4291428957578635,0.12405346624505875,0.03611219069827698,-0.0028806267851797353,5070045,0.05191734680658116,-0.8454456633847296
0,10001.0,250,52,-0.8572212351663623,0.9547187761989112,0.2757517718765009,1.5849619037745246,0.4704658128606262,0.16750813289926547,0.03243079846266788,0.3760379476333068,5070046,0.051283989002605404,-0.9507326844961894
0,10001.0,250,60,-0.8432189439040394,1.001783449537676,0.31039954177132195,1.3985219560318178,0.3644982365279676,0.15566214121219624,0.028392161019444355,0.7338386536860355,5070047,0.037304643795121835,-0.11469906094770818
