#/home/enes/bim/BIM.py trees/r8080119.trees,trees/r8080120.trees,trees/r8080121.trees,trees/r8080122.trees,trees/r8080123.trees,trees/r8080124.trees,trees/r8080125.trees,trees/r8080126.trees,trees/r8080127.trees,trees/r8080128.trees,trees/r8080129.trees,trees/r8080130.trees,trees/r8080131.trees,trees/r8080132.trees,trees/r8080133.trees,trees/r8080134.trees,trees/r8080135.trees 250 --stats=all --eta=etas/BC.json --out=outs/988901668.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,ZngE,FayH,bsfs,TajD,Colless,btree,path
0,10001.0,250,83,-1.1158484247343643,-1.4475702219314834,2.107401713899067,0.053138972370832885,3.384677893662277,2.712828915167742,0.040728129910948145,-0.486221526812839,r8080119.trees
0,10001.0,250,70,-0.3540092352696076,-2.18161763661685,1.4663714820372546,0.1584064961750441,2.016484385410601,2.6705737882892677,0.026505664233996917,0.8656578840637166,r8080120.trees
0,10001.0,250,95,-1.5237144230301856,-1.2665559722410091,2.565029453549104,0.017658430536271266,3.7589160324539157,2.987483004018488,0.03851319255516691,-0.07278661152007768,r8080121.trees
0,10001.0,250,86,-1.2807467266079138,-1.9275381592811829,2.5341385160097,0.08076465516348877,3.673731442207874,3.3689488961142655,0.03479466252105195,-0.09415114367904265,r8080122.trees
0,10001.0,250,84,-0.871199626476878,-1.0333549355823888,1.9691478695562803,0.09775878203471766,2.8515132406592656,2.8450750720974676,0.03661896161496079,-0.1390661962180515,r8080123.trees
0,10001.0,250,87,-0.6806796677571071,-1.1025143743252253,1.8493097686236248,0.13002267034352827,2.275337189795993,2.9182205393033924,0.033678492772935054,0.2551470219443282,r8080124.trees
0,10001.0,250,80,-0.7293529996129581,-1.387399039493618,1.823038572022785,0.11273377924595916,2.980344541696008,2.7787528292189583,0.035749854255732606,-0.011338869794967184,r8080125.trees
0,10001.0,250,72,0.11117288808112188,-0.45176363626064303,0.5412240269760616,0.12718012150455524,2.028044246200879,1.4256611516281916,0.026527770066440883,0.817834399303978,r8080126.trees
0,10001.0,250,83,-0.8510962547922759,-1.8858923928269258,1.892931181028654,0.09025664816722956,1.6515227536858264,2.7113361553246937,0.04108957825436644,-0.4066423458415652,r8080127.trees
0,10001.0,250,73,-0.7358972517059658,-1.2288906286319263,1.6330069901981148,0.07845328370306885,3.333942751748715,2.346758548454607,0.04479531027335147,-0.5957151632486489,r8080128.trees
0,10001.0,250,78,-0.7304405821596566,-2.0422165270007464,1.9507608884442755,0.13508105622552644,1.6512282191923933,3.067048686554344,0.02975882022714514,0.4570519531758859,r8080129.trees
0,10001.0,250,78,-1.2615644884268309,-1.3448549032520563,2.314495805216663,0.04859379877382948,3.2100119899223993,2.920436573721032,0.025903922911307293,0.7940587680451284,r8080130.trees
0,10001.0,250,104,-0.801968790559025,-1.2454701045947811,2.078332225917876,0.1337063688711413,2.439460504999245,3.195152840768937,0.029913619096573602,0.4903017582514788,r8080131.trees
0,10001.0,250,108,-0.4261929489342109,-1.312940783700573,1.6198420719780917,0.1587482364688736,1.740678219536593,2.846513077363849,0.031067196827010264,0.44462797138272087,r8080132.trees
0,10001.0,250,72,-0.9743407307940666,-0.9531738397344417,1.764819757426944,0.03391822199323124,5.179819570194418,2.2110104889599,0.031170766013362206,0.14299903507927256,r8080133.trees
0,10001.0,250,85,-0.0393721178172325,-1.4854445640570355,1.1706979333934706,0.19239525139844924,1.7422348909861725,2.559405085300832,0.025231247570928886,0.9575388909566823,r8080134.trees
0,10001.0,250,60,-1.742377831471137,0.34651766572059534,2.9289707059305004,0.021495350942629398,5.073387757537349,3.4674786982277306,0.03987563155849204,-0.20178873213804188,r8080135.trees
