#/home/enes/bim/BIM.py trees/ir8060039.trees,trees/ir8060040.trees,trees/ir8060041.trees,trees/ir8060042.trees,trees/ir8060043.trees,trees/ir8060044.trees,trees/ir8060045.trees,trees/ir8060046.trees,trees/ir8060047.trees,trees/ir8060048.trees,trees/ir8060049.trees,trees/ir8060050.trees,trees/ir8060051.trees,trees/ir8060052.trees,trees/ir8060053.trees,trees/ir8060054.trees,trees/ir8060055.trees 250 --stats=all --eta=etas/BC.json --out=outs/592379362.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FulD,bsfs,ZngE,TajD,FayH,btree,Colless,path
0,10001.0,250,45,-1.2900653970390517,1.0178279262807015,4.053502474614996,2.1472123795905893,2.5543519373494354,0.013202444500429627,-2.0328652023446643,0.05952843632594896,ir8060039.trees
0,10001.0,250,54,-1.5328950595945336,-1.2633834294791118,6.098699780184256,2.645396477973344,3.222140166096061,0.03192492268140223,-0.21903287873840138,0.035108174634019954,ir8060040.trees
0,10001.0,250,40,-1.5240646645698392,-1.1039178915046988,6.023997741833936,2.6144854521488297,3.2174747881330155,0.031038757223492332,-0.8458121357096656,0.042492550848555515,ir8060041.trees
0,10001.0,250,52,-1.4818323570793481,-0.17786999266109987,5.189634865732336,2.509168537588385,3.0103663131897433,0.022300417501072135,-0.556416021345835,0.03912423889104806,ir8060042.trees
0,10001.0,250,65,-1.7263647004946603,-0.18065470877793763,6.367693547349057,2.8502884926448697,3.3062618960102443,0.011656782543852233,-1.5155143089201197,0.04838709677419355,ir8060043.trees
0,10001.0,250,38,-1.5830764510895177,-0.10348350060033208,4.630913223299487,2.604044122744644,3.092453255231995,0.01127667257039913,-1.683859570315535,0.05424925508485555,ir8060044.trees
0,10001.0,250,50,-1.9625421239046386,-1.4777107260146092,5.569274585505969,3.2568775256849545,3.842738505462499,0.017629737376625692,-0.4958533843606514,0.04297836507319601,ir8060045.trees
0,10001.0,250,69,-1.5528518748172102,-0.34190496782024965,5.997963892298571,2.745060074958867,3.376712724628652,0.04240292142944795,-1.0150045095110958,0.04997408990801917,ir8060046.trees
0,10001.0,250,54,-2.3645098488445098,-2.24745996317717,5.9552669729354335,3.887381986725411,4.528835718263356,0.014039030144813006,-1.055969609616238,0.04822515869931338,ir8060047.trees
0,10001.0,250,46,-1.509338430042332,-1.3459897975374753,4.493196176099035,2.5833493776081724,3.14882171423998,0.028584443123734357,-0.8150245369767095,0.042152480891307166,ir8060048.trees
0,10001.0,250,45,-1.5148285628848472,-1.309728887099078,4.150722382930626,2.5083912237638906,2.9696229706292256,0.01308925759105668,0.2075708893900913,0.032549553050913324,ir8060049.trees
0,10001.0,250,51,-2.2592108014554433,-2.1993075267554065,6.2754357172145845,3.7479415294411225,4.4163717985976945,0.019927586699153628,0.24968938545928493,0.031901800751392664,ir8060050.trees
0,10001.0,250,45,-1.7346367332704902,0.6299017907174052,3.5002136728518276,2.7681153364278384,3.1603891531491235,-0.004483010089092615,-0.49119277396884187,0.037731571447078636,ir8060051.trees
0,10001.0,250,55,-1.5255559451374905,-0.32746097099164645,6.035222481220184,2.565573522636971,3.050618512727428,0.01943939821386718,-0.5924385820135919,0.04337781232456709,ir8060052.trees
0,10001.0,250,39,-2.0334376993265417,-1.498837681254215,5.208811851573611,3.3750152066587056,4.036204537488983,0.020066346108769416,-0.23234694942877734,0.041002720559657986,ir8060053.trees
0,10001.0,250,71,-1.4843503410818717,0.09194458813645952,6.259098440750796,2.531792238319845,3.0156996217200778,0.024063341744959672,-0.7411146429651105,0.043399404067884444,ir8060054.trees
0,10001.0,250,61,-2.18488726589963,-1.1712087483045164,3.5344301727074834,3.52983722947888,4.019811294620869,0.001159751630828396,-0.45533218441368833,0.04543982381137453,ir8060055.trees
