#/home/enes/bim/BIM.py trees/r8020085.trees,trees/r8020086.trees,trees/r8020087.trees,trees/r8020088.trees,trees/r8020089.trees,trees/r8020090.trees,trees/r8020091.trees,trees/r8020092.trees,trees/r8020093.trees,trees/r8020094.trees,trees/r8020095.trees,trees/r8020096.trees,trees/r8020097.trees,trees/r8020098.trees,trees/r8020099.trees,trees/r8020100.trees,trees/r8020101.trees 250 --stats=all --eta=etas/BC.json --out=outs/341316238.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FerL,TajD,ZngE,FulD,FayH,Colless,btree,path
0,10001.0,250,52,3.5382555826952613,-0.25692608084681023,1.3041743034786548,0.7768673334776053,0.5014812498441636,0.06646111268411621,0.04255154257583328,-0.48164543808153054,r8020085.trees
0,10001.0,250,57,2.354852451188091,-0.1255601153058394,1.6425212407649685,0.8217239625902549,-0.41905967781087683,0.11212403783164207,0.032657511767500105,0.1908992322229628,r8020086.trees
0,10001.0,250,94,3.6650400316415315,-0.4110779467055806,2.0303126325471097,1.2383345243218844,-0.6634802630363542,0.0989276801675304,0.04137024958177732,-0.5158091025849982,r8020087.trees
0,10001.0,250,69,1.27916932177695,0.3538774294824595,0.517764107502796,-0.05672633677323667,-0.6028566239973345,0.09115682551600715,0.03703523772509392,-0.18488779083258297,r8020088.trees
0,10001.0,250,63,2.928958217647402,-0.18543102282776058,1.771073225065798,0.9295337868809294,-1.2296024413818796,0.1128295308299117,0.03773458424847175,-0.096293669724888,r8020089.trees
0,10001.0,250,67,0.4010028888572138,0.6438082500781236,0.07635522834244035,-0.48566733396872336,-0.800062342911128,0.09832634066336425,0.03964156538971929,-0.34215535153809873,r8020090.trees
0,10001.0,250,81,3.9961088574082897,-0.6945206570655519,2.2453302911985666,1.5584356420137981,-0.5107601692080791,0.07623338348245934,0.03600543152298561,0.1704230482760049,r8020091.trees
0,10001.0,250,81,1.6072164723090745,0.5220731312502346,1.2099804203888034,0.11604187782176575,0.3864046942055428,0.16739739708960938,0.03082005441119316,0.2916688738147936,r8020092.trees
0,10001.0,250,68,4.6741122272395685,0.1706050618089721,1.549574607178998,0.5467469542224,-0.3032627326936759,0.14591429003214143,0.03166159260698709,0.3907407442861373,r8020093.trees
0,10001.0,250,70,0.554910821447485,-0.7347648008909651,1.2891512585187646,1.1628466809543654,0.39282380177196224,-0.0040565938798217465,0.032265685131417504,0.3006652715190499,r8020094.trees
0,10001.0,250,60,4.940492168914484,-0.6050957972047847,1.8289008129608517,1.291782917315206,0.9413859705329131,0.05688149415286875,0.027691410804508362,0.4481867920338239,r8020095.trees
0,10001.0,250,60,2.0171020022913555,0.026486729335782003,0.7965630121484845,0.3287930506312902,-0.8432189439040392,0.06685359534977289,0.034886088131327146,0.005170801785410053,r8020096.trees
0,10001.0,250,57,1.4498115690752806,0.2453753134939481,1.3392620822267225,0.3897214608217649,-0.7310392286124932,0.1421666441685501,0.029288120222826793,0.44210076354114314,r8020097.trees
0,10001.0,250,70,1.41448222789555,-0.11564611752904881,1.2590354632507363,0.6499629056305672,0.9077120894497248,0.08199911368433603,0.03487647861919141,0.17848789825154673,r8020098.trees
0,10001.0,250,75,1.610834989813844,0.5474322556350687,1.2893718931509617,0.12954987068704807,0.4116127789052057,0.17811433004786642,0.029940036644272937,0.2910073133045633,r8020099.trees
0,10001.0,250,71,0.2837317576794774,0.02189729939082691,0.5543809359962258,0.2275570467712635,-0.6701449632473336,0.04646019052571761,0.037802312816631545,-0.20881525184978655,r8020100.trees
0,10001.0,250,55,1.2375432512000941,0.844732284657282,0.9638803375321368,-0.2585052959591857,-0.6499569649883468,0.20054368478299797,0.030528983781118228,0.3293214265271272,r8020101.trees
