start,end,N,SS,FayH,TajD,FerL,FulD,ZngE,bsfs,Colless,btree,path,iColless,ibtree
0,2501.0,250,14,0.07071067211278566,-1.6587164441286026,1.2093376439681152,-0.3126827056713456,-1.6356701478828457,-0.9133450793278276,0.036707313123461593,-0.03457985527251069,8010000,0.049941702293043136,-0.644757167154603
0,2501.0,250,21,0.11062392554032956,-0.13213891552424048,0.7087196463908434,-0.3359691819397461,-0.622041372298538,1.0512031095839425,0.04729131580083777,0.2801186908703321,8010001,0.05509133307423241,0.27343592469125977
0,2501.0,250,17,0.0647270757781228,2.475178596472322,-0.9157234393931,-0.712707643166984,1.746545124939292,0.9637206861849692,0.028355356911517037,0.5015245605339018,8010002,0.0582005441119316,-0.021078414704390692
0,2501.0,250,12,0.14871352398952514,1.9362298435846168,-0.2369900477113488,-2.356251271886407,0.9641157460651004,1.1785795235619776,0.03518734435951692,0.4978088177236961,8010003,0.06422464049747376,-0.3577058655740952
0,2501.0,250,13,0.07688086675871922,0.03593819836209213,0.3724408075417807,-0.14726309148325328,-0.28232524614318466,0.7976358897969487,0.030340717709547868,0.6722354827614448,8010004,0.0915921751522218,-1.8563504480907742
0,2501.0,250,13,0.13292755062359446,-0.7258885896927573,1.0421489468239913,-0.1472630914832532,-1.1227846690219494,-7.123906620505881e-06,0.03441184091203524,0.4667390512211922,8010005,0.05959321155590103,-2.978522925738332
0,2501.0,250,23,0.13986861656788513,0.04315861044725943,0.8036245388467684,-1.2446198729288067,-0.6254596081956804,1.1368049454050848,0.03520996428108748,-0.17246120231945888,8010006,0.05063803601502785,-1.080560928372025
0,2501.0,250,14,0.07340010080169221,-1.5555056451060718,1.1709251194790555,0.7478772545717276,-1.5632667057714242,-1.0078553016934302,0.03027162413093233,0.2369976580587504,8010007,0.048710972923953884,0.5042953942803928
0,2501.0,250,19,0.12096998850874005,0.4237198218670875,0.4641974172600131,-1.7472058444088665,-0.19604511959369272,1.4399359208512328,0.033286371291618086,0.444749779723039,8010008,0.0451159476616142,-0.1344239444521544
0,2501.0,250,18,-0.25603124016802903,-0.8380954302382578,-0.9944979706048942,0.04279058948416623,0.4496732642306012,-0.8529500820994766,0.04012825495530509,-0.4043866234819045,8010009,0.07578701904391763,-1.822973170927566
0,2501.0,250,10,0.11521724251140485,0.6714330295094728,0.2026372240440874,0.4973207385797264,0.1044097132822686,0.8890283031526757,0.028400699572483482,0.4545601024761278,8010010,0.062087057909055575,-1.4923219840494355
0,2501.0,250,13,-0.01184773409560212,1.1620352173009878,-0.6473798113068245,-0.1472630914832532,0.9838214168949552,1.3272867145427631,0.027331548415885767,1.034496385513804,8010011,0.0515610830418448,0.12560211870148738
0,2501.0,250,13,0.10608323077348616,-1.2403267746717752,1.1657137601746888,-0.1472630914832531,-1.4284062773415005,-0.22874959614300056,0.041445351297663774,-0.8241595149534271,8010012,0.037116206762534014,3.194620087606862
