#/home/enes/bim/BIM.py trees/ir3000070.trees,trees/ir3000071.trees,trees/ir3000072.trees,trees/ir3000073.trees,trees/ir3000074.trees,trees/ir3000075.trees,trees/ir3000076.trees,trees/ir3000077.trees,trees/ir3000078.trees,trees/ir3000079.trees 50 --stats=all --eta=etas/Fn.json --out=outs/784269922.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FayH,TajD,bsfs,FulD,ZngE,btree,Colless,path
0,100001.0,50,408,0.44325738336691684,0.038017750646246296,-0.20815281687192508,-0.004064267225376233,0.5196563528677163,-0.49601098981574404,-0.304937500429172,0.1431723551489561,ir3000070.trees
0,100001.0,50,417,0.2946214801329292,0.04043566397153307,0.07898658645896289,0.35042757351685355,-0.02425935400497891,-0.21746940319154007,-0.18799190703420054,0.11550910686855387,ir3000071.trees
0,100001.0,50,503,-0.32673876805087576,-0.037395425187866566,0.017589866882208382,-0.14237512657461324,0.18282022432639436,0.2956240890371251,-0.46476942486694667,0.15383613122668424,ir3000072.trees
0,100001.0,50,511,-0.01862980837348462,0.016062415339770382,0.2619007670239947,0.40795671170386055,0.4185408423845158,0.1518633184036574,0.35242555250524754,0.10973464728357098,ir3000073.trees
0,100001.0,50,425,-1.1114104586348887,-0.10521902596879339,0.3791419184831024,-0.13435509478490743,-0.016071382793105365,1.1701374812518877,-0.7683073985220427,0.17066326530612244,ir3000074.trees
0,100001.0,50,475,0.005354044634043585,-0.01998228039207148,-0.2954881878144215,-0.8002115230195254,1.0117988727182778,-0.15749927600731187,-0.7216427970762109,0.1448188924692685,ir3000075.trees
0,100001.0,50,454,-0.5008185389716097,-0.06365981253307729,-0.06271215138200262,-0.6361225090885417,0.45998736192228146,0.406674419380283,-1.5078529825538163,0.17282960803368963,ir3000076.trees
0,100001.0,50,405,-0.05436750147760346,-0.01422584059145504,-0.11137398869839339,-0.2063279859210602,0.5112981759908737,-0.009845947866390124,-0.4247045446974808,0.14675043571147467,ir3000077.trees
0,100001.0,50,392,-0.056841706392268834,-0.05120244872014761,-0.6363731762318753,-1.3475379646403514,0.6372698095030739,-0.2786109427403448,-0.55563761183663,0.13223186470850024,ir3000078.trees
0,100001.0,50,470,0.4927770904072892,0.02189057117945769,-0.5218639243855175,-0.735266945359177,0.8368122594353876,-0.7019122119507188,-0.6528941757871946,0.14072057394386323,ir3000079.trees
