start,end,N,SS,FerL,TajD,FayH,FulD,bsfs,ZngE,Colless,btree,path,iColless,ibtree
0,10001.0,250,63,-1.6941628745112547,0.008150477280312766,-0.2438719517904709,2.464838292110467,-1.2596592683793992,1.36984944132737,0.03577032142908551,0.23786122652290084,8010000,0.06993133825625081,-2.2452957431506815
0,10001.0,250,38,1.3546100192531831,-1.6154042978259855,0.07541604543784998,3.5145252113106724,-1.8730458846072573,-1.784449475023074,0.0284471218206158,0.6935759950078461,8010001,0.0749665327978581,-2.382116460118864
0,10001.0,250,44,0.875685965055387,-0.24802897053610395,0.11188391940242796,1.4997960914594457,0.327094663372414,-0.8122243223348059,0.03324005700220237,0.2313659620651147,8010002,0.058135768881979535,-1.7909435666953126
0,10001.0,250,79,0.15803273838822027,0.8732931454901119,0.09013497647494473,-0.6773786388548786,1.544284731052018,0.2601054629151197,0.03927254007541201,-0.19846107177049824,8010003,0.04906723668869024,-0.8776064912965981
0,10001.0,250,69,-0.4919961037266842,1.1342807351969957,0.018480361445589368,-0.08095331164316494,1.4411685780107604,0.8981965691757884,0.03402475667498297,0.2626576557569799,8010004,0.0512156151487671,-0.6934124438635285
0,10001.0,250,55,0.5473571476541861,0.22511842999913312,0.09813116490097548,0.9625230049951551,2.5136473830772648,-0.3424674625225108,0.03986915403549683,-0.22915526627698704,8010005,0.050337550920528,-0.8893815569815199
0,10001.0,250,68,0.05236045839871041,0.5855953223183202,0.05340746085114112,-0.03870646667871625,1.6393234227983071,0.21639165869540772,0.033226222863805464,0.33316863703388944,8010006,0.042508744656043526,-0.3940504192692106
0,10001.0,250,58,-0.34845444723675484,0.7920119036568387,0.012067824490094166,0.7652446599435134,0.8153114840552895,0.6285571209012102,0.0311232523144688,0.2884911293077812,8010007,0.04389241554029739,-0.5276642473214729
0,10001.0,250,53,0.18275825766246026,0.3307634019110345,0.053322332273560924,0.7717726278937364,0.8899852558909482,-0.002582943096119447,0.034050487664945485,0.3317809963488458,8010008,0.05905071900505246,-1.3331428106331518
0,10001.0,250,58,0.14626434388903434,-0.27702091895731296,-0.0006695655796941116,-0.15568068336223265,-7.601861461745269e-06,-0.23950646472072015,0.03653218493119198,0.05558407815119809,8010009,0.06491827525154381,-1.7648421982390312
0,10001.0,250,72,-1.305689865912839,0.09651734591217637,-0.17841855434276085,1.0524669741607529,-0.3773834237573228,1.0964317036482396,0.04937882788104586,-0.5925067392332368,8010010,0.0481010061752386,-0.5173702422274746
0,10001.0,250,62,-0.16198716552320758,-0.2262015196235489,-0.04126843457802284,-0.9123750516608066,-1.2325426303703133e-07,0.031063781846116436,0.03926188625469622,-0.07304598807833074,8010011,0.050152221790387363,-0.47057525523775606
0,10001.0,250,69,-0.18957272536867492,-1.0131774273696317,-0.10646169563304092,-0.08095331164316441,-0.7029054617350989,-0.2947624054724601,0.04446099811432108,-0.40042805227095774,8010012,0.06743101438010105,-1.5437237676256719
0,10001.0,250,50,0.33058083688016543,0.025428598802983718,0.051046648359530884,1.3397844327422648,-0.1403025615268434,-0.2551431188691391,0.03863518590490997,-0.13318277756984973,8010013,0.06769011529990931,-2.109248091289002
0,10001.0,250,61,1.005956749476734,-0.9853537540276236,0.06783952295920058,1.1718571002573948,-1.1364660676099123,-1.2445260489556589,0.02965150926285788,0.2378180187165113,8010014,0.05776099790868544,-1.5241843745183992
0,10001.0,250,49,0.5834123964712387,-0.6914107363481475,0.031090069030346418,0.7061471717675021,-0.32713196638556297,-0.7711412835639991,0.03185417190583968,0.5352539992051091,8010015,0.043339255640071815,-0.4993103350525506
0,10001.0,250,84,-1.5149514018161756,0.5606672734619039,-0.16945688758811908,-1.2500380873337256,-0.2781006279656463,1.4728984670821847,0.04109124670725915,-0.3096740037446661,8010016,0.04611533692373178,-0.5492702120883187
0,10001.0,250,56,-0.26172914508379264,-0.6535190385007421,-0.0902437757252685,0.2602815710889001,-0.5806318841382475,-0.07553990394027889,0.03572252720559658,-0.0790018035013885,8010017,0.0525057218119791,-1.2682459348961508
0,10001.0,250,62,-0.5308821054267394,1.384845627081302,0.03252737818622214,-0.6239052371832594,1.2296628401342262,1.0376133442098907,0.027732631405386957,0.6631896596329133,8010018,0.04291358984324395,-0.35069843752826324
0,10001.0,250,39,-0.34746895730137584,0.2540120329603709,-0.03242385145398357,-1.4988376812542152,0.36021890099114817,0.3888839267348051,0.029175608464714394,0.4931546490116278,8010019,0.07595975299045643,-2.225902879932009
0,10001.0,250,77,-0.4683654968837453,0.12896154724951292,-0.05626587017016732,-0.3815655719814434,-0.08535967785436321,0.4353096795904988,0.04436768207423687,-0.3351313866253948,8010020,0.045358854773934455,-0.4409697276117632
0,10001.0,250,40,0.5876278516589539,-0.6171721524026932,0.03919007404128154,1.9185613146642373,-0.6840671272344004,-0.7389662623855278,0.03222126040820173,0.2979357838498701,8010021,0.05245174245368571,-1.1598898354510072
0,10001.0,250,54,0.6027295950758899,0.1610113647587583,0.10135002839872162,0.7047696379170044,0.7148788790758358,-0.4151694832411299,0.031977371853003415,0.3555076111564355,8010022,0.04558017014293733,-0.8762497238297908
0,10001.0,250,38,1.1048209886326699,-0.2291984057226375,0.15132613480370974,2.157771944344045,0.33737012397308835,-0.9868259059348572,0.024956456650976674,0.8856618533601721,8010023,0.04254554876397084,-0.44688701480157
0,10001.0,250,94,-1.7968174445371852,0.423826660479399,-0.21761549378174405,-1.0528317125810829,-0.05018390770912512,1.641022124579396,0.04435579128658848,-0.3074518508130485,8010024,0.07401068293023208,-1.8196422697172263
0,10001.0,250,49,0.6674800480190061,-0.7781673170376983,0.03660557042000583,1.064943155552018,-0.5679787460357094,-0.8766493120921403,0.03220624433216738,0.4731381394421768,8010025,0.0430323444314894,-0.2701781223861663
0,10001.0,250,49,1.2243518087131484,-1.0202119522673687,0.09989845254048202,0.7061471717675025,-0.4371636705674289,-1.4305664618648817,0.030830518102185418,0.4679327200000879,8010026,0.05814872392796995,-1.3410128675407196
0,10001.0,250,47,0.3797701163585829,-0.8222355190459276,-0.009644431589991316,0.4831122042646942,-0.3256668643484484,-0.6634187381607094,0.04129702540878803,-0.19207931718245824,8010027,0.06000129550459905,-1.271217095091023
0,10001.0,250,78,-0.5190353609529339,0.9572114342678372,0.0010052608508465178,-0.6474932795033659,1.0393026528128122,0.8438136246449351,0.03272444617178391,0.3935356365487189,8010028,0.04711858185429891,-0.6891754849164459
0,10001.0,250,54,-0.8419293836238739,0.012443472972503443,-0.12263891458957454,-1.919434451944484,-1.852210744612908e-05,0.6838204794707742,0.03523642958932505,0.2416367159921121,8010029,0.05673230556635143,-1.0703001729859607
0,10001.0,250,44,0.467346728780815,-0.4872881921635408,0.03086980552702267,1.103829521929272,-0.4036805666303807,-0.5873983181728683,0.036081602395244064,0.009318567175785409,8010030,0.04807761511997812,-0.795299254356608
0,10001.0,250,73,0.4594039847300539,-0.032234482458218416,0.06282863959480575,-0.2390249714378279,0.2773618631285061,-0.3850461651833552,0.03551255714100642,-0.00967621514416538,8010031,0.053983676642052066,-1.1354792790769443
0,10001.0,250,68,0.051671799446061394,0.7245840471978905,0.06420516629147513,0.7549623313661621,2.4651531504898383,0.27833327660671875,0.03391703012767917,0.12638925165349085,8010032,0.04369551940480817,-0.6622335016394637
0,10001.0,250,56,-1.4112963990915337,-1.4805758413393069,-0.32410611205699336,0.2602815710888999,-1.6318536237488919,0.48836883874407394,0.03683233884303819,-0.06775300423272855,8010033,0.06702077125707129,-1.819695989856512
0,10001.0,250,41,0.9064881005876312,-1.1429169275259914,0.04452974790308209,3.4958376778017652,-1.5967933374554082,-1.2230621117282017,0.02934677779217228,0.4926937106903954,8010034,0.05725590534179729,-1.3266191916776824
0,10001.0,250,77,0.2034795547256045,0.7279798322107234,0.08542073062368047,-1.0874914669034843,0.934818508920017,0.15864745734391394,0.03351595769132723,0.14377171080766452,8010035,0.0454054119704625,-0.5443454612038997
0,10001.0,250,48,-0.4177064582018737,-0.9137174818332722,-0.13588466375623726,-0.3173851352554712,-0.7854910118248992,-0.06154941299996922,0.044192252882497736,-0.5105142927057942,8010036,0.05596579867858531,-0.9789975262828126
0,10001.0,250,68,0.16765499575505652,0.8854512565344084,0.09342640666234199,-0.3032627326936761,3.577839784009828,0.25580905191169656,0.03852701127089001,-0.1722477937887774,8010037,0.04941172313888987,-0.8916352214839535
0,10001.0,250,57,0.1862558599767294,-0.9218955379077088,-0.046036672222471285,-1.666977881017342,-0.8772228597777202,-0.5545282822294643,0.035905719652804764,-0.3043255633324329,8010038,0.07770714193178242,-2.419636986578893
0,10001.0,250,52,0.6555982812207457,-0.2712439562092929,0.07500541425172624,0.8411568710967945,0.2293062981263225,-0.6466479023849352,0.03171672866581533,0.33750934490007073,8010039,0.04797068458164455,-0.4751229954879562
0,10001.0,250,66,-0.5410658891279728,1.4740126494588437,0.03807889608802057,-0.7668319605999473,1.6130506314179278,1.0867559871093404,0.02848138697848899,0.43062415594164605,8010040,0.06358866551248983,-1.8271672145861133
