start,end,N,SS,ZngE,TajD,FayH,FerL,bsfs,FulD,Colless,btree,path,iColless,ibtree
0,10001.0,250,54,0.35516136155588146,0.6593572064984786,0.04046267059461904,-0.08261996317550027,1.5889513814155385,-0.9353579182464254,0.03464444287413584,0.1587681138250516,9010000,0.05207208763368889,-1.171065516686152
0,10001.0,250,50,-0.25267507906270625,-0.8388069242312833,-0.08819593210800909,-0.14060830883858733,-0.7292374451894403,-0.4211500414807814,0.05262507617087225,-0.5482481268488106,9010001,0.08049293949993523,-2.229362374822697
0,10001.0,250,71,-0.099169603969272,-1.4309123351684851,-0.20619086148502208,-0.6614767195855921,-1.7417612963298008,1.8701535413653096,0.05072662566775642,-0.7994371963416811,9010002,0.08156496955564192,-2.6886992589279117
0,10001.0,250,65,0.9149173650213388,-0.4401386295219155,-0.23240762497516845,-1.3749102587381823,-1.3293421851729614,2.0273040194881475,0.04320655054234534,-0.2885877761855655,9010003,0.0516883201006792,-1.1486165742443386
0,10001.0,250,38,-0.14228330337086326,0.19418126434829774,0.059323643705102624,0.2809950069656262,1.2402787632582362,-0.10348350060033168,0.032997797642181616,0.17646674753112296,9010004,0.0911095996890789,-3.0284804179423275
0,10001.0,250,67,1.48319521628838,1.5781229294061492,-0.01599226810282987,-0.9750300282404252,1.0550491348308362,0.2729859392621241,0.03686621485943775,-0.34694141516709964,9010005,0.06211404758820226,-1.966966548751345
0,10001.0,250,71,0.5687246544506069,-0.8105816423441045,-0.2272376723208141,-1.1491012241572776,-1.392154190763812,1.3620938404427807,0.059577017748413015,-1.221561619875477,9010006,0.07723698765284462,-2.2423928353446634
0,10001.0,250,65,-0.1407396136824058,-0.03380328508791942,0.01978501042918028,0.15600869212381113,0.34026728586723154,0.0953401322553224,0.04091230513451656,-0.1219037764442962,9010007,0.05198644038519671,-1.1262445708513302
0,10001.0,250,46,-0.2621131306419009,-1.1185862452403534,-0.13221589860911812,-0.27829823819486377,-1.6824050120499474,1.3154599745260993,0.061645969438429614,-1.296149044551552,9010008,0.07878611219069827,-2.351317200920419
0,10001.0,250,55,0.8500222274511977,0.9851521214895734,0.002366793771326689,-0.5193466179324691,1.4032925880814326,-1.2949489529817473,0.04014336917562723,-0.1204120364895129,9010009,0.06366541434555427,-1.866704919883876
0,10001.0,250,53,0.4675410894629884,-1.1206489157640434,-0.264469995814757,-1.1886652055462332,-1.3265231346757635,0.4380240342662417,0.059257639878510474,-1.4246494926276936,9010010,0.05294970203394223,-1.3783261229173702
0,10001.0,250,51,0.9379802788004108,0.9684051241225128,-0.016953054183280657,-0.6395899573863523,0.7879499601815428,-0.4702188642782447,0.03734595640627024,-0.02067044573356263,9010011,0.06708358360126725,-1.8739684854634795
0,10001.0,250,67,-0.5303709764141745,-0.5398675269229488,0.009555860419420584,0.3620355583573236,-0.33647374316944245,0.8095100803487498,0.048697478084380526,-0.6418434997147876,9010012,0.05039782787062228,-0.7594548124674431
0,10001.0,250,69,-0.30124587816076576,0.20284471443215554,0.0851656793452582,0.4844582808648204,0.7068449459293187,0.4409500007110062,0.040150746354594,-0.376723629194528,9010013,0.05659259428606265,-1.43877802122148
0,10001.0,250,61,-0.238743407724976,-1.3629167022513111,-0.17247290983696462,-0.4474060794497995,-1.4795644747937609,-0.2925590550937996,0.0695982856155806,-1.4107451954571124,9010014,0.06998963596320767,-1.6896714109269548
0,10001.0,250,65,0.4994967946981058,0.3284349559096624,-0.03743057309307345,-0.4397294662871645,0.2894402629896238,0.37133497328858345,0.05990801917346807,-1.420340924754801,9010015,0.057331061217574995,-1.4800168637854627
0,10001.0,250,51,0.20304867850335806,-0.9649076585473734,-0.1919624355483178,-0.7751370430017939,-0.9478574804569164,0.22141660071262065,0.045035537031328884,-0.4857500097677884,9010016,0.0571029638266327,-1.1769942164247986
0,10001.0,250,52,-0.06365045654173414,-1.7907316919158835,-0.27493718049136623,-0.8923873928104118,-0.9913939122496662,-0.17786999266109965,0.0579039950123073,-1.6584352714868789,9010017,0.07094183184350303,-2.2494815683703737
0,10001.0,250,54,-0.4832076865989498,-0.6943843177858513,-0.022714646378014756,0.22251098312351955,-0.7700261825652444,1.3608206603823774,0.0460893754228383,-0.7029030615814591,9010018,0.04946668394006132,-0.4062572072386215
0,10001.0,250,74,0.9637475555253316,-0.8148641581204817,-0.29668599276663715,-1.6412680135953366,-1.0465894527249604,1.4341502242286217,0.06183218146076591,-1.1761133986478811,9010019,0.05042481754976897,-0.7228060461079405
0,10001.0,250,46,-1.0000222512515278,-0.6171892637412298,0.08631078531593976,0.9091474500303708,-0.6124612274776016,2.0758741951156914,0.0394481150408084,-0.3101655572569516,9010020,0.0522477004793367,-0.9810873765680131
0,10001.0,250,49,-1.0273750671323425,-0.6541997022708329,0.08436825461277259,0.9217544335895648,-0.3337316284538571,0.7061471717675017,0.03327879676876079,0.21442723685581455,9010021,0.04817252882497733,-0.7133856622924921
0,10001.0,250,67,0.21912839054360228,0.1653966886085599,-0.012997268815089615,-0.1811268506484498,0.2891416360565433,0.004723868718810482,0.03536380545222364,0.12159837216522107,9010022,0.05319665759813448,-0.9300176741700484
0,10001.0,250,33,-0.9737800150115716,-1.1810362676429451,-0.006989458478466147,0.5841380891937722,-0.9384295545347956,0.8162655202463415,0.06172637765136795,-1.395886186524373,9010023,0.07754242777561862,-2.290697341305324
0,10001.0,250,58,-1.0989110619573943,-2.111395713625289,-0.13636923266807227,0.2134457248700716,-2.573857623022319,3.2210455754255025,0.0789475104719955,-2.791187309101681,9010024,0.07751975644513537,-2.7123383022423897
0,10001.0,250,66,1.9785670553938872,-1.3168179609497768,-0.5592046441018232,-3.173005264332037,-1.8460009631035377,0.3214616444662293,0.07861958587036319,-2.1018703904872784,9010025,0.06346960422334498,-1.547952604782593
0,10001.0,250,51,-0.5185425792140451,-1.2349065892259758,-0.10277277015920293,-0.02561694801574145,-1.324284385586889,0.9130520657034844,0.05692564981332957,-0.8346450282332237,9010026,0.05838839227879259,-1.1098084675399251
0,10001.0,250,44,-0.10740169579032614,-0.5303133789314459,-0.06606510557263412,-0.15233721858000485,-1.0516194895279272,2.291729230519793,0.06376385306622384,-1.6723048405224683,9010027,0.05824372759856631,-1.3347497512461686
0,10001.0,250,53,1.7606752737839266,0.7112099915304244,-0.20799513184710985,-1.7993437923268203,0.17816674422044373,-0.2294731529887473,0.05096011285284506,-0.7397833787630395,9010028,0.043744871960962134,-0.2955527229829886
0,10001.0,250,68,-0.7634121155380581,-1.3425502429966842,-0.07499487540588443,0.2112824710255828,-1.1651894660194253,1.5486311294110406,0.06494196619212815,-1.6123432126248207,9010029,0.06642468491477431,-1.6958424906359892
0,10001.0,250,74,1.405339697251956,-0.02198735315247715,-0.25077272219236635,-1.7532239084933852,-0.4032438896435687,-0.27602315994755605,0.05776837187459515,-0.9491327911075788,9010030,0.06737271667314418,-1.8594854622094248
0,10001.0,250,56,0.23823902020685586,-0.7007069357243108,-0.15467860955669402,-0.6767421167657359,-1.2466379789699134,1.2117326406744584,0.044273869672237336,-0.3389940566474885,9010031,0.05374400829122944,-1.1441068347144965
0,10001.0,250,67,0.1068937137656612,-1.0964908535037756,-0.1911009753299417,-0.7324858375277693,-1.4352277559905249,0.5412480098054372,0.05576427574095665,-0.9899537503101804,9010032,0.06025895697485281,-1.5819051250450298
0,10001.0,250,54,0.8256628356235174,-0.7871799684333629,-0.27605609095531025,-1.452334398487949,-0.922322954433928,-0.27930689578105306,0.05840782484777821,-0.9893582450141128,9010033,0.05947543841053364,-1.1098679727246683
0,10001.0,250,64,0.27141413969315026,0.8979242752063346,0.09289482825265467,0.15408741180850574,1.499429337754809,-1.257520059228426,0.04092424287721606,-0.2459052871767281,9010034,0.0593490587660817,-1.4970369330286457
0,10001.0,250,80,1.4150021263671406,1.1837399106984916,-0.06351530346225928,-1.1013461132795321,0.7860194538669709,-0.7065563822737393,0.038226218657621686,-0.4180605669052049,9010035,0.0444055793064732,-0.5373625155253982
0,10001.0,250,68,-1.0308872837914471,-1.4088231813458776,-0.03790791576707734,0.5065356907718177,-1.8820554873805309,2.60685619347088,0.054073822170402026,-1.005448585481868,9010036,0.05380302572296354,-0.9592483127897165
0,10001.0,250,44,-0.5708467105045045,-0.4556108666011272,0.03291676517014068,0.4638500279647895,-0.5589069872872021,1.8957626609896192,0.04575517690456223,-0.5905409292695395,9010037,0.06670049373119719,-2.1121052307884423
0,10001.0,250,55,-0.02931127371875845,-1.2055100639799958,-0.18669942665615824,-0.618905335674964,-1.59047196361902,2.5750029749786547,0.07704491221911577,-2.0258914006278697,9010038,0.1198260785075787,-3.3367451922210214
0,10001.0,250,97,1.3590822232767554,0.22388962064480086,-0.1992632973659118,-1.558013656964696,-0.0875566179318176,-0.9256868808393904,0.05468243943515999,-0.9881417839996696,9010039,0.06594308924502565,-1.7522598167191699
0,10001.0,250,50,0.32484623564260506,-0.8433782818382625,-0.1952318061992026,-0.8601833558476719,-1.3400136945900734,-0.06896314663617202,0.06300761358087438,-1.1276246798053855,9010040,0.07303407177095479,-2.241654540655016
0,10001.0,250,57,-0.2566334273204036,-1.1125513784152603,-0.13025149494621735,-0.2871089182038187,-0.5918586708323291,-1.0430187794141093,0.06673408088746863,-1.3342608665023523,9010041,0.07137150753551842,-2.0886874098732577
0,10001.0,250,49,0.07417899261979899,-1.6340787387249769,-0.2765836634997461,-0.976556029996812,-2.1552935055280784,2.1413311069055667,0.06175855495715583,-1.0793053329004982,9010042,0.08479887291099883,-2.8094153622208173
0,10001.0,250,82,2.217089350713056,-1.1238269680584616,-0.5606738068064258,-3.3641095090527724,-2.230690034174972,-0.5411909355200867,0.07098825409163535,-1.5877869106719114,9010043,0.10313116264340516,-3.044714430324072
0,10001.0,250,48,-0.5232269832554018,-1.22521772157934,-0.10064478649169467,-0.012764708175098827,-1.4087063340930757,1.145250348372113,0.04409168933799715,-0.4705484477173571,9010044,0.07203653322969297,-1.9974294303754287
0,10001.0,250,51,-0.6567970386758671,-1.1008681916412402,-0.05590339972646003,0.21868821420343454,-0.9255155195021272,1.604687530694349,0.044355486461976935,-0.5846678978676737,9010045,0.06330564192252883,-1.2011016556540373
0,10001.0,250,45,0.4265401331919413,-1.0355819544773823,-0.24760444903255244,-1.088611551763606,-1.0722000673155283,0.2419756551541085,0.05760947013861899,-1.0249906173932783,9010046,0.053996631688042494,-0.9328616432024166
0,10001.0,250,59,0.06492678731673944,-1.0887011707419292,-0.1841672166368491,-0.6737799160971298,-1.4464242977782864,2.214286042251562,0.057614554240969874,-1.1155597399820487,9010047,0.08512227277230365,-2.589790298725478
0,10001.0,250,68,0.4153556435014372,-0.7433483625471873,-0.19028057170441,-0.9217662425275546,-1.1873906795798232,-0.30326273269367593,0.058098398557007186,-0.8821273063050502,9010048,0.053850638285150534,-1.0934652360018309
0,10001.0,250,51,1.0701709461805733,-0.5947132479766001,-0.29180698327872123,-1.6510256152998164,-0.9825657821616988,0.5672343332080526,0.05645161290322581,-1.036030167599525,9010049,0.09964589540959536,-3.104663578572889
0,10001.0,250,52,0.0639174917307051,-1.338452920138444,-0.22591398825921616,-0.8054044780184757,-1.2695785476950998,-0.5175456139137311,0.05484194843891697,-0.8529214151520061,9010050,0.04640605432482619,-0.4723941613897333
0,10001.0,250,62,0.5093532902033711,-0.4175415780938764,-0.15721614879790907,-0.8595553914326948,-0.6220799683739108,0.24150420624937954,0.07286889493457703,-1.8458740893272945,9010051,0.06517197823552273,-1.8160659035034885
0,10001.0,250,53,0.032588430910796155,-2.0613535059759784,-0.3353231456393453,-1.159438921060752,-2.689510614879149,2.774264189658705,0.10079951140969408,-3.1606956399542216,9010052,0.09225288249773286,-3.156650467225388
0,10001.0,250,73,0.8981293692894678,1.4974220116693888,0.07541322826586709,-0.2913118239518584,2.1302923333450066,-1.228890628631926,0.03309889682800682,0.2917092798390434,9010053,0.035717466640756576,0.12882667250979205
0,10001.0,250,48,-0.972115701149188,-0.9264993887102748,0.030585410939112944,0.7063078962460247,-0.8752223978695579,1.8765680901859052,0.050305586673068,-0.8502174826073371,9010054,0.059866192882127585,-1.4969545895125382
0,10001.0,250,59,0.5723512666082994,0.011330342248561822,-0.10140345051626994,-0.7038025064567045,-1.6692835213947234e-05,-0.5048760732443726,0.042548606336014025,-0.20430404567943555,9010055,0.048439415229154834,-0.4883801909488766
0,10001.0,250,86,0.6969260832995054,0.7934668299580545,0.001647785840664229,-0.4255488551771214,0.7978285089531142,-0.8680787232409511,0.031830207076182504,0.30947499508581466,9010056,0.04181780886988815,-0.4003695849636211
0,10001.0,250,69,0.1211060569631484,0.5369802101841735,0.06264832023880028,0.1439966518263318,4.031334107500888,0.17999834453392122,0.0341010740350033,0.10569531000434876,9010057,0.03514865915273998,-0.09539964957834199
