#/home/enes/bim/BIM.py trees/r8010204.trees,trees/r8010205.trees,trees/r8010206.trees,trees/r8010207.trees,trees/r8010208.trees,trees/r8010209.trees,trees/r8010210.trees,trees/r8010211.trees,trees/r8010212.trees,trees/r8010213.trees,trees/r8010214.trees,trees/r8010215.trees,trees/r8010216.trees,trees/r8010217.trees,trees/r8010218.trees,trees/r8010219.trees,trees/r8010220.trees 250 --stats=all --eta=etas/BC.json --out=outs/991769231.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,bsfs,TajD,FayH,FulD,ZngE,Colless,btree,path
0,10001.0,250,57,-0.4458264028056428,1.4725441367223444,1.4575186200695327,0.050698291266163216,-0.7310392286124935,0.9987020867244202,0.02836011979607234,0.6589093195588309,r8010204.trees
0,10001.0,250,64,0.017589933353003195,2.6057777488030167,0.9922396974052359,0.08065221523896872,1.2627611239698233,0.423064221270706,0.030178316954453766,0.3128380918664201,r8010205.trees
0,10001.0,250,63,-0.18694683511843335,0.9398616489830968,1.0789425229053935,0.05805844492571922,-1.2296024413818798,0.6259371484269907,0.03270316288194251,0.29849736067180116,r8010206.trees
0,10001.0,250,85,-0.069827609465136,1.018577936519277,1.154887469987786,0.07950778373914488,-1.0569231625315878,0.5703054229606912,0.02960012091376257,0.38637702837700033,r8010207.trees
0,10001.0,250,77,0.28354814494021746,1.4956536910733746,1.525761144785271,0.15880179275256157,-0.6168742036221234,0.44788523514716166,0.030191958043520015,0.541727953859518,r8010208.trees
0,10001.0,250,58,-0.10545636294317609,1.44718439878196,1.5784796811763762,0.10983065674767331,1.0722197743787616,0.777924670546879,0.031767267581492224,0.5173265975522141,r8010209.trees
0,10001.0,250,72,-0.21136842215927065,2.558935185666018,1.634924397993642,0.09758754856588028,-0.2010585345237439,0.894132919371218,0.03618458654351753,0.12472404746605947,r8010210.trees
0,10001.0,250,89,0.40123170926058777,2.6427798988892275,0.845078970756487,0.12129677323769611,-0.7359755488026657,0.05244924975660139,0.03864989528004492,-0.1347643514918837,r8010211.trees
0,10001.0,250,71,0.5673286210677724,0.6744327991443437,-0.027826915655317804,0.07873094631795592,-0.16208526232480608,-0.4701216853349071,0.039226583754372324,-0.12290215166980317,r8010212.trees
0,10001.0,250,66,-0.04970144011763294,3.042234599051508,1.1748673984341476,0.08515631079281637,-0.7668319605999478,0.5584181866553598,0.033936331837614395,0.13001990324987245,r8010213.trees
0,10001.0,250,62,-0.1827126234553383,2.08447517335241,1.258113538947456,0.0728626143074229,-0.9123750516608065,0.7010770163678995,0.033603538578276235,0.06468781707129545,r8010214.trees
0,10001.0,250,65,0.5217629049712857,1.0106943845094871,0.23180794280960001,0.09329052217734862,-0.7326443908444588,-0.3186373637972961,0.034325156413128805,0.18099240384417886,r8010215.trees
0,10001.0,250,69,0.3109076141917873,1.8043509833571414,0.6027945234689968,0.09167162808043801,1.2238049692422621,0.01551807318216963,0.032042147082955476,0.2579532343444395,r8010216.trees
0,10001.0,250,52,-0.14246833398862674,3.4018298436334455,1.482431704202847,0.09760973781836746,-0.8572212351663621,0.7625606476900422,0.032957097206028414,0.3451121853079158,r8010217.trees
0,10001.0,250,68,0.040225170908786086,1.253764184395168,1.2986605197007133,0.10757190722315481,-1.0969315307385548,0.5411158980486446,0.031436596827191465,0.4141482723340228,r8010218.trees
0,10001.0,250,81,-0.043701822688189076,1.4986592180330947,1.3203208893734568,0.09622209983052961,-0.9593426009148888,0.6219202679268514,0.028611600100592126,0.7218824157979932,r8010219.trees
0,10001.0,250,90,-0.6801258522926643,0.526333463569252,1.0730512764119045,-0.012301781590259542,-1.5731213269738962,1.027771190490389,0.03771645722675649,-0.20048984524750735,r8010220.trees
