start,end,N,SS,FulD,bsfs,TajD,FayH,FerL,ZngE,Colless,btree,path,iColless,ibtree
0,2501.0,250,17,-1.6187954659433672,0.7303764725768427,1.5458599919264433,0.01407631407260306,-0.716512088280633,1.2062925682535557,0.03381516138997678,0.9682100121688269,8060000,0.0576445567215097,-0.6569756612752934
0,2501.0,250,13,3.2274499563188983,2.575142121067917,2.017576928332554,0.003767119336223008,-1.000359520506098,1.609618043454036,0.039784946236559135,0.7250579288710429,8060001,0.05696981474284234,0.20875624103157425
0,2501.0,250,9,0.7828117394489834,1.13792160092062,1.4636342235281203,0.1144780953361935,-0.21030185729929055,0.7418026930891023,0.03074124454808481,1.1531503301642576,8060002,0.029375566783262082,1.2294089279199902
0,2501.0,250,15,-0.4602920395039865,3.8159693698261017,2.113148800235956,0.06634592290737581,-0.7252833719474242,1.4380072542051645,0.026233968130586864,0.8495268492396281,8060003,0.04181241093405881,2.6520402303045953
0,2501.0,250,11,-2.3105962099881507,3.477243326175645,2.295787798856792,0.1359117581567332,-0.4942263321951897,1.3071798241412809,0.027250129550459905,1.934106325860594,8060004,0.04278403938333981,-0.3450158270073252
0,2501.0,250,10,0.4973207385797265,2.2161413932376344,0.6648351832865501,0.08425178101227995,0.061708662523395526,0.2138609259064721,0.03804195275726562,0.37091225706817205,8060005,0.07839422204948829,-2.093668368237286
0,2501.0,250,10,-2.2591619954937,3.3378474636462205,3.0076019625897272,0.10819941342394282,-0.9919630313091496,1.978214473408632,0.026630716414043267,1.5153647692988297,8060006,0.028209612644124887,-0.15381639823306986
0,2501.0,250,11,-1.029123745469293,3.645785934896397,1.5980903728732876,0.06791309109254719,-0.472518993305233,1.0121731722669436,0.03142678239841085,1.1995711570812078,8060007,0.048710972923953884,-0.6141197310387916
0,2501.0,250,18,-0.8215446257946853,5.054439428970599,3.0189917898792054,0.022723632919459082,-1.4287830988809629,2.384677171953876,0.034503605821133994,1.0816717505762423,8060008,0.03501101178909185,0.3635775997331673
0,2501.0,250,19,-0.09454019612673516,0.4589721433259125,0.3510025333426737,0.06696691764249098,0.19679537426443208,-0.012307478305678942,0.037691986584330164,0.4628952936630599,8060009,0.039296972837586916,0.2984418633157969
0,2501.0,250,5,0.40820632868312895,-0.7903561147794036,-1.483686388848499,0.04945504621884169,0.8818250240999446,-1.2592030430043135,0.02535950252623397,1.4191733064791263,8060010,0.04586086280606296,0.23342391632162535
0,2501.0,250,8,1.120547557355928,1.665120936054676,2.4999261585107098,0.1184353376114264,-0.7197057371189219,1.5452437067595162,0.03190180075139267,1.3078856913846122,8060011,0.04673532841041586,0.13482659067180935
0,2501.0,250,10,1.8755621056164389,-0.7557008554374007,-0.16897316824120276,-0.3137404669666985,-1.3770884814282836,1.0281779478305462,0.029096223604093793,0.6227157805841398,8060012,0.05904262210130848,-3.4033728118941053
0,2501.0,250,8,1.120547557355928,0.4724044955211975,0.6495848567645756,0.03733001335193251,-0.15892798169049402,0.3792286623756253,0.04039140432698536,0.5931286287079096,8060013,0.05551237206892085,0.42460498329589824
0,2501.0,250,22,0.2876268263757852,1.4961893792635361,1.4170564744231031,-0.09090575798527192,-1.2700663967069168,1.607739594474712,0.024906075916569504,1.5856293142027866,8060014,0.06332858314980351,-0.4337459201522584
0,2501.0,250,16,0.3592984541263132,4.3654449039762415,2.198728408192489,0.0652464477631822,-0.7727209014254734,1.5149381935933441,0.031729066804853816,0.5464487017964018,8060015,0.0330029796605778,2.0826824936897186
0,2501.0,250,9,-0.7089587510095278,1.2860364704774072,1.1663824779273593,0.1361263999759464,0.033638253665378794,0.4312746226675173,0.030398475622921795,0.8444758278474614,8060016,0.0775359502526234,0.8670107229576502
0,2501.0,250,17,-0.7127076431669839,1.0018857579732343,0.6579958149993134,0.1890823767260261,0.6998212747611159,-0.28910263008652193,0.025553828216090167,1.2059768448519352,8060017,0.0392537893509522,1.0094933401410684
0,2501.0,250,13,-2.3970717900180207,3.4189800837764794,0.8996478895682584,0.0851340213350246,-0.022068074811422447,0.37985490521584253,0.029224424580040587,0.21247476567026036,8060018,0.04689726648529602,0.038852841490997575
0,2501.0,250,12,1.2374296820739528,4.72985831489979e-06,0.364939751939748,0.014299377306685087,-0.1126818694042774,0.2358797055436685,0.04037116206762534,0.43025745347471217,8060019,0.08284751910869284,-3.442352318308098
0,2501.0,250,13,-1.2721674407506367,3.5250575343424875,1.5735423954779657,0.06461616143887867,-0.4668356574810784,1.0056515317749228,0.031772250291488544,0.27550751695045445,8060020,0.036031221660836894,1.3984382660321408
0,2501.0,250,11,0.2523487190495646,3.5849951022014714,1.6453967780695018,0.008215293277324284,-0.7835270811394232,1.2784986218757204,0.0363928833614026,1.2516788168839403,8060021,0.030573908537375308,-1.1354765648408305
0,2501.0,250,15,-0.4602920395039864,-0.6692882414790233,-0.976598500680688,0.04483804244319473,0.7354674300850572,-0.983946951722206,0.02376441248866433,0.7261210494437009,8060022,0.02979660577795052,-0.6853034950302687
0,2501.0,250,15,-1.4636660782230697,3.2942302967530086,3.0709720753659613,0.1652821730426086,-0.6889391756244293,1.7985146461564647,0.03188560694390465,0.7828601676948348,8060023,0.06542298225158699,-1.1319868543655631
0,2501.0,250,9,-2.2007292414680384,3.1340463993066674,1.7386951342025432,0.0918995901064512,-0.44744348197080985,1.038215851218797,0.034087964762274915,1.1055315831624997,8060024,0.045731312346158834,-0.13333440086952295
0,2501.0,250,10,-0.8809206284569866,1.7399231268218125,1.2807817669164514,0.08576505952170571,-0.2375910954178767,0.6954462614529673,0.03200706050006477,1.1455272930390048,8060025,0.0485328410415857,1.220558167236688
0,2501.0,250,14,-1.373242665914419,4.242095049437272,2.6472762542128403,0.03573478515359008,-1.1580049672601505,1.9948453065612912,0.02892214017359761,0.6311273999043174,8060026,0.032225676901153,2.040844105349735
0,2501.0,250,7,-0.26412781878448416,0.8167057989658538,0.22138392896874928,0.07857971813749826,0.210920471262663,-0.08174537585878884,0.02552144060111413,2.3104918926868665,8060027,0.0587835211815002,1.7903427334174842
