#/home/enes/bim/BIM.py trees/ir8000019.trees,trees/ir8000020.trees,trees/ir8000021.trees,trees/ir8000022.trees,trees/ir8000023.trees,trees/ir8000024.trees,trees/ir8000025.trees 250 --stats=all --eta=etas/BC.json --out=outs/129702255.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,TajD,FayH,bsfs,FerL,Colless,btree,path
0,2501.0,250,3,-0.8342458044613192,-1.5479634052244726,-0.7650656471562217,0.13111074294839423,1.7886284734303187e-05,0.6996737214127949,0.05262987433605389,-0.4499047236693043,ir8000019.trees
0,2501.0,250,9,-0.11920695671620149,-0.7089587510095278,0.19981105684858716,0.07754490372911496,0.46968424762639316,0.24879731638552754,0.06908278274387875,-2.1830575851334,ir8000020.trees
0,2501.0,250,9,-0.10509204442431108,0.7828117394489831,-0.7933126807511176,-0.14544954679834002,-0.5359458525477236,-0.2598099979009761,0.054670294079543984,-0.9133469170868482,ir8000021.trees
0,2501.0,250,9,-0.86259233742242,-0.7089587510095279,-0.7537717761847473,0.0760016163866326,1.1085547122109732e-08,0.7131789376082289,0.08041844798549035,-2.127084105112972,ir8000022.trees
0,2501.0,250,9,-0.22271631352339633,0.7828117394489831,0.45536512127026696,0.16297537155064,0.7060549582502242,0.5053868757144555,0.08276655007125275,-2.427213706634598,ir8000023.trees
0,2501.0,250,12,-0.18796137624129225,-1.1583576205662869,0.34554253426054016,0.11780186463146708,0.660484899545627,0.4097879393420562,0.05661355097810597,-1.1496944653193362,ir8000024.trees
0,2501.0,250,7,1.0244183174258232,-2.0558699516774643,1.168517529369976,-0.03785208801204612,0.43594239231068327,-0.7227110622846946,0.056710713823034074,-0.999158361041921,ir8000025.trees
