start,end,N,SS,ZngE,bsfs,FayH,TajD,FulD,FerL,btree,Colless,path,iColless,ibtree
0,100001.0,250,440,0.9648379090840664,1.1742769574780552,0.033096644283002186,1.2784072703225091,-0.39375181460319103,-0.4683478317180869,0.2850306411129958,0.031902355967649385,8070000,0.04293444966305904,-0.3117909065891756
0,100001.0,250,343,0.9745505774728496,1.8460833324575368,0.049609242122566136,1.4019976758332875,-0.8955607724968772,-0.41238414398824297,0.3112812748026209,0.03266558140894195,8070001,0.04227920026598612,-0.4266757353034643
0,100001.0,250,390,1.144029705394643,1.0353590569482725,0.012726019111203355,1.3373144652872386,-1.552555396829291,-0.6568682492561372,0.28177551744731155,0.03208523417787894,8070002,0.041075900170711416,-0.30934541045983005
0,100001.0,250,363,1.2521898921627563,1.4517640837896326,0.0260776655516086,1.5465842077654075,-0.7569706415718599,-0.6728784166263001,0.2633914503974233,0.03190883227306512,8070003,0.03935866353277933,-0.18364196589712448
0,100001.0,250,401,0.5169417901134771,1.1124805425926798,0.06667778005349033,1.016332032182909,-0.5549558711835189,-0.06438781110761818,0.3286810302674455,0.032609040506991746,8070004,0.041147974105611114,-0.3144832580437024
0,100001.0,250,345,0.7538934052558356,1.514441267483325,0.032715930338222926,1.0463183985823448,-0.08513525017015912,-0.3405137397097221,0.10892627572187466,0.033552637097473206,8070005,0.0451907826810664,-0.5909419029569074
0,100001.0,250,388,0.5374283319909298,0.6255527459974927,0.03546256816260953,0.8276243977450712,-0.6158071174621879,-0.19618864995902216,0.24533862927517375,0.032924937214852394,8070006,0.041044802426735714,-0.30061762029060485
0,100001.0,250,414,1.2368355791544021,1.2426758779513565,0.02645095832990938,1.531110372244693,-1.3688440292542732,-0.6615923903666079,0.3949144929453511,0.03178920616050538,8070007,0.034140037065395056,0.1847704976701696
0,100001.0,250,365,0.7023616161304871,1.339772967075565,0.0464285716842775,1.0823257471649301,-0.4583949958639352,-0.2563417358752783,0.06457757622010117,0.03499569751747381,8070008,0.04364359270453829,-0.5143575107487431
0,100001.0,250,409,1.75237619014082,0.9325175602585896,-0.02379821115529308,1.754839452073513,-1.0226077590883322,-1.1712230589920511,0.27786321584388074,0.03077943368287742,8070009,0.0376801438402682,-0.052358421781812534
0,100001.0,250,402,0.718510289758164,1.1521032196530148,0.04919225236207533,1.1184483696274872,-0.5141340526545848,-0.2553525301542445,0.3395805703017261,0.03212248607741232,8070010,0.039212514890403484,-0.12089146692605178
0,100001.0,250,413,0.9627374208108872,1.4656553361245808,0.058906203648286526,1.451120412447387,-0.21584553679396096,-0.3687406931845757,0.13355670387792964,0.032706460039972005,8070011,0.04090397783107253,-0.3582326519878804
0,100001.0,250,419,0.7981094387619032,1.3193984955702918,0.047170473245002335,1.1916831883267394,-0.5744328774048839,-0.31197464775821443,0.33555633250901146,0.03145948941787382,8070012,0.045593329607799424,-0.7227219228274138
0,100001.0,250,368,0.7216220447653371,1.154055652491608,0.03826308425375561,1.0482050620477064,-1.149511711576372,-0.299274599059761,0.5624320209451078,0.02950501850043766,8070013,0.03786247139094009,-0.08733697818589772
0,100001.0,250,414,1.070117238877854,1.2926265376474195,0.04437204514862853,1.4701376411748968,-1.1854840046603223,-0.4904049380657005,0.5999838183847092,0.029228208027510062,8070014,0.03885434209958113,-0.06922433481766929
0,100001.0,250,376,0.4270414689859822,1.0898143356432477,0.06688225774281682,0.9192852002615473,-0.2839709181336721,-0.008531814481389581,0.39507616401646173,0.031550833074639795,8070015,0.040208657775700166,-0.1916205372177128
0,100001.0,250,419,0.9523905549492822,1.0597274067901712,0.05155174358834056,1.3899814015725456,-1.027422718747386,-0.3903665720105281,0.3278648284649073,0.031276338751590776,8070016,0.03925256387362877,-0.19197249327708465
0,100001.0,250,450,0.7878074340550248,1.3723013014360772,0.04733361886792958,1.1813282190432617,-0.6653320352348604,-0.3047266669044641,0.5234917345307484,0.029127261735112507,8070017,0.04011353331213415,-0.2674408157150625
0,100001.0,250,363,1.1721214446779422,1.6011994163119287,0.031285652294105154,1.4941419557510858,-0.39157711238668347,-0.6036804139291193,0.48647024005418504,0.030025918757563424,8070018,0.03981922312907543,-0.2731016076018616
0,100001.0,250,430,1.1686104220797129,0.9920273424837782,0.0180119625752458,1.3990940161745564,-0.6395056262760741,-0.6516578132751749,0.30179597792570234,0.032759279191694746,8070019,0.039941281055351434,-0.09576535902989873
0,100001.0,250,359,0.7142105268364793,1.1710136366252195,0.07253249902027642,1.2716669898111552,-0.7306957639177158,-0.1643772587908791,0.4670967416739642,0.030974611122660207,8070020,0.03956560879732732,-0.2252245058913604
0,100001.0,250,449,0.9196608023714308,1.5876588660878292,0.06969004598009784,1.4768301071311407,-0.9982909844148476,-0.30056402198174537,0.15271666681047644,0.033810053765245165,8070021,0.041871648385284406,-0.4065346774907169
0,100001.0,250,386,0.7035044393743926,0.9241574406725704,0.02495047569292191,0.938212743121858,0.183156058452376,-0.33867219721028097,0.30251953309934226,0.031815504109534716,8070022,0.037365770225171416,0.0024745738491938948
0,100001.0,250,405,1.0563261671410076,1.8407150481453618,0.04875714025685602,1.4848513218056805,-0.9081828618705794,-0.4652613365376354,0.2222109609326596,0.03211232024873688,8070023,0.03963024539416127,-0.2902945316791128
0,100001.0,250,430,0.5101957353566737,1.3278671466684513,0.0657188359300047,1.0025395414545213,-0.9485735007721446,-0.06352885451349206,0.4455162812631552,0.030314710648659933,8070024,0.03556616594109715,0.07486370528893907
0,100001.0,250,377,1.3562792164501198,2.1621206884745634,0.028446001344594986,1.6761057503692498,-0.7943111985842268,-0.7279191972616773,-0.28577282722918385,0.03967664659770945,8070025,0.053977315831182884,-1.1167418479327271
0,100001.0,250,405,0.7749885007153265,1.9960235183023975,0.07586199023128377,1.360625526577166,-0.5334058216827781,-0.1883941399743629,0.17075159499534834,0.03387202927580426,8070026,0.03905036125950142,-0.16776673034312206
0,100001.0,250,336,0.7069601717836799,0.5820016909593955,0.002562492475870252,0.7915496009781973,-0.7929866387259745,-0.426247812382572,0.20868645572901345,0.0355330127624299,8070027,0.04548568467418058,-0.6199254862268587
0,100001.0,250,399,0.6704537803945801,1.58115994489168,0.05982525961342694,1.1378410881076608,-0.9700108038942908,-0.18519982449179606,0.2061941635057099,0.03217824471663976,8070028,0.04246845762278062,-0.44865390327513216
0,100001.0,250,386,0.7734878214836084,1.0187184703084171,0.04861570590304658,1.1747767999368937,0.330533120441834,-0.2916227045025201,0.2921440464547977,0.03266526906600985,8070029,0.03991531847176863,-0.1899424505739557
0,100001.0,250,374,0.9951284003479932,1.197437229588983,0.041441107864238616,1.36887743277522,-0.6236337172162127,-0.4557573833017453,0.15753223776980246,0.0338642345272431,8070030,0.04270131966400914,-0.3911303933917337
0,100001.0,250,388,0.8462766004442006,1.9413522291469991,0.06792622593787091,1.384955319742086,-0.957935294239836,-0.2628704748318814,0.5069445767902371,0.030300692744824113,8070031,0.03925826395565283,-0.1994918458395764
0,100001.0,250,391,0.6665340883022574,0.8797530326934259,0.03277562007406203,0.9506425661298444,-0.9260189444063128,-0.28601196629979114,0.28218886497422724,0.033016450615479365,8070032,0.03919222991255803,-0.271375673937889
0,100001.0,250,385,0.7763266472148959,0.5849300258058682,0.01925439583305543,0.9793667872568824,-1.0888466629043492,-0.40528951823914494,0.19682262437835613,0.03424225300171596,8070033,0.03994114943439261,-0.2290885163879472
