#/home/enes/bim/BIM.py trees/r8100102.trees,trees/r8100103.trees,trees/r8100104.trees,trees/r8100105.trees,trees/r8100106.trees,trees/r8100107.trees,trees/r8100108.trees,trees/r8100109.trees,trees/r8100110.trees,trees/r8100111.trees,trees/r8100112.trees,trees/r8100113.trees,trees/r8100114.trees,trees/r8100115.trees,trees/r8100116.trees,trees/r8100117.trees,trees/r8100118.trees 250 --stats=all --eta=etas/BC.json --out=outs/188217878.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FayH,ZngE,FulD,FerL,TajD,Colless,btree,path
0,10001.0,250,105,1.8073141251425375,0.17559382565317702,1.298687905633782,-2.663729263312765,-0.1677850731293964,2.597926117203022,0.03131661543534842,0.43722412915106124,r8100102.trees
0,10001.0,250,118,2.5047112913443668,0.16135443689184834,1.1735508030102872,-0.992752281604066,-0.13717804820024504,2.366597730047415,0.030706960361060635,0.2653357892117037,r8100103.trees
0,10001.0,250,111,1.395544304678516,0.1379090310217625,1.3514268005363979,-1.0284403548615735,-0.3347653724148654,2.4106294318270853,0.03165469524453848,0.3251500361675022,r8100104.trees
0,10001.0,250,104,2.3365287754666726,0.141502009814335,1.017953448596251,-1.5989306632560816,-0.1178828570618403,2.0614841699152935,0.031691281254048444,0.36584401226780927,r8100105.trees
0,10001.0,250,104,1.9784830930143453,0.1000272528248549,1.590392800523623,-1.245470104594781,-0.6219628886765433,2.430065458981655,0.02897858715969871,0.5567461759060581,r8100106.trees
0,10001.0,250,72,4.3307066309853015,0.06696074539950166,2.3449805881068593,-1.955994246682039,-1.2177838865223427,3.0780031005471975,0.03167393074602558,0.1522566125564351,r8100107.trees
0,10001.0,250,98,3.165923928506629,0.0977528031279992,1.1307951128825595,-1.3214726045441414,-0.3475509968165261,1.9020252624018406,0.03596187894672153,-0.021541626508971127,r8100108.trees
0,10001.0,250,106,2.6514802209789656,0.08044441625942182,1.6456331616655984,-1.2798156842334336,-0.7265033128236861,2.3633952784141714,0.03283188856407397,0.23967750426721499,r8100109.trees
0,10001.0,250,93,1.4601975794885529,0.027739089265246045,1.496512896372095,-1.8180873502076733,-0.826565238001254,1.8572176557139253,0.028735525820640477,0.594542610798867,r8100110.trees
0,10001.0,250,72,3.7984947047067155,0.08081339115013138,1.959989069130325,-2.206699348418938,-0.9306240593691256,2.7317280058108344,0.028378028242000256,0.5614253522876923,r8100111.trees
0,10001.0,250,78,5.920661841585532,0.04885382005626551,2.331895425381174,-1.8097626524178496,-1.2714208699584895,2.941714038417792,0.028106817170505304,0.7204594511451738,r8100112.trees
0,10001.0,250,94,3.547256450258093,0.0785651975030041,1.288583237005664,-0.4688045382639902,-0.5152838488529338,1.9542436794649731,0.03622878611219069,-0.1749070268892139,r8100113.trees
0,10001.0,250,91,1.7405106770652383,0.1348983889983995,1.6028592140892766,-1.1879693698838152,-0.5088225354700189,2.672731252871553,0.023914783558195922,1.0669617712976547,r8100114.trees
0,10001.0,250,97,3.1441587193024567,0.08809054374638817,1.3299338071814555,-1.4924479137393423,-0.5058267319168973,2.0620527046014736,0.02915171120916303,0.5921342438824807,r8100115.trees
0,10001.0,250,100,1.5064939843488359,0.12438857108303927,1.0724508351381665,-0.9893412654493803,-0.2148197397708257,2.0103571463559162,0.027566487146743666,0.8044536712962506,r8100116.trees
0,10001.0,250,89,6.648830769606013,0.027441209326000405,2.306001201006811,-1.761425587796573,-1.3291716743252955,2.765340832049727,0.037004649422061005,-0.20226439619264613,r8100117.trees
0,10001.0,250,112,1.7484510763757088,0.15517668356114078,1.473628244723169,-1.7049694578396724,-0.34725334922470097,2.660058430828182,0.029316321146110793,0.5947049734872925,r8100118.trees
