#/home/enes/bim/BIM.py trees/r8060014.trees,trees/r8060015.trees,trees/r8060016.trees,trees/r8060017.trees,trees/r8060018.trees,trees/r8060019.trees,trees/r8060020.trees 250 --stats=all --eta=etas/BC.json --out=outs/816198086.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FulD,FayH,ZngE,TajD,FerL,btree,Colless,path
0,2501.0,250,11,1.0249493717862608,-1.029123745469293,0.1203027009298171,0.13125053125329714,0.7436518811091158,0.20706076129808934,-0.008200452997608495,0.03119467115774928,r8060014.trees
0,2501.0,250,4,5.056170714293956e-07,0.9029723794226858,0.10846077637893398,-0.9866099019859719,-0.9643213603398466,0.7922900385496924,0.5104544426479205,0.02936168637684378,r8060015.trees
0,2501.0,250,8,9.120471661981977e-07,-0.5065713299685085,0.04502124203355659,-0.1910494379344001,-0.0487301342998365,0.21677130428447916,0.6184456634788147,0.025051820183961654,r8060016.trees
0,2501.0,250,8,3.0879138593182365,-0.5065713299685085,0.12773190062846737,1.5910696255344292,2.599304568303602,-0.7286607330761181,-0.5738035674311589,0.04271926415338775,r8060017.trees
0,2501.0,250,7,1.0070057692493681,-2.0558699516774643,0.11963914158372797,0.3351504884444569,0.932036350834254,0.03132741566093228,0.4807688874440236,0.0302759424795958,r8060018.trees
0,2501.0,250,7,1.690525703800356e-05,-2.0558699516774643,0.039511054615934176,-0.7376615356958958,-0.7903963032473798,0.545263577428945,0.40825101839930067,0.026631873114578125,r8060019.trees
0,2501.0,250,11,1.8513353836951643,-1.029123745469293,0.0597491433982062,0.13125053125329714,0.4523201812236399,0.0613291389211123,0.07953646273683636,0.03202055533963812,r8060020.trees
