#/home/enes/bim/BIM.py trees/r8110091.trees,trees/r8110092.trees,trees/r8110093.trees,trees/r8110094.trees,trees/r8110095.trees,trees/r8110096.trees,trees/r8110097.trees 250 --stats=all --eta=etas/BC.json --out=outs/111652362.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,bsfs,FayH,TajD,ZngE,btree,Colless,path
0,2501.0,250,9,-0.7089587510095275,0.8894421310135606,0.471005484684173,0.1929743405777976,-0.049656104688330066,-0.7261481852674809,0.36999279442607197,0.02947272962819018,r8110091.trees
0,2501.0,250,5,-1.854344998188919,-0.35652529282088224,1.30292356518454,0.12469708096731386,1.6521915770931324,0.9073805426238123,0.33561767222845795,0.0297836507319601,r8110092.trees
0,2501.0,250,11,0.2523487190495646,0.7598564758572244,0.46287187418621323,0.1414057355359438,-0.158381218493893,-0.6677258175730332,0.5456378208516071,0.028238761497603314,r8110093.trees
0,2501.0,250,5,-1.854344998188919,0.6353790187640119,0.5167437589362139,0.21013397164610503,0.20008795281695482,-0.4269598243979542,0.304626279624767,0.03404837989952642,r8110094.trees
0,2501.0,250,6,-1.9642299758823032,-0.3234273027282876,0.8224996103382817,0.027816175356118064,0.8881076900459761,0.5959357862536335,0.2560236803646061,0.03221847965338055,r8110095.trees
0,2501.0,250,12,0.039536030753832864,0.2174518540212286,1.355943552482686,0.09484472226696386,0.5018748719846313,0.027812265394687754,0.8712713790653567,0.02604288120222827,r8110096.trees
0,2501.0,250,4,0.9029723794226858,0.08052968366121674,0.5525469017652822,0.13163615594708228,0.691245213965697,0.19485870224304358,0.32489098237775993,0.03170747506153647,r8110097.trees
