#/home/enes/bim/BIM.py trees/r8030153.trees,trees/r8030154.trees,trees/r8030155.trees,trees/r8030156.trees,trees/r8030157.trees,trees/r8030158.trees,trees/r8030159.trees,trees/r8030160.trees,trees/r8030161.trees,trees/r8030162.trees,trees/r8030163.trees,trees/r8030164.trees,trees/r8030165.trees,trees/r8030166.trees,trees/r8030167.trees,trees/r8030168.trees,trees/r8030169.trees 250 --stats=all --eta=etas/BC.json --out=outs/513932487.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,FerL,FayH,bsfs,ZngE,TajD,btree,Colless,path
0,10001.0,250,64,0.1426361536594901,0.31440202150313756,0.20355150352747947,1.58671585777585,0.6322025690672044,2.0100599204272247,0.24594390030622862,0.030521065586624936,r8030153.trees
0,10001.0,250,55,-1.9399409409751476,-0.7667086637123172,0.13948898799853746,3.8943454454669673,2.002800081888199,3.1618576128575033,0.03392027976538946,0.03150362360256967,r8030154.trees
0,10001.0,250,47,-1.3808404083664279,-1.6794905116752232,0.05699228487113994,5.087613800140153,3.011152802295208,3.8138413165151417,-0.4599372812006259,0.03703343841315081,r8030155.trees
0,10001.0,250,36,-0.42776132586652926,-1.4513709952716443,0.03418444771104782,3.469771253619145,2.5092982842543874,3.128156576393007,0.03546016932149609,0.032909865267521696,r8030156.trees
0,10001.0,250,34,0.21328097326921525,-0.48528511326799023,0.03807098831107646,4.349784836369339,0.9744906390249375,1.3660382584403756,0.42723952146219174,0.02934317916828605,r8030157.trees
0,10001.0,250,43,-0.0195705300655796,-1.0833432622899661,0.014263603786079932,4.729963021378051,1.8191135803971694,2.1871682603574576,0.3308596383081658,0.03058110578514776,r8030158.trees
0,10001.0,250,33,-1.2362480586115816,-1.3531544653380734,0.006613145591264534,5.428842910413796,2.206987651857046,2.621735597263413,-1.1436215150235818,0.047141645761933366,r8030159.trees
0,10001.0,250,44,0.7078629523990989,-1.7178855929518366,0.016458382585070295,6.088479111942446,2.852577475568682,3.3900673439458977,-0.6349122416900264,0.042168674698795185,r8030160.trees
0,10001.0,250,40,1.054995827187399,-0.6226747368441079,0.03911721310883203,4.2673423255357,1.207233393371019,1.636671343491075,-1.1149211170360223,0.048358307783103745,r8030161.trees
0,10001.0,250,38,0.8010186773774194,-1.1455526527361466,0.01060995309473539,4.457311328880927,1.8971306850429295,2.2674600879834683,0.2973199751752675,0.030023319082782746,r8030162.trees
0,10001.0,250,54,-2.24745996317717,-2.5740751956656873,-0.04288377279923347,3.1655167351372464,3.912752164248667,4.201010447503389,0.2360727225952216,0.03516485296022801,r8030163.trees
0,10001.0,250,39,1.593612470448307,-0.8200090159496067,0.026350219337243123,5.365945080090943,1.4566706241666096,1.8495246964274072,-0.886741227185943,0.05079303388669887,r8030164.trees
0,10001.0,250,36,0.04700883318454852,-1.3060609636527838,0.034387112289147995,5.522265356090952,2.2768125108105135,2.8586244089895527,0.3749796215920049,0.027659023189532325,r8030165.trees
0,10001.0,250,31,-1.6712663657881428,-1.3359627708399604,0.02013711588873543,4.120360150410048,2.246048723306674,2.7562283389251214,-0.49006799220653474,0.04184479854903485,r8030166.trees
0,10001.0,250,48,-0.6830440061623677,-0.46686366099401566,0.038587760284623795,5.725739862381279,0.9602798906955724,1.34206586851037,0.35538220867296766,0.03048754156410588,r8030167.trees
0,10001.0,250,40,-1.103917891504699,-1.3151666105541602,0.008105778735008276,3.703153017568628,2.157877071375178,2.548860076487694,0.8409363428352531,0.024426739214924213,r8030168.trees
0,10001.0,250,65,-1.5606289139442413,-2.102492306608146,-0.0024211742637147357,4.094083094843302,3.378116981996742,3.815298356873068,1.0376512727102933,0.02409175874002924,r8030169.trees
