#/home/enes/bim/BIM.py trees/ir8020202.trees,trees/ir8020203.trees,trees/ir8020204.trees,trees/ir8020205.trees,trees/ir8020206.trees,trees/ir8020207.trees,trees/ir8020208.trees,trees/ir8020209.trees,trees/ir8020210.trees,trees/ir8020211.trees,trees/ir8020212.trees,trees/ir8020213.trees,trees/ir8020214.trees,trees/ir8020215.trees,trees/ir8020216.trees,trees/ir8020217.trees 250 --stats=all --eta=etas/BC.json --out=outs/922324516.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,FayH,FerL,TajD,bsfs,btree,Colless,path
0,10001.0,250,80,0.9081949537869157,0.42818137975939324,0.0665955603041968,-0.32636513896616587,1.4515416682821245,1.5076511844501723,-0.6351677094769806,0.04269767241007039,ir8020202.trees
0,10001.0,250,46,0.9469430004289092,-1.3459897975374753,0.14728697705831248,-0.09681715556656993,1.999625109735447,2.051845146524016,-0.44833333678771214,0.041235911387485426,ir8020203.trees
0,10001.0,250,62,0.6113339956100351,1.395383464159566,0.12855613224152646,0.06554770690278919,1.509056790250076,1.9118781610006688,-0.8308457648595873,0.04644383987563156,ir8020204.trees
0,10001.0,250,68,0.3890773813572448,0.7549623313661616,0.08969212245550226,0.07202446335746093,1.0125062626192798,2.4493930182811754,-0.9835872707839468,0.049352836566206176,ir8020205.trees
0,10001.0,250,70,0.498200505089123,-0.12206448590580045,0.11071886639827525,0.07895100291099527,1.2709295894785375,2.9994389055058326,-0.8669672283487716,0.0457405659504377,ir8020206.trees
0,10001.0,250,73,1.010781268063488,-1.2288906286319263,0.09644793021339539,-0.28715930663793243,1.7594144063349308,2.5742979042103435,-0.46628852611306854,0.042970268169452,ir8020207.trees
0,10001.0,250,77,1.3491333833746728,-0.38156557198144364,0.10388594596899603,-0.4686313536813452,2.188609494869125,3.7575615901837236,-0.8472179710240368,0.050200803212851405,ir8020208.trees
0,10001.0,250,70,0.7752125976436876,-1.409285205100206,0.13870599877527148,0.005291610333044915,1.7630469943293623,1.2136655901016147,-0.8725801178037471,0.04645309347991043,ir8020209.trees
0,10001.0,250,74,0.4534826201050003,-0.7646441268550347,0.09718749564617717,0.06114828154573564,1.1351220418140457,1.3739280397010363,-0.8102110957006317,0.04800451807228915,ir8020210.trees
0,10001.0,250,81,0.25211676123610843,-0.7350513850614834,0.08165355983760528,0.13359452522055357,0.8102268169108336,0.8837302581043263,-0.4387111499008361,0.043313808228304926,ir8020211.trees
0,10001.0,250,45,0.2953253471065101,-0.1459504804091882,0.13559387503916456,0.26755793160765473,1.1762513514741177,2.970383499923768,-1.516565372606643,0.053767489312087066,ir8020212.trees
0,10001.0,250,52,0.7172561426960918,0.5014812498441634,0.04569419820355955,-0.2903150170359152,1.106207531767081,1.592202130577562,-0.31290187993044766,0.040011659541391374,ir8020213.trees
0,10001.0,250,94,1.3751226866277289,-1.052831712581083,0.009704942829336169,-0.816078977311164,1.6035834438460868,0.9747371493927582,-1.085610263662109,0.05446062688785703,ir8020214.trees
0,10001.0,250,64,1.3498147198002133,-0.977488816650842,0.050990582366883995,-0.6598734943989379,1.8553837076595525,1.3439580314819028,-2.0289295921087405,0.06293910131842506,ir8020215.trees
0,10001.0,250,64,0.8601732799354253,0.4226673962370734,0.07628612714498816,-0.2685450012261529,1.4604699289703815,2.095710614925243,-1.5221200516490525,0.055523939074269425,ir8020216.trees
0,10001.0,250,70,0.23581611379156506,-0.6369527735835621,0.11818227428310367,0.2676700557835992,1.021889084198381,1.0991014122781435,-0.46319421419642604,0.03960033683119575,ir8020217.trees
