#/home/enes/bim/BIM.py trees/ir8120218.trees,trees/ir8120219.trees,trees/ir8120220.trees,trees/ir8120221.trees,trees/ir8120222.trees,trees/ir8120223.trees,trees/ir8120224.trees,trees/ir8120225.trees,trees/ir8120226.trees,trees/ir8120227.trees,trees/ir8120228.trees,trees/ir8120229.trees,trees/ir8120230.trees,trees/ir8120231.trees,trees/ir8120232.trees,trees/ir8120233.trees 250 --stats=all --eta=etas/BC.json --out=outs/372534784.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,bsfs,FerL,ZngE,TajD,FayH,Colless,btree,path
0,10001.0,250,73,-1.9712898715275007,6.882142856235039,-2.7478529567342127,4.4493044595486175,5.0400041102959205,0.002441971061393062,0.038087835211815003,-0.11114928145293519,ir8120218.trees
0,10001.0,250,82,-2.314762398521534,6.649486473980431,-2.28830790914753,3.871304423933227,4.552313991242156,0.030605448782721298,0.04912391501489831,-1.2211467918156282,ir8120219.trees
0,10001.0,250,83,-1.8858923928269258,6.74084653089019,-2.310924087812927,3.821600498520251,4.397478811249291,0.01551967688860439,0.049342531415986525,-1.170134678571642,ir8120220.trees
0,10001.0,250,70,-1.9241734927779688,4.543359027927706,-2.4091529682992383,3.8845133460861763,4.389192315228596,-0.0006005933504267152,0.04343179168286047,-0.7442817495791364,ir8120221.trees
0,10001.0,250,79,-2.2850522767999886,6.610061003043962,-1.7893337401332625,3.0863521565738132,3.697862277068525,0.034456429786340594,0.05748801658245887,-1.3728468249288812,ir8120222.trees
0,10001.0,250,76,-1.3001975058694986,6.941196714615081,-2.618519836793495,4.269310205569877,4.861606734499615,0.007335178962679002,0.034525197564451354,0.23000694216274545,ir8120223.trees
0,10001.0,250,96,-1.857627339870188,7.077293455920999,-2.5131675342579833,4.143970518650464,4.731640637918041,0.01415182270349392,0.04744785593988859,-0.5290144199182151,ir8120224.trees
0,10001.0,250,62,-1.4893146806158997,6.348285105619476,-2.501045047019508,4.1021335416801445,4.737944605716391,0.012289550837334287,0.054346417929783654,-1.587040943860108,ir8120225.trees
0,10001.0,250,90,-1.978959022097825,4.73327497747762,-2.4820567534355717,4.065380109469016,4.621819952715416,0.009519355422434898,0.041051301982122035,-0.7636950192520473,ir8120226.trees
0,10001.0,250,99,-2.265416156757902,3.588171519349658,-2.9942695937463,4.681498363430713,5.059695188221671,-0.027186070171802072,0.061876538411711354,-1.8528508804732717,ir8120227.trees
0,10001.0,250,83,-1.6667313073792045,3.0998536417500087,-2.0561047766365315,3.406748737858504,3.9273017086087725,0.014948266637787352,0.05207928488146133,-0.9591949788297736,ir8120228.trees
0,10001.0,250,85,-2.3424873671079314,6.876169653114453,-2.5344923172430773,4.187976621027592,4.811314306798292,0.016327852532520008,0.06451612903225806,-2.2112365467224655,ir8120229.trees
0,10001.0,250,76,-1.5384320048906404,6.661079582021144,-2.102273962295821,3.5226971443122856,4.117595610231308,0.02258224686495965,0.04942350045342661,-0.8268998605794708,ir8120230.trees
0,10001.0,250,73,-1.476357042930451,6.862662543350727,-2.7848722996368287,4.511791059649832,5.113651705336795,0.0029234165755295033,0.044532970592045605,-0.8276432260178948,ir8120231.trees
0,10001.0,250,62,-0.6239052371832593,5.304774488266134,-1.9357312443898904,3.2403965809938335,3.815777278143653,0.021250011255033556,0.03177225029148854,0.31937428274855423,ir8120232.trees
0,10001.0,250,75,-1.7594947677879422,5.679429291581408,-2.7585514222574155,4.418869875784516,4.946512940451567,-0.006054597570609184,0.03627412877315714,-0.0829277118264567,ir8120233.trees
