start,end,N,SS,FerL,bsfs,ZngE,FulD,TajD,FayH,Colless,btree,path,iColless,ibtree
0,100001.0,50,420,-0.6183913323842922,0.6303963305970164,0.9024143453779584,-0.5765748915005267,0.6976543205411493,-0.024571945505738657,0.16816862614611058,-1.088094682388974,9050031,0.14840070643642073,-0.5622598095829439
0,100001.0,50,450,0.3540436411393129,0.2027023464682364,-0.3541715875161825,-0.5603443919801081,-0.08468710950312522,0.03600393817836299,0.11359021220428465,0.36118888958715617,9050032,0.11953165881737315,0.23729864446599735
0,100001.0,50,356,-1.4175672647852156,-4.736199755621832,0.6294960295924481,2.1143316188268795,-1.188471219672481,-0.2515650527085276,0.22822128851540616,-2.4341317519164405,9050033,0.2508331615474473,-2.6376511879293894
0,100001.0,50,450,-0.3196215937461745,0.20475825830889946,0.3536638755536252,-0.4615627174150702,0.14209411180441894,-0.02792218715333235,0.12204951748141113,0.1995521490020513,9050034,0.1359991150931918,-0.12493223011570005
0,100001.0,50,489,-0.06878370933984729,-0.0316510468021261,0.08345586732204355,0.6461342887114006,0.04473778982937762,-0.005012945323888456,0.14147477172687262,-0.3648586894060542,9050035,0.15855627965471905,-0.7444956518791108
0,100001.0,50,414,0.3877359554930734,0.42182647417905983,-0.35498884642711703,0.6433301103616643,-0.029257972176874005,0.04391849138822193,0.12596404841006173,0.18187325637107765,9050036,0.13585386984982672,-0.2520902889463511
0,100001.0,50,308,-0.2608614089312901,-0.38427488080867206,0.15380022843883207,1.1776662013396435,-0.1451728192402393,-0.04125430897383762,0.17758225739275305,-1.3515898471462613,9050037,0.21315928968990192,-2.1449467028159384
0,100001.0,50,461,-0.13748369627571125,-0.6228437981134075,-0.10491119194239476,1.0137996287283375,-0.4360978956411442,-0.04670233220214007,0.1812861294752644,-1.1042690396097607,9050038,0.19184981684981686,-1.357357327653639
0,100001.0,50,536,-1.0874164670686008,-0.7459553869300726,0.8650043008215472,-0.05899500293523314,-0.17129836062504827,-0.14037670417968348,0.18771358308581645,-1.3988600198891723,9050039,0.20191952750092287,-1.7309941854120308
0,100001.0,50,467,-0.6359090297905716,-0.7824054474326281,0.47014520930845594,0.7363785576005673,-0.16907004435923284,-0.08704078808978513,0.1949276978550982,-1.6600165442576629,9050040,0.18095541788143826,-1.4366016488577869
0,100001.0,50,448,-0.2381954880159819,-1.6248406631128278,-0.14936410377543524,1.1716862201928682,-0.6930587509945002,-0.07657328857559356,0.13406486996712558,-0.5388008875956176,9050041,0.14295552931916564,-0.6032538574105234
0,100001.0,50,380,-0.2994430995048984,-0.33813800245317216,0.2030028907622707,0.5274372645674561,-0.11519395370985147,-0.043595668423431495,0.16432721413924445,-0.7031724509006567,9050042,0.16739648615351665,-1.036462391885898
0,100001.0,50,388,-0.6739594758600007,-0.007685837810442854,0.7283861325209694,-0.009059775272373009,0.2668346785192772,-0.061332050488938514,0.1588111435050211,-0.7285394707465279,9050043,0.15732993197278913,-0.9005680297328298
0,100001.0,50,353,-0.007961299738455274,-0.9728859537702336,-0.20937549898193225,1.3638248583820267,-0.419730757841173,-0.03029467214217248,0.15410906298003071,-0.5502962116895179,9050044,0.19144168083900234,-1.3616846079573974
0,100001.0,50,499,-0.6129057848554509,-0.8163760334533058,0.4576704605539907,0.8643212037869336,-0.15422447025752384,-0.08321288478005348,0.15981603909169287,-0.8188332067530176,9050045,0.1738658301158302,-1.1557083366136645
0,100001.0,50,544,0.09785867810424488,0.9359364681366033,0.1788402464575809,-0.2429312838092821,0.5111875386247557,0.04719165154651502,0.1031466234562495,0.7612342390748947,9050046,0.11545669223103255,0.4142694379010791
0,100001.0,50,452,-0.6745557065727203,0.17283767460927313,0.7741573513670726,-0.4085397222922465,0.3535629508634809,-0.055178652319051336,0.13806547619047624,-0.2863123146631186,9050047,0.1377551020408163,-0.29786920169458125
0,100001.0,50,422,-0.8534835842015356,-0.9739774532718288,0.5853665164233518,0.8144904941305704,-0.3152033811795406,-0.1231490516772696,0.19195897108843524,-1.928237111597057,9050048,0.23477277508941724,-2.5807553991709677
0,100001.0,50,398,0.15562561852589513,-0.060858327598655136,-0.23242982601704426,-0.16592232606422375,-0.18602646459684974,0.005464693595963444,0.1361953621227497,-0.33001813491676885,9050049,0.15824759655928486,-0.8721345855827294
0,100001.0,50,446,-1.0020905263815252,-0.3697607313973148,0.8897651207080821,-0.967677381983324,0.021707314868753776,-0.11713588793629184,0.12456793528222095,0.061170646427292,9050050,0.13922471162377992,-0.4286001954863094
0,100001.0,50,459,-1.1761858369659792,-1.0121781502978608,0.7664585552986257,-0.4202889366161452,-0.5121896816190264,-0.17494864783395486,0.2292371925073345,-2.093037663481467,9050051,0.2346530612244898,-2.0639603062954235
0,100001.0,50,446,0.6060963671786621,-0.05784736858018121,-0.7402240586629468,0.32793574994409475,-0.4041161785383486,0.04355780255300154,0.11244292237442914,0.2097722826061458,9050052,0.1399582560296846,-0.4334017296786598
0,100001.0,50,416,-0.5128030880807594,-0.19056926628866447,0.44683694658720735,1.0516533006606257,-0.005186138774037808,-0.06114447980511231,0.15404495131385887,-0.5195820827841477,9050053,0.18242202541393915,-1.1508837921060011
0,100001.0,50,424,-0.4400816352938519,0.08979007142021887,0.3935240036719823,-0.11314719201962925,0.014982976594593609,-0.05110098639343379,0.1236492384564445,0.3593302992476821,9050054,0.14624318195746774,-0.37409546593713777
0,100001.0,50,430,0.09600927749911853,0.7039917376289024,0.03919087856847096,0.15252815479462345,0.2387788383195256,0.028044344561620624,0.1436610163190959,-0.27047161026100297,9050055,0.1525614631817639,-0.7572806677864892
0,100001.0,50,361,0.3316386017097099,-0.3091580460530621,-0.46370797884919,0.48216500596966,-0.33571822391775824,0.01593398331762225,0.15038872691933927,-0.6010235858034674,9050056,0.16390758431031985,-0.8995600447199321
0,100001.0,50,356,-1.677510316870117,-0.9966008992106368,1.4042647997189133,0.7844304214403071,-0.12740005004333765,-0.20827127072508445,0.2476040416166463,-2.178670945979833,9050057,0.2056422569027612,-1.9766277834677697
0,100001.0,50,354,-0.11412203583796247,-0.5494786946310733,-0.14363146158907786,-0.2374049966391617,-0.472637218412648,-0.0466111354732406,0.20629659049248425,-1.4924784187078133,9050058,0.19036281179138329,-1.29133217769538
0,100001.0,50,347,-0.11767123738288406,-0.463319945784861,-0.1005286776218675,0.03731223573248919,-0.3951416235610107,-0.041624451742673714,0.1364989177489178,-0.2541391409245493,9050059,0.15572196620583714,-0.7236525668992946
0,100001.0,50,464,-0.5231496291464103,-0.36299442808787336,0.3313789713268473,0.6027140911357161,-0.2462425434734921,-0.07908969509722617,0.1834760689990283,-1.04279888023986,9050060,0.23857316649287455,-1.9437390363964784
0,100001.0,50,432,-0.01882688701456142,-0.2846078523394993,-0.059895847137854265,0.5137851348559503,-0.14787922149716706,-0.012554038073856024,0.16323668890633194,-0.9878081632504649,9050061,0.16891909435529942,-0.9965739271257372
0,100001.0,50,442,0.05481379666607745,0.12087225280698825,-0.057083272161712835,0.15956844575710089,-0.017470603424508468,0.005271540078071343,0.13109853316326536,0.01419129363025456,9050062,0.14240658950147225,-0.2408950306339245
0,100001.0,50,411,0.12021941062994915,-0.12104750917333015,-0.2286818487917885,0.20360208248230302,-0.2387869830411579,-0.0024239663493553485,0.13834341876285405,0.00019256719518346768,9050063,0.1436796029887364,-0.4327015195686899
0,100001.0,50,365,0.16015431701048938,0.14597932467769326,-0.1588399826262347,0.6435832395591653,-0.035864115181830906,0.01651794115316346,0.13435915767580914,-0.2615736415388756,9050064,0.14593015423991382,-0.5878157697015668
0,100001.0,50,461,-0.2079168182747624,0.3327818688203997,0.3088610372387537,0.21015249045614165,0.2448175637510829,-0.007522474148619492,0.13213084146702173,-0.0618299465335704,9050065,0.1542792792792793,-0.5148278502250232
0,100001.0,50,420,0.2083643266725221,1.5579733738965909,0.1106655942834934,-0.576574891500527,0.5679082333199524,0.06434858634896154,0.10676378985329077,0.5147400010266914,9050066,0.09991496598639454,0.6598466839058754
0,100001.0,50,332,-1.1030975503569878,-2.840037080813097,0.588260475422169,1.30099899751779,-0.7342401189918925,-0.18263917192985976,0.16769441589585474,-1.195988102211104,9050067,0.24944001991040315,-2.337639558206384
0,100001.0,50,451,-0.14602012636354594,-1.0170711676344786,-0.14746585990037847,0.6492099531531114,-0.5329934296380491,-0.05448501562497386,0.175928479499908,-1.3646006417408385,9050068,0.2031448172489334,-1.7568150658391497
0,100001.0,50,412,-0.698503845587033,-1.1842638783731407,0.5204712218470834,1.0578121607719742,-0.17780123706526738,-0.09522301540854383,0.16504697116942002,-1.1649317509899224,9050069,0.1977830955391006,-1.8619935769231328
0,100001.0,50,457,-0.034045410851959244,-0.537109466483516,-0.1697411105771534,1.2135799953473991,-0.3861045864826322,-0.030974209477659883,0.20309638278388287,-1.6905995711702142,9050070,0.18998741228774985,-1.4365497191844159
0,100001.0,50,532,-0.07981435891638877,0.5814900179510871,0.2380028259547961,-0.06252943795019937,0.32455306798868744,0.013200255617302762,0.12414624484331885,0.112537577322004,9050071,0.13217377860235005,-0.30469784607396616
0,100001.0,50,510,-0.07013524820004431,-0.01264524181542355,0.02928118043505022,-0.5626561701558611,-0.062271678689407375,-0.01263152510824183,0.12166789792840207,0.08071536809006281,9050072,0.11665883458646616,0.23151671804900706
0,100001.0,50,429,-0.4541219317228762,0.6709973923803038,0.6588012229112233,-0.9098576916839944,0.5046388968187018,-0.01856930641032585,0.1325140633176347,0.005376571946549658,9050073,0.16211303361924467,-0.8717246920697109
0,100001.0,50,489,-0.4979098430413543,-1.1027357506397064,0.2319437429011438,0.1307823798471864,-0.3956560910900733,-0.08647675927875904,0.12512646084074655,0.06233956884336684,9050074,0.11602418745275885,0.1816129529898706
0,100001.0,50,391,-0.7140628197849803,0.32451412048749223,0.8994235554652981,-0.7157795881874731,0.5300979419867166,-0.04768847372726416,0.10712273074910428,0.418833188134005,9050075,0.12054242749731467,0.18391544226377712
0,100001.0,50,404,-0.7822171767800506,-4.617440391111162,0.18159068307741466,2.0967703179613038,-0.9763154956497212,-0.16095142103711008,0.17173306448327855,-1.2078284454614787,9050076,0.17658730158730165,-1.2107256632637746
0,100001.0,50,475,-0.005282119874995518,0.4058630522055471,0.0743345014294654,-0.6419872697758867,0.134789140164191,0.008779123544720126,0.1051753148067738,0.6604293257066319,9050077,0.11646702159124515,0.3100192438478308
0,100001.0,50,411,0.21988684140159734,-1.8648451969124995,-0.5263776505757967,1.9331550780128577,-0.6461143619885581,-0.01905484055645785,0.12520740003318406,0.11636210808965915,9050078,0.1645408163265306,-0.9834587798015226
0,100001.0,50,521,-0.4490442295142991,0.5538725631262885,0.6390657966218914,-0.022719121159418768,0.4738903085729798,-0.02001144760659247,0.13159831240188374,-0.11755346489875193,9050079,0.15069335426478284,-0.5182126689506437
0,100001.0,50,447,-0.17973861067374966,0.4708980194683977,0.2984345909232481,-0.14421834587902332,0.2725403299697051,-0.002258754664954265,0.12207666850523985,0.24613370303885704,9050080,0.14822623264181706,-0.5062743049436931
0,100001.0,50,445,-0.2823619180981924,-0.5559141918401792,0.041850220198104734,0.6357243603737167,-0.3980265886069847,-0.06121523859840415,0.18084329691472556,-1.5515265892376742,9050081,0.16228467193328944,-0.7880332743829944
0,100001.0,50,325,-0.8642033388350543,-0.7088925195083027,0.5903685154902962,0.4897287266190115,-0.32379020673858866,-0.1255430877956734,0.17450805825685978,-1.3251022546935367,9050082,0.22317491811539428,-2.3198510087489317
0,100001.0,50,445,0.06131961690919406,0.17878672297903894,-0.0052051613265750064,0.5358391330112495,0.09395232309043564,0.013818389672454945,0.14035926870748294,-0.2409794449667667,9050083,0.15356631374354252,-0.644682429074979
0,100001.0,50,467,0.3109019310428007,0.5995423330560009,-0.20293479934325825,0.5142326458439569,0.1347323005002156,0.04618844943657978,0.11396592129674835,0.503801142294274,9050084,0.12408692985390872,0.15956556197354468
0,100001.0,50,522,-0.6142572878338949,-0.7735905907975091,0.2664502549295405,0.02782570645693841,-0.5259974948372889,-0.10925039799914336,0.11672779710962725,0.2009301591214187,9050085,0.14103330987567445,-0.3128823143113724
0,100001.0,50,403,-0.14551777446142075,-0.5360500140131949,-0.06425996166395997,0.8975839800177329,-0.3715383965227591,-0.04320801954569017,0.1211004603861746,0.1673145190320231,9050086,0.13272451837878008,-0.04793763409226672
0,100001.0,50,462,-0.2652603236901767,-0.18622207653961487,0.21892984187746006,0.4912609172355888,-0.02639138854272577,-0.03323327813515315,0.14809872667015528,-0.3533156158563827,9050087,0.17804715871310933,-1.140608489440209
0,100001.0,50,299,-2.2027834919673257,-3.1009355218915933,1.5317224542133694,0.9657567345799716,-0.7730441515176201,-0.31684290422542544,0.20696898162249988,-1.6458893953586031,9050088,0.2333846236907461,-2.296601608987
0,100001.0,50,325,-0.6054213430349856,-3.1448435593366986,0.05687367029376705,1.2176101789064655,-0.9196131669681764,-0.1364259833845184,0.24135689990281797,-2.6620146459898706,9050089,0.2882243258749281,-2.8797956319159566
0,100001.0,50,386,-0.5027632968131832,-1.242489093890414,0.1172381963746462,0.8900069620755275,-0.6267389060097295,-0.10345619036915793,0.16439200680272115,-1.0870788141939205,9050090,0.21809452947845795,-2.166734376564594
0,100001.0,50,496,-0.09737869394985282,0.6512170025307266,0.3263931389377625,-0.3957833581855058,0.4658548279383991,0.02098022435089598,0.1243351886209028,0.10268258848752472,9050091,0.12673313600249256,0.014919912671674104
0,100001.0,50,442,-0.017508391104638817,-0.8625604873117004,-0.2013133732117816,0.8299636088095632,-0.4192698921699112,-0.03133892376847632,0.13125692137320047,-0.16164114685896352,9050092,0.1433977162293489,-0.6117086555338691
0,100001.0,50,435,-0.26419616165817544,0.042879480569951736,0.2847655280097134,-0.15950944929601182,0.10287464421974593,-0.02411184826611464,0.12739049701513258,-0.09630888818887937,9050093,0.1406575026704897,-0.4598656961267216
0,100001.0,50,441,-0.4829910997425429,-0.3314921504503692,0.3692819437393997,0.1337998084333052,-0.1047955799446356,-0.06451238302282065,0.1354804421768708,-0.20664660509817748,9050094,0.1535091715257532,-0.5736085117370828
0,100001.0,50,354,-1.0691741961881691,-0.21391288904384745,0.9809933575792364,-0.6135377370383913,0.0856085894016458,-0.12109353537172908,0.16005696757230495,-0.7273322823554211,9050095,0.18417835884353745,-1.3159889755764724
0,100001.0,50,429,-0.625262478298986,-0.17525826196757002,0.5226494055804205,0.4367919937752599,-0.049326697494866636,-0.0775203601224625,0.17254603861746726,-1.5294508440098267,9050096,0.17283922497570453,-1.1550642958689377
0,100001.0,50,481,-0.41792180739288814,0.0792720242449281,0.4121190811474235,0.3110056778094641,0.0882978597679816,-0.04327029675400824,0.17186238902340606,-0.9571382330909004,9050097,0.1718687474989996,-1.0616018130845604
0,100001.0,50,411,0.19611359470154505,0.1870634942595978,-0.18767273323990988,-0.012592041959015808,-0.03053468357931583,0.021117266162180556,0.15735653235653235,-0.6351615328581215,9050098,0.16017960214388788,-0.7966342538341621
0,100001.0,50,386,-0.9090781775070228,-2.041101616391414,0.6664898852423933,1.3885657869859007,-0.2524362805385576,-0.12552287779397325,0.1833604607487166,-1.4674315363915702,9050099,0.19486794717887151,-1.8051433945730382
0,100001.0,50,516,-0.281968186713758,-0.3038270986774827,0.3546956876065797,0.842352987165048,0.20757134031361466,-0.018844543155916743,0.1283116261580009,-0.4371069636608546,9050100,0.15188268289772044,-0.9061917480272456
0,100001.0,50,427,-0.4418096548773251,-1.1777046271782576,0.17600117006073082,0.31548528744138105,-0.4090452648970442,-0.08090494680334108,0.16072938050960026,-0.9846836881019144,9050101,0.17965434036862607,-1.4311011404181233
0,100001.0,50,559,0.1020027246454525,-0.09845473809893493,-0.1435698656912869,0.7896015118491005,-0.10447825469663906,0.004759113508975135,0.13726379440665154,-0.19143124320247826,9050102,0.14246598639455788,-0.42240842376871296
0,100001.0,50,435,-0.2118301836258762,-0.8184539535858959,0.011848017497934134,0.21510653503592567,-0.3364894386286351,-0.04858079409186912,0.11485767491354082,0.048391236066700094,9050103,0.14653971824950446,-0.5832167073959198
0,100001.0,50,396,-0.33227892246650786,0.30504835127551644,0.4420797078422865,-0.3370771503945376,0.29223909726112346,-0.019001403338791096,0.15299862276198828,-0.8145632775484012,9050104,0.14822442738563316,-0.6325859498238591
0,100001.0,50,407,0.16819893834516214,0.31828363816100985,-0.13998072559537256,-0.05313627322965812,0.01443450705307364,0.020951656669592717,0.1448459165086799,-0.4333348277499916,9050105,0.1406590938262097,-0.31082970591312314
0,100001.0,50,383,0.0860077519699561,0.2921237788263567,0.030782156606159607,-0.2367698258048848,0.2057542699755439,0.02458541862539091,0.10410892752162594,0.7433907809127175,9050106,0.10827664399092966,0.6781512929723345
0,100001.0,50,380,0.6730698182360061,0.9584177471276112,-0.5540806707510217,0.8001024153209411,0.06939160898682226,0.08474713525329647,0.10052524411124997,0.9658336080229508,9050107,0.1270549886621315,0.07467683411272535
0,100001.0,50,300,-1.1642269112757766,-4.008293540324054,0.5477254658287056,1.8381470923383572,-0.9176517335070437,-0.2030979970987754,0.2467132242968109,-2.4415407534180527,9050108,0.267750850340136,-2.6954211083434845
0,100001.0,50,410,0.07749775109601464,-0.0978462683434804,-0.13111212159476854,0.10376452947654656,-0.1223594875094382,0.000642478176038026,0.12122722652279296,-0.027051767534914454,9050109,0.1382845591066616,-0.5828151964556129
0,100001.0,50,320,-0.7902308688404043,-3.51857857843485,0.22029054364406797,1.703604497696481,-0.9168089486060343,-0.15827080182452674,0.2462723461477616,-2.489140863575644,9050110,0.2487916219119226,-2.365689740432788
0,100001.0,50,467,-0.04613243599072366,-0.14194745891393112,-0.038850618129656365,-0.5330266524372056,-0.15337086972080635,-0.01616017290086973,0.1156702117466705,0.4448089125210404,9050111,0.12915977201691478,0.009961053514795835
0,100001.0,50,385,0.051151416424750164,-3.340247958580492,-0.4850297734801774,2.477284228870212,-0.8531131328254511,-0.05353815667027861,0.21709750566893424,-2.2365493971556827,9050112,0.2443676395289299,-2.6765365795454743
0,100001.0,50,381,-0.5193816794525817,-0.7805675281210467,0.2655650880231397,0.5174271587966225,-0.3675421640438864,-0.08733451399076299,0.16569736702971344,-0.8137658275612779,9050113,0.1853590993919691,-1.1816992107033324
0,100001.0,50,467,0.07110181725540457,0.5713041836029039,0.02946197976335341,-0.02526456842209723,0.1775552966674082,0.020802155452260492,0.14308708177148402,-0.2381632649826664,9050114,0.1316648280933994,-0.1925578091535332
0,100001.0,50,448,-1.1288956958627838,-1.5183489466929907,0.8001917230828659,0.44407173919588594,-0.3667256811685067,-0.15925193828380166,0.18142097264437687,-1.4632200992290707,9050115,0.2137525645178707,-2.095137439574968
0,100001.0,50,384,0.14009342312570733,-0.2911248128577504,-0.2598514314189977,-0.09052890277054512,-0.2656519539456884,-0.0019349673698304134,0.17371526924022626,-1.0188316711605343,9050116,0.17123498335504414,-0.9247329637777092
0,100001.0,50,467,-0.8461332360610918,-0.6114914756812637,0.6208347634842126,-0.15220508942587388,-0.2341205848164745,-0.116454471920093,0.13307212837288035,-0.13598078855161516,9050117,0.13634031198686364,-0.19971405520332453
0,100001.0,50,390,0.050129106616617694,0.25159416752065344,-0.09388490769744508,-0.2156871831371721,-0.09678746921645344,-0.0008140237050764077,0.14315291333924873,-0.0784158083994089,9050118,0.14851231754837854,-0.2916261803359483
0,100001.0,50,433,0.07887442481012708,-0.15843811606611566,-0.1505858992022137,0.5050014493533473,-0.1576294344415135,-0.001661162949270683,0.14820997523433332,-0.560101898979327,9050119,0.156586865515437,-0.7272893789534364
0,100001.0,50,321,0.5783263413275613,0.6439904993073985,-0.44995152745062295,0.12223307630023217,0.11008959528562534,0.07657320536617875,0.10534119897959182,0.8718231046559696,9050120,0.13709584957578536,-0.2257287318762435
0,100001.0,50,346,-0.4769610662314093,-1.231434503141945,0.288451485483807,1.3722251768555849,-0.2512240279801621,-0.07428370099558873,0.16178373189766704,-1.0407954172489648,9050121,0.1856673703964345,-1.4801213876198918
0,100001.0,50,401,-0.1145175455493848,1.3820889956852456,0.4946630706346228,-0.1523848299957458,0.7637825092573395,0.039768636202493934,0.13370089971472465,-0.05557886540623691,9050122,0.13310185185185178,-0.27616481489839856
0,100001.0,50,442,0.11102316874032978,0.4739630591252262,0.04260518003465831,0.1930882039097229,0.2707993166880505,0.03204943569204246,0.11201842546063648,0.4713593515003978,9050123,0.12546093203636596,-0.11711650889238713
0,100001.0,50,444,-0.2046659974835508,0.5086723271673995,0.3916924636675101,-0.3565242927235206,0.41073213561258426,0.004433984228639151,0.11437326409853872,0.6100149626316079,9050124,0.12598372682406295,0.1415984775782108
0,100001.0,50,436,-0.04070842917274177,0.054999099479614406,-0.03181205404317663,0.8186741814747421,-0.13063916422474434,-0.013941298317127556,0.1819316436251922,-1.3849923330099292,9050125,0.18016485873628732,-1.3309741960871428
0,100001.0,50,548,-0.30192809307889,-0.08713067121656648,0.2567392216992559,-0.2110970207118202,-0.015579655233381997,-0.03673697672017346,0.1565559150489464,-0.4828335728566638,9050126,0.1450106669886889,-0.4537422068876234
