#/home/enes/bim/BIM.py trees/r8030136.trees,trees/r8030137.trees,trees/r8030138.trees,trees/r8030139.trees,trees/r8030140.trees,trees/r8030141.trees,trees/r8030142.trees,trees/r8030143.trees,trees/r8030144.trees,trees/r8030145.trees,trees/r8030146.trees,trees/r8030147.trees,trees/r8030148.trees,trees/r8030149.trees,trees/r8030150.trees,trees/r8030151.trees,trees/r8030152.trees 250 --stats=all --eta=etas/BC.json --out=outs/421716345.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,TajD,FerL,FulD,FayH,ZngE,btree,Colless,path
0,10001.0,250,35,4.5138720240686085,1.8937906863810325,-0.7350220743467091,0.12802021470403613,0.0430156522982885,1.4023700521408626,-0.6576324862177965,0.045498121518331394,r8030136.trees
0,10001.0,250,32,5.549568153386645,2.6221606018214123,-1.1879726162156496,-0.6567095383381393,0.032550351302018415,2.0723912125761053,-0.2620779073175707,0.038292956773329875,r8030137.trees
0,10001.0,250,44,5.530532561157681,3.122705627472127,-1.5363039764584643,-0.4800367561914219,0.022111299417681224,2.5905103541529266,-0.39198554130908614,0.041937334591823514,r8030138.trees
0,10001.0,250,48,6.036337544348218,2.9786433679659865,-1.4020640368226986,-1.048702877069264,0.031119405855211814,2.4258823713402418,1.3985692148488953,0.02189942565962776,r8030139.trees
0,10001.0,250,36,4.317429771704064,3.480897457615695,-1.7946791883139601,-1.8520718030197612,0.010118029061651468,2.9366136847392554,0.509430915568361,0.028124906574187574,r8030140.trees
0,10001.0,250,47,3.7454482522725554,4.018376055573144,-2.2857515969578848,-0.6352593633139789,-0.017087627089045935,3.5881946996443648,-0.6216213255840659,0.046631688042492556,r8030141.trees
0,10001.0,250,35,5.513198702578984,1.874565052197886,-0.8391860999096922,0.6149183952983692,0.02514937664367268,1.4778140989709176,0.008728741444542115,0.03512976637733731,r8030142.trees
0,10001.0,250,68,1.6816204565155035,3.295246472291299,-1.081646793966898,-2.4197128608133522,0.1034378067200795,2.3280377238537393,-0.22073068401624168,0.03466222208934995,r8030143.trees
0,10001.0,250,70,5.397251237264811,2.7064794920131097,-1.402766164886966,-0.3795086297446812,0.011450105124729888,2.328491624872087,0.619646605937314,0.027082523642958933,r8030144.trees
0,10001.0,250,29,5.428505690635251,3.853926531465025,-1.859466258006191,-2.158993785550444,0.028799710012096,3.126666181377419,-0.35020704154738064,0.035717061795569376,r8030145.trees
0,10001.0,250,38,5.303201300842299,2.6996886227353434,-1.3362368267437,-1.0079856785780834,0.016898220955132347,2.236511693851053,-0.4390405208549745,0.040714830648759914,r8030146.trees
0,10001.0,250,50,4.997866373624155,3.3775802384691795,-1.6429673008483483,-2.182084515703828,0.027652993547463398,2.796588101785209,0.07226321318327314,0.03471204918931308,r8030147.trees
0,10001.0,250,45,4.771777574048804,2.584015044261584,-1.4488672868203232,-0.14595048040918826,-0.008262644384224782,2.287896273950228,1.0239630312280203,0.024308704351456004,r8030148.trees
0,10001.0,250,60,3.9964640431418146,2.415589081324666,-0.6395142079613945,-0.8432189439040395,0.09829685803825274,1.5774244044886252,0.1753218913478989,0.031410588590922835,r8030149.trees
0,10001.0,250,56,4.196926941128658,3.2553323580928293,-1.6258942578744668,-0.37401914196813846,0.021163850995340464,2.73730390362781,-1.1008511212778158,0.04215248089130716,r8030150.trees
0,10001.0,250,51,6.0602083404422045,2.6716838398498948,-1.3454393904245883,-0.4702188642782444,0.015200395503269246,2.250184885271386,0.1626360861747603,0.030173111802046897,r8030151.trees
0,10001.0,250,33,5.388449581689333,2.5719971758383986,-1.3160199689139118,0.8162655202463411,0.008295485557577848,2.15591220205683,-0.05822943214064739,0.03368671819896072,r8030152.trees
