#/home/enes/bim/BIM.py trees/r8100187.trees,trees/r8100188.trees,trees/r8100189.trees,trees/r8100190.trees,trees/r8100191.trees,trees/r8100192.trees,trees/r8100193.trees,trees/r8100194.trees,trees/r8100195.trees,trees/r8100196.trees,trees/r8100197.trees,trees/r8100198.trees,trees/r8100199.trees,trees/r8100200.trees,trees/r8100201.trees,trees/r8100202.trees,trees/r8100203.trees 250 --stats=all --eta=etas/BC.json --out=outs/922049649.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,ZngE,FulD,bsfs,FayH,TajD,Colless,btree,path
0,10001.0,250,94,-0.3683031547658425,1.3716331926913554,-1.4421831621258125,2.6372495789731145,0.13381389940413682,2.406410496202918,0.027777777777777776,0.6305216596760993,r8100187.trees
0,10001.0,250,105,-0.867265738553133,1.6727265569191971,-0.3872186181888229,1.6581632468101202,0.04624198034749421,2.1703781482335853,0.032691560285808254,0.09005077464885688,r8100188.trees
0,10001.0,250,93,-0.6968537351913275,1.7326347982647288,-1.0313953417880375,2.2150804690251067,0.10462266318667554,2.621307276068364,0.039997951295052694,-0.28398084614854335,r8100189.trees
0,10001.0,250,148,-0.35552984172932395,1.4531190143650814,-1.2901091924341614,1.606975446559876,0.14683384537290456,2.5826098950173266,0.027359716954581392,0.7241749599258156,r8100190.trees
0,10001.0,250,95,-1.1807156157968812,2.2568024484211047,-2.2301492229023667,4.405669804820611,0.06003561729659617,2.9178999617635006,0.03475637812652165,0.12561713869283553,r8100191.trees
0,10001.0,250,121,-0.7034410541234651,1.4442294208534139,-1.9609108179152808,0.9655153500360232,0.051855686010814084,1.9482289248062776,0.031325674908069,0.34135244748557814,r8100192.trees
0,10001.0,250,97,-1.07254765307941,2.110840210478803,-1.1146072251393742,2.5835388414992906,0.06487221614801326,2.784933261219976,0.035440335987611364,0.05493359842146193,r8100193.trees
0,10001.0,250,109,-1.4072407286845128,2.3825974433334993,-0.822232086408339,2.215605260044472,0.018256184094052455,2.7779348105203643,0.03389488474991778,-0.05583920394295967,r8100194.trees
0,10001.0,250,96,-0.5569199055277687,1.6410575712719346,-1.285225614471405,3.4050163248709793,0.12749075798587584,2.666905623796038,0.030489340876049,0.41396492055855433,r8100195.trees
0,10001.0,250,120,0.1404564017933096,0.7536096539220313,-0.8732801108861944,2.4517537471568884,0.166114327452302,1.9306310996748899,0.02877837076077718,0.5828335573201588,r8100196.trees
0,10001.0,250,110,-0.6146563173619154,1.7649546775653038,-1.679847587392323,2.299915852899373,0.13134277367730454,2.828915746137444,0.02940188172043011,0.4981839417539184,r8100197.trees
0,10001.0,250,111,-0.479462286577087,1.431537288079438,-1.6925171665962404,1.5679459438790093,0.11171237291143882,2.3283585824761177,0.03190624611031095,0.34967460755320584,r8100198.trees
0,10001.0,250,88,-0.7745125638296779,1.5793693072336372,-0.5026462318554932,6.1144542370150505,0.05684816586783444,2.1410077780742482,0.029156950382173863,0.244355485030027,r8100199.trees
0,10001.0,250,95,-0.24832209767613206,1.3293570652781121,-1.266555972241009,2.3533390676371693,0.15980746349781222,2.5281160432694687,0.027904629269767237,0.7541992990402887,r8100200.trees
0,10001.0,250,120,-0.37881716298865215,1.6104758421275924,-1.4893557611603676,1.850954951663272,0.16897839354317157,2.903258676895693,0.03031385504065598,0.15248761291323754,r8100201.trees
0,10001.0,250,98,-0.6252604873954681,1.614908918892032,-0.3860883675184826,4.078012351069196,0.10380791087348637,2.4831625843314784,0.03519802414653411,-0.13887285952622735,r8100202.trees
0,10001.0,250,101,-0.854533280088483,1.9473623600501158,-1.3732677317779676,1.6162339195867885,0.09700910042868482,2.8099825180722515,0.03374549572243574,0.1959017426535194,r8100203.trees
