#/home/enes/bim/BIM.py trees/ir8120186.trees,trees/ir8120187.trees,trees/ir8120188.trees,trees/ir8120189.trees,trees/ir8120190.trees,trees/ir8120191.trees,trees/ir8120192.trees,trees/ir8120193.trees,trees/ir8120194.trees,trees/ir8120195.trees,trees/ir8120196.trees,trees/ir8120197.trees,trees/ir8120198.trees,trees/ir8120199.trees,trees/ir8120200.trees,trees/ir8120201.trees 250 --stats=all --eta=etas/BC.json --out=outs/211902158.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,TajD,ZngE,bsfs,FayH,FulD,Colless,btree,path
0,10001.0,250,99,-2.2305222135707017,4.2784343436981676,3.715040928709288,6.859772581359502,0.018824919575354114,-0.5979950013217783,0.040193030185257154,-0.34526780862190115,ir8120186.trees
0,10001.0,250,90,-3.0130345653167816,5.520817272095641,4.895073815633473,6.717110414691182,0.004638047087551754,-2.5877155647837187,0.035593988858660455,-0.3258800033684622,ir8120187.trees
0,10001.0,250,80,-2.4134530580680305,4.389070580269594,3.89803343356131,4.357780423236863,0.00010863506863554059,-2.7490843539333762,0.04178002331908278,-0.38091907709812334,ir8120188.trees
0,10001.0,250,72,-2.167739161519588,4.1246415236698555,3.574814607059676,6.770848905267448,0.013412280081899468,-1.203878941471341,0.043723280217644774,-0.6176840305770409,ir8120189.trees
0,10001.0,250,73,-2.1847855670072347,4.030961296755217,3.5480892693564567,4.664370361395965,0.0037920038433014802,-1.971289871527501,0.05392537893509522,-1.3744501976032883,ir8120190.trees
0,10001.0,250,73,-2.117438017293981,4.02253352489477,3.4900031340511024,6.783625880835303,0.012713635922273203,-1.228890628631926,0.0385736494364555,-0.15850355199111102,ir8120191.trees
0,10001.0,250,77,-2.832044282181133,5.075084723344843,4.537455902173951,4.948141318323006,-0.006152719824652285,-2.0287259934662063,0.03413654618473896,0.2975050740921381,ir8120192.trees
0,10001.0,250,76,-2.464078255263587,4.691195396790163,4.069082157323523,6.65835292094688,0.015957231427582277,-2.491370000975207,0.0435613421427646,-0.9411773332437399,ir8120193.trees
0,10001.0,250,83,-2.208296178216263,4.237084582641625,3.6674008818214507,6.867425232054627,0.017532698497398986,-1.8858923928269258,0.04589325042103899,-1.1728432919811078,ir8120194.trees
0,10001.0,250,70,-1.4067815603108305,3.009324789443369,2.4656263241565255,6.275257477795734,0.034572949116158117,-0.8943969174224436,0.06702616919290064,-2.414277777786098,ir8120195.trees
0,10001.0,250,73,-2.3065258592673987,4.266223343312433,3.7505106499660243,6.557272096727055,0.0048343085646277515,-1.476357042930451,0.04268687653841171,-0.7307792502618377,ir8120196.trees
0,10001.0,250,85,-1.9830848317235148,3.8226930608757907,3.302703990848648,6.895546098268125,0.017271154393749273,-0.6284017610061401,0.037731571447078636,-0.18986147780953053,ir8120197.trees
0,10001.0,250,67,-1.9344352238510123,3.6687829752712204,3.18003134655827,4.326405555591751,0.010478439242473355,-1.604848554541067,0.05389299132011918,-1.7183892896648147,ir8120198.trees
0,10001.0,250,62,-2.4854642780590583,4.673809308810861,4.061341259517478,6.713447628017767,0.009481179305832019,-2.0662543095709927,0.0415047285917865,-0.6628348479851046,ir8120199.trees
0,10001.0,250,60,-2.731638816752433,5.086084298240672,4.438039886328305,6.7471704010507025,0.006005031224090911,-2.6278238583409914,0.0393509521958803,-0.013698408563571149,ir8120200.trees
0,10001.0,250,76,-1.9943969211901635,3.709324825402787,3.2545951814061516,5.2035156394320765,0.006091201243862078,-2.491370000975207,0.05013602798289934,-1.1023372749871685,ir8120201.trees
