#/home/enes/bim/BIM.py trees/r8020119.trees,trees/r8020120.trees,trees/r8020121.trees,trees/r8020122.trees,trees/r8020123.trees,trees/r8020124.trees,trees/r8020125.trees,trees/r8020126.trees,trees/r8020127.trees,trees/r8020128.trees,trees/r8020129.trees,trees/r8020130.trees,trees/r8020131.trees,trees/r8020132.trees,trees/r8020133.trees,trees/r8020134.trees,trees/r8020135.trees 250 --stats=all --eta=etas/BC.json --out=outs/708068449.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,TajD,FayH,ZngE,bsfs,FerL,btree,Colless,path
0,10001.0,250,61,0.878973869187156,0.23575994919338294,0.059132464561596584,-0.12181600190289037,1.5917345656619792,0.27969113300001386,-0.13019611042090454,0.03695676004265199,r8020119.trees
0,10001.0,250,71,-1.1782046641698631,1.5377968001449531,0.10403203551718496,0.771800611402597,1.5380956966607562,-0.11346845133697002,0.6168392914174903,0.027341375427267386,r8020120.trees
0,10001.0,250,86,-1.5037543848650903,0.7816485386747397,0.1563397319322419,-0.20463383213353808,1.6801399590670174,0.6841391841580263,0.06722832479305937,0.03478267910351081,r8020121.trees
0,10001.0,250,58,0.15129443107301574,0.8058787955731747,-0.03149148392346329,0.8818325311699532,0.43587625276975095,-0.6551104886287711,-0.29965352391751027,0.04025439619258016,r8020122.trees
0,10001.0,250,61,-0.8783255172342779,1.6466149366328733,0.15586467173907592,0.5807831888333582,1.5937960336420414,0.177964358933396,0.08656347230029608,0.03257438355572829,r8020123.trees
0,10001.0,250,56,1.5288829972029774,0.903875171701088,0.04361782493387976,0.5520179443539911,1.2216548128544238,-0.1933260775967324,0.09413098988749181,0.03629572051647449,r8020124.trees
0,10001.0,250,79,0.01162434883588244,1.15808104706896,0.0720506798598827,0.6163550461494087,1.96332086942575,-0.12661135683798577,0.6104048312039727,0.028838107442849,r8020125.trees
0,10001.0,250,79,-1.136713963982053,1.039163005305915,0.05071625237027596,0.6327343373325945,1.535509133378566,-0.21228657193023237,0.20708911093163224,0.03252526233968131,r8020126.trees
0,10001.0,250,77,-2.0287259934662063,1.5792792107574603,0.16109965485832808,0.4822584203353736,1.9010550973449836,0.27037577142164215,0.2642088970040605,0.031393564331768764,r8020127.trees
0,10001.0,250,73,-0.4864913857363524,0.9602549150320582,0.10232454349934948,0.2697429964406369,3.6535584043802847,0.19258729975856737,0.3981707966771755,0.02996718055015762,r8020128.trees
0,10001.0,250,59,-0.8070051971883655,1.6449728496631228,0.11509489993544422,0.8068751856085999,3.3805416332513123,-0.10453552312718775,-0.11307815015703743,0.03461114931188775,r8020129.trees
0,10001.0,250,83,-1.6667313073792045,2.2847096169731427,0.1123780763124115,1.3864989373528969,3.574270137929191,-0.45889565932145204,-0.29065336453715734,0.037268093508628516,r8020130.trees
0,10001.0,250,54,0.37674412668431895,0.9604977995253948,0.16164219857752313,-0.04614871926651386,1.5384986940820102,0.5790285478202576,0.12810474440186737,0.03383835676409754,r8020131.trees
0,10001.0,250,63,-0.3770391951913381,0.5382964452970342,0.11766269702705998,-0.18331879182274638,2.863679271034129,0.5212815541259597,-0.2702100812820747,0.04052140461487527,r8020132.trees
0,10001.0,250,75,-0.3120897366591776,1.824574608115169,0.06497281150462705,1.2476068570007424,2.890846934671642,-0.5438486193664646,0.2973028184807415,0.0326020433234607,r8020133.trees
0,10001.0,250,72,-0.9531738397344413,1.562528013916172,0.1526483554086648,0.5180532411117332,1.6015322193603778,0.21494090314777883,0.23420023182479638,0.03183577984394152,r8020134.trees
0,10001.0,250,77,-0.6168742036221236,0.9982842439595071,0.12482071628980278,0.17373812401190952,0.9178049342267935,0.3333090602284586,0.8277913378178752,0.025745840504876653,r8020135.trees
