#/home/enes/bim/BIM.py trees/r8050102.trees,trees/r8050103.trees,trees/r8050104.trees,trees/r8050105.trees,trees/r8050106.trees,trees/r8050107.trees,trees/r8050108.trees,trees/r8050109.trees,trees/r8050110.trees,trees/r8050111.trees,trees/r8050112.trees,trees/r8050113.trees,trees/r8050114.trees,trees/r8050115.trees,trees/r8050116.trees,trees/r8050117.trees,trees/r8050118.trees 250 --stats=all --eta=etas/BC.json --out=outs/242860606.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,ZngE,FulD,FerL,FayH,TajD,bsfs,btree,Colless,path
0,10001.0,250,96,0.4967123571573861,-0.7128238890726216,0.1170627309942978,0.11801538634749605,1.3240496434757525,2.7691751324923146,-0.17093465236977332,0.03968423120160142,r8050102.trees
0,10001.0,250,77,0.9836039018610029,-0.6168742036221238,-0.15063339165234096,0.12981862516877307,1.943298828861838,1.6023937042717324,0.2534876813498992,0.0332995287602021,r8050103.trees
0,10001.0,250,120,0.8369623959653737,-2.1054314114345414,-0.03144753624777992,0.13313691031768374,1.806673709800448,2.009425016743934,-0.17774033990837312,0.037108109858790005,r8050104.trees
0,10001.0,250,97,1.1719900641534327,-0.1700055036394547,-0.43705347183384424,0.08004654557264985,1.832902190276741,4.250992532372441,-0.3765158363837159,0.03728948050265577,r8050105.trees
0,10001.0,250,81,0.970111881369434,-0.2864689533546729,-0.10250850819685675,0.1404149769001982,1.9971146789874643,1.7003570771819911,-0.004512157808048216,0.03572238261802973,r8050106.trees
0,10001.0,250,79,1.5786384031615688,-1.5960492891092273,-0.5860870971828178,0.11059154774103196,2.490005912323267,3.7232308039446873,0.47734704816968837,0.029307552791812408,r8050107.trees
0,10001.0,250,94,0.9494044263901518,-1.2475074373534478,-0.08397049974213715,0.14023575033046937,1.9751466922260734,2.2341126946807734,0.2042278449780229,0.03433585458459146,r8050108.trees
0,10001.0,250,71,1.3665875253197592,-1.6862643650923914,-0.2383206179615734,0.17353474514516581,2.6546548508010432,1.6438437248079096,0.475840072748046,0.03146672712354795,r8050109.trees
0,10001.0,250,67,1.9502056086440507,-1.336586483997754,-1.0115939340250062,0.05654515367097689,2.569266168804362,3.688446112086901,0.12457229277452846,0.033507686660620976,r8050110.trees
0,10001.0,250,65,0.8748414982372149,-0.1806547087779381,-0.20787927941178752,0.09622215138375895,1.6038193088675383,3.3254104495239334,0.2245292872459621,0.0320519615117361,r8050111.trees
0,10001.0,250,104,1.755580626828969,-1.0687398252641311,-1.066167756092702,0.005457296369465875,1.996873283216387,1.1330092560538796,-0.17812362029176407,0.035489465192146886,r8050112.trees
0,10001.0,250,74,1.5131299050749898,-0.03171267649381581,-0.7979283992721182,0.039612313096227855,1.961931512483914,6.163299702881274,-0.12290999051150138,0.03637129161808524,r8050113.trees
0,10001.0,250,65,1.5395144107543874,-0.45664954981119815,-0.6709494937585323,0.0815361116389917,2.2641674473975595,5.739797685145447,0.947651359197472,0.02493348082154922,r8050114.trees
0,10001.0,250,57,0.9657247965130852,-1.9789574318189578,-0.12619838937260275,0.13800812335498344,1.9696161381564266,3.229846455604721,0.5980458700191932,0.028661334642474823,r8050115.trees
0,10001.0,250,71,1.5480020468635374,-1.6862643650923916,-0.684566339822435,0.07831751314766393,2.2506963785575,3.827465207128423,0.3492287117624651,0.030806337303673895,r8050116.trees
0,10001.0,250,43,1.413912011167751,-1.232617564803466,-0.6991193234768444,0.05432443756508486,1.9654096217178258,5.1221925559316865,-0.1389993616265526,0.03532899928158382,r8050117.trees
0,10001.0,250,94,1.0101216208830521,-0.07945308871926118,-0.25807195279271594,0.10221077207053408,1.79599498830142,2.4860554179419347,-0.07268820313909477,0.03451608854773935,r8050118.trees
