#/home/enes/bim/BIM.py trees/r8040136.trees,trees/r8040137.trees,trees/r8040138.trees,trees/r8040139.trees,trees/r8040140.trees,trees/r8040141.trees,trees/r8040142.trees,trees/r8040143.trees,trees/r8040144.trees,trees/r8040145.trees,trees/r8040146.trees,trees/r8040147.trees,trees/r8040148.trees,trees/r8040149.trees,trees/r8040150.trees,trees/r8040151.trees,trees/r8040152.trees 250 --stats=all --eta=etas/BC.json --out=outs/211016238.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FerL,FayH,bsfs,TajD,FulD,ZngE,btree,Colless,path
0,10001.0,250,106,-0.5492969949648361,0.06648411631065965,1.9395453519721226,1.860948787142696,-1.6268784237102356,1.2773839409232939,0.3286574814624976,0.03140186884842929,r8040136.trees
0,10001.0,250,82,-0.3401386350567346,0.10515531493686797,2.3565001700644084,1.9750154988687385,-2.0930659656463533,1.1525346744062943,0.43437537337871046,0.03030969378362346,r8040137.trees
0,10001.0,250,99,0.26581990273056094,0.14708646768062006,2.115525769274853,1.4364463094843969,-1.1538020531338198,0.42722324128465006,0.6591795229721565,0.02900426591157256,r8040138.trees
0,10001.0,250,92,0.0719386005875695,0.10548850201540602,1.6872694046132652,1.2395892052916049,-0.8108030710186579,0.49479146526501416,0.4676807871363212,0.03044853712456485,r8040139.trees
0,10001.0,250,86,0.05254177928914622,0.09640073280861673,2.332623027520898,1.1520661924860491,-0.4442949488248583,0.4703996843797743,0.5669916209050817,0.028846860852301964,r8040140.trees
0,10001.0,250,97,-0.14752935419191723,0.12238661662760482,2.916759759199922,1.8604526944623674,-1.3035275694393582,0.9503265278008003,-0.291687858168632,0.03551252909978134,r8040141.trees
0,10001.0,250,74,0.2591518540139563,0.15099532250121273,1.0908934573382676,1.464495744840096,-0.7646441268550346,0.4395742061923507,0.5851895716297254,0.02884757333911792,r8040142.trees
0,10001.0,250,84,-0.4772429726539032,0.08387943548137235,1.9908368975083377,1.9504469023911535,-0.8166717838310519,1.253031337124863,0.3953192089244851,0.02859421557196528,r8040143.trees
0,10001.0,250,84,-0.06863511753976878,0.04165958809436809,1.26351925693245,0.6629765296269687,-0.3833054803283783,0.3503374162437462,0.738831553050804,0.026381184562296104,r8040144.trees
0,10001.0,250,93,-0.5435120089119795,0.014480349263007826,1.1320391032028003,1.1723722480308978,-0.6380493375782194,0.9622430407463748,0.5127113351721079,0.028461400231519208,r8040145.trees
0,10001.0,250,85,-0.3852258946392334,0.07867307870618352,1.5188719752769488,1.7165499546763454,-0.4141410602434155,1.074972086704571,0.6086104210355725,0.028681662132400566,r8040146.trees
0,10001.0,250,102,0.4087816667285696,0.16546027123508672,1.6290516168785654,1.4210040462812785,-0.8497363425598742,0.3052584880258036,0.09064605211484952,0.034415889363907236,r8040147.trees
0,10001.0,250,89,-0.6644466480753823,0.10203892818058148,1.69926580270017,2.527350762919562,-1.5563355799977918,1.662968136089813,0.4838199910883155,0.03050820794699535,r8040148.trees
0,10001.0,250,79,-0.010493769192361104,0.13049115017600896,2.1942814947386515,1.699462146976681,-0.44771097629129203,0.7629497022389207,0.49648194142629787,0.030158585004153242,r8040149.trees
0,10001.0,250,91,0.13422075359118799,0.1699168170581913,1.7244173309197592,1.9621393336139386,-1.1879693698838145,0.7664864052945494,0.30021531270540286,0.033713802578736,r8040150.trees
0,10001.0,250,61,-0.0009519746851085095,0.06798523534358672,3.959805279264311,0.8622618814480155,-0.2925590550937997,0.38004056290871596,0.3695060371645651,0.029329009586734022,r8040151.trees
0,10001.0,250,75,0.20599580395860273,0.11564112304486703,1.9294930588392272,1.1092813801479737,-0.07085556480438232,0.3253386517005063,0.907177843615299,0.02583114716932246,r8040152.trees
