start,end,N,SS,ZngE,bsfs,FerL,TajD,FulD,FayH,btree,Colless,path,iColless,ibtree
0,2501.0,250,19,-0.77193921915314,2.210032626821489e-06,0.8306489419316727,-0.26102800785970315,1.5581254521553949,0.12319541647857465,0.7461533603060762,0.028385045558578407,8050000,0.05062184220753983,-0.5044803097966631
0,2501.0,250,15,-0.4530178835757458,0.9785521575928864,0.6946541463299402,0.24892013244203226,-1.4636660782230697,0.1549559111252237,0.6581174489710047,0.030523854950594162,8050001,0.05787666796217127,-0.14462665981383813
0,2501.0,250,15,0.8743047867904047,-0.4764908760403738,-0.6860145522313494,0.8040076046574183,0.5430819992150969,-0.05210237555674521,-1.2362248481836564,0.03873963596320767,8050002,0.07183573001684156,-2.6206524583231157
0,2501.0,250,19,0.2701548657639548,2.8156465459286313,0.1014230308470026,0.8500942847009995,-0.9208730202678008,0.09575171085930394,-0.1357333786603283,0.04194196139396295,8050003,0.042600509565142296,0.5207377868164734
0,2501.0,250,12,-0.6349210624872504,0.3751765838403733,0.6778353112170272,-0.23752859240612045,0.0395360307538329,0.11272285083401057,1.181376360159916,0.024120676253400697,8050004,0.0997754458694995,-1.6297476075395199
0,2501.0,250,14,0.2226848663103069,2.0747214898378603,-0.011924666588372846,0.526701521176136,-0.31268270567134554,0.04915530059130197,-0.6176729567176041,0.04400667184868507,8050005,0.047491039426523295,-1.6718456521363667
0,2501.0,250,12,-0.060809051705804126,2.31804539682392,0.1572040945521467,0.1607686412488812,0.03953603075383266,0.04805528439131882,0.6904595997095581,0.033899037008248034,8050006,0.06790063479725353,-0.6168127942211292
0,2501.0,250,13,1.0747802288948218,0.4656025840753618,-0.9000430085735854,0.887901900379121,2.102545607051514,-0.08884362739893888,0.6835006686084923,0.033683119575074486,8050007,0.03552921362870838,-1.255831116322222
0,2501.0,250,10,-0.8718951033256259,1.331586504129518e-05,0.7910838930972776,-0.6140842436292523,-0.8809206284569866,0.10428380528080364,0.4497570092681481,0.040378102270834486,8050008,0.06973053504339939,-0.4331556495159407
0,2501.0,250,21,0.8726755295215436,4.450501362251865,-0.4934292042070914,1.1490066782829056,2.7028127805474345,0.017935933380636985,1.4076630888598,0.02999497991967872,8050009,0.03844409897655137,1.1975237382864037
0,2501.0,250,10,-0.8850292488405305,1.331586504129518e-05,0.8098699632609204,-0.6095233163744801,0.4973207385797266,0.10880472482771313,1.0178470971340388,0.02790317597935165,8050010,0.07692058556807876,-0.22140752350690826
0,2501.0,250,22,0.188569987101846,2.7297784718080735,0.25494263815608154,0.9413046193528334,-2.633615329683029,0.12746877306453674,0.3830830735432927,0.02834378990616845,8050011,0.06744720818758906,0.026633550834785327
0,2501.0,250,8,-1.0464665883994382,-1.3684960675057676,0.7570988253923191,-1.1435132262949643,6.001904219329237,0.045716088238438514,0.06680171327439009,0.0409217515222179,8050012,0.043269853607980316,-1.1586074196717069
0,2501.0,250,15,0.25488754061953434,2.2079040060996507,-0.11267335390815672,0.4057204962759156,-1.4636660782230697,0.017751749178505645,1.0386888466731228,0.03032695297318305,8050013,0.05148011400440472,-0.1100485828050172
0,2501.0,250,17,0.06310621902351611,1.264952589580314,0.4675301067347227,1.0643889396887372,-1.618795465943367,0.1847788596527457,0.4761823668514168,0.040394553122885805,8050014,0.039761195318910036,0.85551283368259
0,2501.0,250,18,0.489688116088985,2.3749875059718386,-0.2592105424177674,0.6863003065494455,0.042790589484166135,0.01693999578851181,0.004155712851524528,0.03826056915835385,8050015,0.07530120481927711,-1.5328844722744404
0,2501.0,250,12,0.047077769112186085,1.648985177776788,0.16146188674077425,0.4386414818121347,0.0395360307538328,0.07712287104753117,0.4405763707759613,0.03392926544889235,8050016,0.0674957896100531,-3.153412264082881
0,2501.0,250,20,0.13099630238568782,2.151610099072738,0.14953906472512615,0.6044844202768918,-0.2203194944787188,0.08093356657237949,0.4262294623651797,0.04379210389946884,8050017,0.05966878265751178,-1.2066790303988484
0,2501.0,250,25,1.5465365694570916,1.2561901554511021,-0.8423438576779553,2.0728026157667703,-0.7186113859275947,0.04079383840611665,1.0627624848734365,0.038440500352665136,8050018,0.0445329705920456,-3.0240717424284513
0,2501.0,250,14,-0.4151549808617401,-0.6536294067779179,0.3321969001648092,-0.3712562822707943,2.8689971750578738,0.0276664990868704,0.6924699479319874,0.026577276849332816,8050019,0.034201321414691024,0.708273951233141
0,2501.0,250,16,0.1404409306669916,0.9728093380294164,0.22032744549805544,0.7744680768687099,2.2636760987887685,0.1142102768524384,0.3980810875044001,0.03208964891825365,8050020,0.0593745951548128,0.05209237543754919
0,2501.0,250,20,-0.8390163238188085,0.6493994313458035,0.9741741583104802,-0.14435238605236725,-1.0119084632668651,0.1572571099861591,-0.05265510747109309,0.030415569086381367,8050021,0.056710713823034074,-0.25920131723860496
0,2501.0,250,14,-0.11864564650068035,0.9094870912626484,0.4036604531539105,0.5021340117356459,-0.3126827056713457,0.1267359984638687,0.4400542894702384,0.036119387946049436,8050022,0.07156583322537463,-0.4243216142633204
0,2501.0,250,18,0.3696435605138336,2.4994973084393246,0.03719925127762304,0.9700521854159292,0.042790589484166135,0.09639052788575277,0.922379448127522,0.03254955305091333,8050023,0.05813576888197953,-0.011930958856422192
0,2501.0,250,17,0.0571365775131767,1.6308653332735747,0.12713535266155507,0.3869118051778298,1.0994680023857826,0.05936674565140398,0.21711169418912696,0.03837392581076996,8050024,0.04723733644254437,0.0629671788084128
0,2501.0,250,9,-0.3262256703305914,1.1085547122109732e-08,0.3247413827821804,-0.17374265247297518,0.7828117394489831,0.05329626562189176,0.3283108603967522,0.032876667962171265,8050025,0.06079155331001425,-0.5140156394412129
0,2501.0,250,14,0.8088079691170528,-0.8021663168076663,-1.1998938165678956,-0.3656340366984216,-1.3732426659144188,-0.26663954630065123,0.9387481160933676,0.030020080321285145,8050026,0.13622230858919548,-2.2709088739447925
0,2501.0,250,21,0.5808377643104922,1.009059256652055,-0.1864379310502081,1.0379263834131929,-1.0956646725615415,0.06101725600444564,0.4674424033844979,0.03418242863928833,8050027,0.038314548516647236,0.9869428420202168
0,2501.0,250,20,0.4288534403234817,0.6854706002348507,-0.04122272374078685,0.9549199030377552,-1.0119084632668656,0.07933849855950394,0.7346979024320034,0.026853381267003498,8050028,0.04817657727684933,-0.12281789864440018
