#/home/enes/bim/BIM.py trees/r3030090.trees,trees/r3030091.trees,trees/r3030092.trees,trees/r3030093.trees,trees/r3030094.trees,trees/r3030095.trees,trees/r3030096.trees,trees/r3030097.trees,trees/r3030098.trees,trees/r3030099.trees 50 --stats=all --eta=etas/Fn.json --out=outs/371770177.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FayH,FulD,ZngE,bsfs,TajD,FerL,Colless,btree,path
0,100001.0,50,463,-0.2684347002607952,2.147496737286889,0.5636824048377713,-3.8732507726903296,-1.378298586388218,-1.4556249683599158,0.2231638418079096,-1.9308343712095353,r3030090.trees
0,100001.0,50,279,-0.12362999006288189,1.3225479211705082,-0.4567305805964385,-0.8132623525165359,-1.326558519697029,-0.2567160922245806,0.2181241655540721,-2.004270610719308,r3030091.trees
0,100001.0,50,357,-0.149395433241115,0.5658182663079248,0.40374417620370373,-1.4076590802350748,-0.6768199337640916,-0.8589392376633767,0.18500818048738488,-1.1511055820388876,r3030092.trees
0,100001.0,50,460,-0.2812642307108504,0.5721362391348427,1.3535704130803212,-2.6702958994890316,-0.7061437711332599,-1.960179459905885,0.20813825530212085,-1.7951269239298202,r3030093.trees
0,100001.0,50,354,-0.23698685194449892,-0.7389153171714673,1.0601303659648098,-1.36441742086634,-0.6663839606101283,-1.6018615780364722,0.18737528344671214,-1.2324775520738394,r3030094.trees
0,100001.0,50,309,-0.376503241473303,1.115426861339885,1.44719352206749,-3.454307650513187,-1.282732132619157,-2.4056858375457377,0.2152318673948454,-1.9938847222023914,r3030095.trees
0,100001.0,50,328,-0.2017500600156421,1.807617236710911,0.5474924782074153,-2.907726201243853,-0.9101561737497277,-1.1599336596732865,0.22295016491445066,-1.69948217227606,r3030096.trees
0,100001.0,50,354,-0.20937321303773157,0.055142690338016644,1.3415063957801816,-1.5380171090096006,-0.1959877497598271,-1.646255538124199,0.17253127057274548,-0.6018572757692607,r3030097.trees
0,100001.0,50,375,-0.271776110881789,1.170303265914765,0.951421289904762,-3.173160289778631,-1.0221847408094735,-1.6872875367478675,0.24056021218011017,-2.183473595121008,r3030098.trees
0,100001.0,50,406,-0.19031921964472906,0.9031466313041778,0.42299452114115926,-2.396458424644919,-0.9528243636382687,-1.0438091654339625,0.25193088285037746,-1.7719201504044169,r3030099.trees
