#/home/enes/bim/BIM.py trees/ir8050170.trees,trees/ir8050171.trees,trees/ir8050172.trees,trees/ir8050173.trees,trees/ir8050174.trees,trees/ir8050175.trees,trees/ir8050176.trees,trees/ir8050177.trees,trees/ir8050178.trees,trees/ir8050179.trees,trees/ir8050180.trees,trees/ir8050181.trees,trees/ir8050182.trees,trees/ir8050183.trees,trees/ir8050184.trees,trees/ir8050185.trees 250 --stats=all --eta=etas/BC.json --out=outs/435085018.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,bsfs,FerL,FulD,ZngE,TajD,FayH,btree,Colless,path
0,10001.0,250,65,4.448556509948174,-1.0302469964049195,0.09534013225532253,1.9109492736316305,2.4492990230149867,0.04440679064324679,-1.3632032985441442,0.055112924817549765,ir8050170.trees
0,10001.0,250,61,1.842500711915421,-0.32648073168337105,-1.4640919793747555,1.3620238206534876,2.4980323705434366,0.15007483475132494,-2.2547229575029935,0.066394610700868,ir8050171.trees
0,10001.0,250,100,2.8790133241855607,-0.4761664202108138,-1.5398287485519544,1.3478970359486104,2.1539938482387666,0.0991737673290475,-1.149738557518874,0.05446247355011443,ir8050172.trees
0,10001.0,250,79,4.1576257394822775,-0.7220330034567719,-0.44771097629129175,1.5720866866882945,2.228011373303741,0.07104676073220247,-0.8098300909967523,0.04559096601459602,ir8050173.trees
0,10001.0,250,62,2.482815070592002,-0.03925825781234012,-0.33543542270571314,0.6215320661507012,1.3402104262291297,0.10008041506689865,-0.4173571872353579,0.042978365073196,ir8050174.trees
0,10001.0,250,88,1.6397237162031684,-0.15882761003721355,-0.9172626160136295,1.1803113644449716,2.3616436389838453,0.160052931596714,-0.8417497956108821,0.04675383561897358,ir8050175.trees
0,10001.0,250,88,1.5139198572029904,-0.4316262981170692,-1.3318790001717646,1.0987195917558392,1.6837908092883949,0.06955032251697944,-1.1476900776736165,0.05008744656043529,ir8050176.trees
0,10001.0,250,66,1.5693022972332573,-0.003982334609781979,-0.49475855933340307,0.9585280172911295,2.1653719226981125,0.16953527702868906,-0.9205155325683902,0.04843853592739077,ir8050177.trees
0,10001.0,250,64,5.229477825410608,-0.43630215719447785,-0.13739508891809346,1.1634734430905367,1.8417082863352816,0.08212835534082716,-1.1247797722074115,0.0498056743101438,ir8050178.trees
0,10001.0,250,81,4.641163183010372,-0.7226690395364596,-1.4079250326217,1.496801724232007,2.055455616611534,0.05754327433535389,-1.525285809803083,0.05771935668943053,ir8050179.trees
0,10001.0,250,66,4.581556541733992,-0.8087829727030671,-0.22268515806685948,1.5919549057916138,2.1296286893558194,0.05112894552278832,-1.241864572478611,0.04939573964059001,ir8050180.trees
0,10001.0,250,85,1.471505474859675,-0.010945728041263003,-0.41414106024341574,0.8911784610618833,1.9828458887584408,0.15179920177240686,-0.5114492685877333,0.04647917181924178,ir8050181.trees
0,10001.0,250,90,6.2830407409050215,-0.41188144180684455,-0.5585270891640741,0.989265265423212,1.4728193346818514,0.05599632662747176,-0.7501586560733738,0.04687567474197867,ir8050182.trees
0,10001.0,250,73,2.7168001546231877,0.012620165456809296,-1.2288906286319266,0.6525834336804708,1.4968575099693024,0.11859938721948755,-1.0507925755866474,0.05016234292006737,ir8050183.trees
0,10001.0,250,79,4.010467123989763,-0.893776997567385,-0.9070463014184659,1.911956978739398,2.681229606309945,0.08198672876055363,-1.6702896067369037,0.05926123850239669,ir8050184.trees
0,10001.0,250,55,1.5731160427638777,-0.052124094440691854,-0.6499569649883468,0.7422329595658483,1.5986146216201,0.11968648334834397,-1.4848644314468624,0.05610460274276831,ir8050185.trees
