#/home/enes/bim/BIM.py trees/r3000010.trees,trees/r3000011.trees,trees/r3000012.trees,trees/r3000013.trees,trees/r3000014.trees,trees/r3000015.trees,trees/r3000016.trees,trees/r3000017.trees,trees/r3000018.trees,trees/r3000019.trees 50 --stats=all --eta=etas/Fn.json --out=outs/509784918.csv --r2t=0.005 --r2s=0.005
start,end,N,SS,FerL,FayH,ZngE,bsfs,TajD,FulD,btree,Colless,path
0,100001.0,50,373,0.4940002825163735,0.06363868278554799,-0.39618268861206896,0.4292822594805285,0.07123213178243948,0.16254055112867846,0.662914749023972,0.10660941395191625,r3000010.trees
0,100001.0,50,391,-0.22317355488714152,-0.008508086691062343,0.32835716414184696,0.08477306938711865,0.2572338247797663,-0.7536430389779707,0.46797813821412976,0.11112328366929596,r3000011.trees
0,100001.0,50,474,-0.09717245862280006,-0.01829344164878026,0.03481768198627448,-0.14392440966084583,-0.09743476852449719,-0.2924256269253883,-0.19961630936355157,0.1369276205105699,r3000012.trees
0,100001.0,50,419,0.024605419218068966,-0.0019504643457740425,-0.057564639882338633,-0.15463994667578349,-0.06969458340848748,-1.029617323663276,0.5453419049950512,0.10635757035054462,r3000013.trees
0,100001.0,50,535,-0.012066854780422742,0.01256452030166647,0.1144604408643672,0.2759417628061229,0.20066169405330653,0.002497989192212693,0.5682592792846963,0.11384793151710447,r3000014.trees
0,100001.0,50,455,0.41105845734512986,0.05525973582989435,-0.31148572974108096,0.44514275262008685,0.0946186301614813,-0.19960468762169783,0.744686814570472,0.10192427224696986,r3000015.trees
0,100001.0,50,508,0.0954067838479436,0.026578893788893995,0.02987667608318125,0.2262994925861554,0.21942877354258963,0.2069678441912456,0.5807153483774238,0.12092579750346749,r3000016.trees
0,100001.0,50,511,-0.3826089880040919,-0.08987288089327715,0.0041643807277854505,-2.229308966433804,-0.6403489094553072,1.8693505529291903,-0.5874026427019318,0.14280878228068494,r3000017.trees
0,100001.0,50,468,-0.29512771980295355,-0.04484866828471083,0.18519192500409823,-0.5844061642026,-0.14229783775876348,0.5377690243446092,0.06082289981350155,0.12260898983249205,r3000018.trees
0,100001.0,50,513,0.1356641461688745,0.013307883292281516,-0.13918632582429158,-7.196325545440328e-06,-0.039065097290906035,-0.3185219395690228,0.633413426601229,0.10603309120258272,r3000019.trees
