#/home/enes/bim/BIM.py trees/r8120035.trees,trees/r8120036.trees,trees/r8120037.trees,trees/r8120038.trees,trees/r8120039.trees,trees/r8120040.trees,trees/r8120041.trees 250 --stats=all --eta=etas/BC.json --out=outs/525010162.csv --r2t=0.005 --r2s=0.001
start,end,N,SS,FulD,ZngE,FerL,FayH,bsfs,TajD,Colless,btree,path
0,2501.0,250,3,-1.5479634052244726,0.3782467249689008,-0.11279175310748642,0.09731781915749177,0.6213482204276135,0.7841434806166067,0.03258841818888457,0.3301701383951211,r8120035.trees
0,2501.0,250,12,2.4353233333940723,0.20890800033917095,0.21073615452371114,0.13803978114748588,1.0440126340775255,0.940736921976706,0.03019335406140692,0.3481956785958885,r8120036.trees
0,2501.0,250,9,-0.7089587510095278,0.22896087981709076,0.039015453625466164,0.08170966546156747,1.9572105744497543,0.6620322491371619,0.03333148261247756,0.13928785778586866,r8120037.trees
0,2501.0,250,8,-0.5065713299685084,0.6287253312612614,-0.16151954212509806,0.10949817780380706,1.3836867013140477,1.2846970611695419,0.03591246707259144,-0.056464797266738254,r8120038.trees
0,2501.0,250,10,0.4973207385797265,0.8442999106218841,-0.19204643762372273,0.14552064466265596,1.8213919318106668,1.7487417594254953,0.02936908926026687,0.40290563700817505,r8120039.trees
0,2501.0,250,12,0.03953603075383266,0.75604830591612,-0.35373096808317744,0.048836671129389046,3.10368381786108,1.1845106854292888,0.03901987879834751,-0.06568481268403958,r8120040.trees
0,2501.0,250,6,-1.9642299758823034,2.2835467520484514,-1.402268831109429,0.020657841157540074,2.883938744539525,3.065732619601633,0.03211771818456622,0.26595504320037944,r8120041.trees
